"EFI_peaks"
3.088000000000000078e+00
3.088000000000000078e+00
3.035000000000000142e+00
3.016999999999999904e+00
2.894000000000000128e+00
2.822999999999999954e+00
2.770000000000000018e+00
2.698999999999999844e+00
2.576000000000000068e+00
2.451999999999999957e+00
2.329000000000000181e+00
2.241000000000000103e+00
2.100000000000000089e+00
1.941000000000000059e+00
1.782000000000000028e+00
1.534999999999999920e+00
