"EFI_peaks"
7.258499999999999952e-01
7.918399999999999883e-01
7.478500000000000147e-01
7.258499999999999952e-01
7.038600000000000412e-01
7.038600000000000412e-01
6.818600000000000216e-01
6.818600000000000216e-01
6.598699999999999566e-01
6.598699999999999566e-01
5.938799999999999635e-01
5.498899999999999899e-01
5.498899999999999899e-01
5.498899999999999899e-01
5.498899999999999899e-01
5.498899999999999899e-01
