"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
1.257850814676780393e+00,3.674220279923666177e-01,nan,nan
1.288380653308909496e+00,3.844706626427852880e-01,nan,nan
1.274941794983844190e+00,3.905150880335406249e-01,nan,nan
1.244823882020644534e+00,3.978809447531995169e-01,1.060000000000000053e+00,2.059274981615270561e-01
1.211871319789220136e+00,4.060876186542126676e-01,1.051106718038557153e+00,2.120698962848955316e-01
1.201006752957844093e+00,4.088633451879778447e-01,1.038435298314195343e+00,2.109393937803635821e-01
1.233362489048024146e+00,3.999211863620657503e-01,9.916942593848707688e-01,2.108899229657129337e-01
1.230559323145730799e+00,3.847811109118092765e-01,9.354363244806291888e-01,2.077355505579938366e-01
1.243586667242609467e+00,3.884696061760866681e-01,1.006804166731247063e+00,2.716507513078698088e-01
1.307030479855908700e+00,4.283197216148241226e-01,1.053522468801305401e+00,3.109314350422744955e-01
nan,nan,nan,nan
nan,nan,9.683791997322849232e-01,3.305013595656166592e-01
nan,nan,1.142923791810291689e+00,4.125098710767829413e-01
nan,nan,9.022319017228299654e-01,3.177219050743810280e-01
nan,nan,nan,nan
