"EFI_peaks"
nan
1.024999999999999911e+00
1.060000000000000053e+00
1.078000000000000069e+00
1.060999999999999943e+00
1.060000000000000053e+00
1.060999999999999943e+00
1.044000000000000039e+00
1.044000000000000039e+00
1.044000000000000039e+00
1.026000000000000023e+00
nan
1.008000000000000007e+00
1.044000000000000039e+00
1.026000000000000023e+00
nan
