"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
1.146506185935203925e+00,4.188507808643365249e-01,nan,nan
1.108222325619558690e+00,4.232037751844606177e-01,nan,nan
1.078777569962480642e+00,4.273608350723095417e-01,nan,nan
1.098509774483899415e+00,4.438715974415728405e-01,8.830000000000000071e-01,1.191580855734382938e-01
1.056604394612377540e+00,4.609735484761858237e-01,8.667447264022725140e-01,1.618902105678509395e-01
9.981060478630481292e-01,4.677067208081377436e-01,8.530943770807851712e-01,2.224419916655276386e-01
9.923793696061736780e-01,5.036114976863164117e-01,8.290106564072105000e-01,2.230711237655957635e-01
9.225312777525529473e-01,5.174691668641683284e-01,8.100289410228469489e-01,2.247728526016362638e-01
8.681731651357673663e-01,5.725480942375495985e-01,7.948414333816532507e-01,2.433371088758523870e-01
7.588401214763661473e-01,5.214054937285248492e-01,7.631084582822130757e-01,2.354253147202739760e-01
nan,nan,nan,nan
nan,nan,5.244538220422223507e-01,1.770622503634448341e-01
nan,nan,4.490166502253951641e-01,1.716329957252457628e-01
nan,nan,4.277442921452114799e-01,1.615740075330375780e-01
nan,nan,nan,nan
