"EFI_peaks"
nan
8.309999999999999609e-01
8.299999999999999600e-01
8.139999999999999458e-01
8.139999999999999458e-01
7.780000000000000249e-01
7.610000000000000098e-01
7.429999999999999938e-01
7.429999999999999938e-01
7.429999999999999938e-01
7.079999999999999627e-01
nan
5.130000000000000115e-01
5.130000000000000115e-01
4.420000000000000040e-01
nan
