"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
1.507315509176976986e+00,3.756317485857316729e-01,nan,nan
1.464086577030002223e+00,3.730434220382459753e-01,nan,nan
1.415336007019514897e+00,3.825709235536826625e-01,nan,nan
1.356600867653857678e+00,3.920540027504798575e-01,1.167999999999999927e+00,9.047674847682439514e-02
1.273072960578704782e+00,3.854943001026656102e-01,1.175097216386173038e+00,1.271034328489182574e-01
1.189379515411148613e+00,3.879273849100070559e-01,1.109656772966405525e+00,1.115452468715495554e-01
1.117717641698403597e+00,3.904138509698928949e-01,1.049407272378803935e+00,1.175507664114127243e-01
1.076866448097852924e+00,4.019362158158218401e-01,9.864026863649726362e-01,1.202631175459492052e-01
9.601753951605117576e-01,3.686774823621521979e-01,9.616454398375724466e-01,1.430244727204045274e-01
9.842603701347001355e-01,4.265540968359136098e-01,9.072287507755103508e-01,1.594109370671512871e-01
nan,nan,nan,nan
nan,nan,7.117018828313133039e-01,1.607721084531646416e-01
nan,nan,7.210332747076471094e-01,1.915678455722275297e-01
nan,nan,6.198986501311776198e-01,1.732543127705676034e-01
nan,nan,nan,nan
