"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
2.117843281842863412e+00,4.569401486993081574e-01,nan,nan
2.157033147537947393e+00,4.710410082005948573e-01,nan,nan
2.109286106406623951e+00,4.737954779058581867e-01,nan,nan
1.964085881393911048e+00,4.542978691221329357e-01,1.715999999999999970e+00,2.076154369609493344e-01
1.843589832545995399e+00,4.331838072785659244e-01,1.656396149310811916e+00,2.097234819006814077e-01
1.716464057002963894e+00,4.132310576441505234e-01,1.561790151822082917e+00,2.219862393120133615e-01
1.579102469042709345e+00,3.837656609800209062e-01,1.473294957484740264e+00,2.264676975547033067e-01
1.459372225049234695e+00,3.639056861188636471e-01,1.404670939910662497e+00,2.320721952534865185e-01
1.355202731886391732e+00,3.369045345891771293e-01,1.332206967946754750e+00,2.335839044651361607e-01
1.392617779476384099e+00,3.972818233915427211e-01,1.276500013364862740e+00,2.308281978177121330e-01
nan,nan,nan,nan
nan,nan,1.095245449091237333e+00,2.334810833598748581e-01
nan,nan,1.189247083049085552e+00,2.950172023601114746e-01
nan,nan,9.013514121718998462e-01,2.021597418630675935e-01
nan,nan,nan,nan
