"EFI_peaks"
1.183999999999999941e+00
1.183999999999999941e+00
1.147999999999999909e+00
1.131999999999999895e+00
1.078000000000000069e+00
1.060000000000000053e+00
1.006999999999999895e+00
9.549999999999999600e-01
9.729999999999999760e-01
9.379999999999999449e-01
9.200000000000000400e-01
nan
7.249999999999999778e-01
7.079999999999999627e-01
7.079999999999999627e-01
nan
