"EFI_peaks"
1.256000000000000005e+00
1.256000000000000005e+00
1.060999999999999943e+00
1.060999999999999943e+00
1.008000000000000007e+00
9.729999999999999760e-01
9.549999999999999600e-01
9.549999999999999600e-01
9.549999999999999600e-01
9.379999999999999449e-01
9.379999999999999449e-01
9.549999999999999600e-01
9.549999999999999600e-01
9.549999999999999600e-01
9.549999999999999600e-01
9.379999999999999449e-01
