"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
9.558872694829130268e-01,2.877616461746689280e-01,nan,nan
9.579544013045733220e-01,2.952638080907912244e-01,nan,nan
9.246600200231027689e-01,2.779552003294510909e-01,nan,nan
9.001814750842946911e-01,2.601168844757694720e-01,8.129999999999999449e-01,1.672656549918223323e-01
9.008606765410340778e-01,2.712754972777902673e-01,7.866666855598266617e-01,1.416355106579383905e-01
8.750537652423394652e-01,2.508275990200654060e-01,7.863317954473251215e-01,1.549669027408388244e-01
9.268219787910071394e-01,2.667295659736576563e-01,7.575874735146658212e-01,1.407141900975776849e-01
9.047595313897034419e-01,2.521034578678227334e-01,7.590949672018723060e-01,1.526648426309024642e-01
8.910498537920714668e-01,2.509601157626228374e-01,7.927591497126897924e-01,1.938267567455601026e-01
9.868517016549384069e-01,3.601627837208115634e-01,8.017567186577778671e-01,2.114375865622371842e-01
nan,nan,nan,nan
nan,nan,7.788280046292531678e-01,2.198013632565514186e-01
nan,nan,8.603044281448147812e-01,2.751237780322845494e-01
nan,nan,7.123080355976565414e-01,2.103497350738958716e-01
nan,nan,nan,nan
