"EFI_peaks"
nan
1.167999999999999927e+00
1.167999999999999927e+00
1.131999999999999895e+00
1.060999999999999943e+00
9.729999999999999760e-01
9.729999999999999760e-01
9.200000000000000400e-01
8.850000000000000089e-01
8.489999999999999769e-01
8.139999999999999458e-01
nan
6.189999999999999947e-01
6.189999999999999947e-01
5.480000000000000426e-01
nan
