"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
1.280892385047109450e+00,5.707411782406065504e-01,nan,nan
1.217765130664274054e+00,5.695021531080776134e-01,nan,nan
1.128004825426494273e+00,5.545764805759270111e-01,nan,nan
1.014484942216068442e+00,5.245812159401528341e-01,9.200000000000000400e-01,1.766050666781284195e-01
1.013794967884116272e+00,5.341318087785115187e-01,8.343486254498277965e-01,1.874913621612827874e-01
9.591495064267748782e-01,4.950358937456851294e-01,7.904982999136913602e-01,2.206806925026455479e-01
9.329768936363888043e-01,4.705025824014685276e-01,7.452289911670926248e-01,2.672921415437630177e-01
8.798742167623850863e-01,4.550995752592301158e-01,7.248533498083229443e-01,2.938025620034398488e-01
8.239211301033320112e-01,4.149174897731536804e-01,7.404645844873415372e-01,3.416293054760572434e-01
9.310566758151386235e-01,5.751612270220526346e-01,7.345943455269043909e-01,3.522611459207439233e-01
nan,nan,nan,nan
nan,nan,6.603224127242858232e-01,3.588876466978053181e-01
nan,nan,7.297175543478897630e-01,4.342550140427828831e-01
nan,nan,5.076980616601742824e-01,2.952816425441572301e-01
nan,nan,nan,nan
