"right.p0","right.p1","left.p0","left.p1"
1.317184221991297699e+00,3.998351421864471122e-01,nan,nan
1.269026432008487193e+00,4.046739476661875834e-01,nan,nan
1.276294627609080745e+00,4.152938983311900700e-01,nan,nan
1.166590512795768531e+00,3.814847046666662855e-01,nan,nan
1.125327433203089811e+00,3.708812162789209554e-01,9.908824541729914781e-01,1.757444489844992297e-01
1.133175896665565396e+00,3.796334225277546159e-01,9.229949171468931901e-01,1.796807322071745372e-01
1.084141011042496938e+00,3.814063051341798904e-01,8.976136615096438343e-01,1.901555065004713885e-01
1.116707658783063994e+00,4.093973898081285090e-01,9.234841264240358782e-01,2.226823949352593202e-01
1.079644213498921035e+00,4.225692110180404581e-01,9.244914739352394495e-01,2.231127611097423191e-01
1.036825497381397065e+00,4.435010333269643890e-01,9.248993268781147137e-01,2.363740249684050110e-01
1.196262973059716517e+00,6.010303646257698640e-01,9.151153246768221061e-01,2.512758920003267393e-01
nan,nan,nan,nan
nan,nan,7.857026497647956464e-01,2.443466728571026259e-01
nan,nan,7.937147580846478645e-01,2.586678523039235289e-01
nan,nan,5.883200315398382507e-01,1.926997397873445594e-01
nan,nan,nan,nan
