"EFI_peaks"
nan
1.256000000000000005e+00
1.256000000000000005e+00
1.256000000000000005e+00
1.185000000000000053e+00
1.165999999999999925e+00
1.167999999999999927e+00
1.131000000000000005e+00
1.149999999999999911e+00
1.096999999999999975e+00
1.096999999999999975e+00
nan
8.669999999999999929e-01
8.489999999999999769e-01
5.839999999999999636e-01
nan
