"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
9.692800023057854819e-01,3.528157797580446231e-01,nan,nan
9.629930255653181836e-01,3.501956366130539178e-01,nan,nan
9.445327307320370291e-01,3.500405805416342275e-01,nan,nan
9.035203075951022678e-01,3.401058928157760231e-01,7.780000000000000249e-01,1.360207949031945196e-01
8.607861492518508184e-01,3.332100138349181062e-01,7.644022691244485301e-01,1.313052403984991956e-01
8.181185050793127189e-01,3.162258952907059384e-01,7.440172150859489797e-01,1.574811280034277283e-01
8.023355936229266128e-01,3.174062052623941033e-01,7.144869968319730313e-01,1.534962408572505266e-01
7.745908250158277664e-01,2.982283960653441257e-01,6.838040483088990706e-01,1.530040028396582041e-01
7.291929545760718057e-01,2.870322312635432138e-01,6.817605054522339891e-01,1.764615999807055136e-01
7.129641978879067699e-01,2.709065288666824833e-01,6.863046334568400075e-01,1.907586885379196906e-01
nan,nan,nan,nan
nan,nan,6.062689889663750442e-01,1.778940600791033833e-01
nan,nan,6.338733725099520155e-01,2.066747032215216218e-01
nan,nan,5.624456567416868946e-01,1.730398564594521071e-01
nan,nan,nan,nan
