"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
1.161216314470746358e+00,2.845089525269577924e-01,nan,nan
1.135728320240309008e+00,2.743656273121128364e-01,nan,nan
1.123899977908572989e+00,2.742710377711105041e-01,nan,nan
1.083908712756649351e+00,2.737746049327278719e-01,9.719999999999999751e-01,8.089145231674629843e-02
1.060287724205741577e+00,2.655677665174985824e-01,9.614050697148042168e-01,9.922052424713569130e-02
1.085160635405246987e+00,2.849457666063859862e-01,9.280830210080940335e-01,9.561902122907374457e-02
1.109521653119469820e+00,2.937038780685289896e-01,9.233079645904407329e-01,1.269192559853154489e-01
1.092677983863223234e+00,2.910268545113858241e-01,9.028126530618335588e-01,1.326373425972395825e-01
1.064296326328969533e+00,2.723969672589922619e-01,9.538408503911057768e-01,1.787960889681898258e-01
1.113441465321249435e+00,3.436528377212165752e-01,9.756994719187808141e-01,1.974410874598842847e-01
nan,nan,nan,nan
nan,nan,8.743892796658970790e-01,1.991530338993976745e-01
nan,nan,9.854168897879778122e-01,2.619708989400354460e-01
nan,nan,8.172653548784540867e-01,2.081860974713147239e-01
nan,nan,nan,nan
