"EFI_peaks"
3.298999999999999932e+00
3.317000000000000171e+00
3.263999999999999790e+00
3.263999999999999790e+00
3.176000000000000156e+00
3.088000000000000078e+00
3.016999999999999904e+00
3.016999999999999904e+00
2.946000000000000174e+00
2.875999999999999890e+00
2.805000000000000160e+00
2.734999999999999876e+00
2.629000000000000004e+00
2.523000000000000131e+00
2.399999999999999911e+00
2.258000000000000007e+00
