"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
2.366652768965127329e+00,5.460653560380362981e-01,nan,nan
2.193274234829452496e+00,5.176353677007261567e-01,nan,nan
2.133621020217901787e+00,5.231214201953408027e-01,nan,nan
2.056781430272437650e+00,5.325490275472640755e-01,1.643000000000000016e+00,1.993088082234066305e-01
1.855776334146290285e+00,5.182647041420231915e-01,1.647372572160531901e+00,2.535384702363879805e-01
1.709600475815335585e+00,5.050058892704860636e-01,1.587758709992183048e+00,2.700378678681714106e-01
1.653859610782487000e+00,5.327353012587316972e-01,1.431678532579534480e+00,2.469136990864352343e-01
1.652558667282284066e+00,5.818583493396669581e-01,1.339673163988961413e+00,2.301471755266950026e-01
1.545130956209744610e+00,6.374773165515396078e-01,1.342793445639342442e+00,2.554216528324701474e-01
1.577025036318917994e+00,7.083798310635885942e-01,1.325724516732978087e+00,2.788743704785922040e-01
nan,nan,nan,nan
nan,nan,9.528737344212052651e-01,2.767055797890072277e-01
nan,nan,9.269742848079995934e-01,3.161042183757603041e-01
nan,nan,7.290086672245552624e-01,2.714884298663357565e-01
nan,nan,nan,nan
