"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
2.607934981420466869e+00,6.870957653743969828e-01,nan,nan
2.469942074131599608e+00,6.717191390562217146e-01,nan,nan
2.405329594357465961e+00,6.982445845800703266e-01,nan,nan
2.484850540457625545e+00,7.598364069722080005e-01,1.840000000000000080e+00,3.082716504057789186e-01
1.930937606724496325e+00,6.442810671397910527e-01,1.873930910022760354e+00,3.360793299149296698e-01
1.883638437461705895e+00,6.318625886415405457e-01,1.535704967515131747e+00,3.680964847173834875e-01
1.792783164565463938e+00,6.335897035398668775e-01,1.380133588614912421e+00,3.569518412840351207e-01
1.504349691741313721e+00,5.789660315323891249e-01,1.374852888155615904e+00,4.098502677983563713e-01
1.316956871385369654e+00,5.527071346559737641e-01,1.308003456455823832e+00,4.345980325789489118e-01
1.365586163569475264e+00,6.113825672546058243e-01,1.183694217453505892e+00,3.974738671001222245e-01
nan,nan,nan,nan
nan,nan,9.088344934150957011e-01,3.495845247085218599e-01
nan,nan,1.050985835514718136e+00,4.566695143309271732e-01
nan,nan,7.432425149946917387e-01,3.093462711969895418e-01
nan,nan,nan,nan
