"right.p0","right.p1","left.p0","left.p1"
nan,nan,nan,nan
1.956103905298673507e+00,5.034258928463555272e-01,nan,nan
1.959966137495486205e+00,5.053266214014879854e-01,nan,nan
1.911427658579597066e+00,5.112606701726382097e-01,nan,nan
1.870595369582762180e+00,5.187043651282498002e-01,1.504000000000000004e+00,2.394392894213370204e-01
1.692194401811151661e+00,4.867853919878884494e-01,1.515394343568985613e+00,2.314794283402748509e-01
1.565987154764643563e+00,4.557384583743184225e-01,1.400165261154308505e+00,2.433982945790232333e-01
1.496643541810299904e+00,4.605649322407112667e-01,1.292945332574773731e+00,2.441860652272813959e-01
1.335089353469235185e+00,4.314584945512090486e-01,1.288865646736336190e+00,2.744369450363427498e-01
1.211857292299671984e+00,3.991045717012958183e-01,1.218377651716958443e+00,2.830618587162371802e-01
1.201167506764514226e+00,4.461787591177563961e-01,1.152857664049276920e+00,2.817910721924954398e-01
nan,nan,nan,nan
nan,nan,9.303106608221879403e-01,2.657475100334685258e-01
nan,nan,1.052619980355715024e+00,3.592861205314929474e-01
nan,nan,7.130269486356138886e-01,2.254902390677414881e-01
nan,nan,nan,nan
