Validation,mean MAPE
Validation1,18.90618812656248
Validation2,14.231879534940939
Validation3,12.275557123166793
Validation4,12.149924870837186
Validation5,11.785367377748985
Validation6,9.511647282075296
Validation7,8.137080660417428
Validation8,13.602478667696793
Validation9,18.641266179503702
Validation10,14.209531356616894
