Validation,mean MAPE
Validation1,11.397950487734258
Validation2,13.419688046417393
Validation3,12.072056789233322
Validation4,14.376531809218635
Validation5,13.4718033519327
Validation6,13.002043000437752
Validation7,9.751801876386844
Validation8,9.59831852636779
Validation9,16.201846404838907
Validation10,14.050028692403364
