Validation,mean MAPE
Validation1,11.73976438
Validation2,13.30364321
Validation3,14.76051868
Validation4,15.038925099999998
Validation5,12.80980831
Validation6,9.965098456
Validation7,9.379586394
Validation8,10.55649057
Validation9,11.78553934
Validation10,14.49902367
