Validation,mean MAPE
Validation1,15.753596430350282
Validation2,14.693999422755654
Validation3,10.86519460104792
Validation4,14.715303201234095
Validation5,14.809636600524799
Validation6,11.636087941787448
Validation7,8.378755682162282
Validation8,10.84380458952997
Validation9,10.659294244888104
Validation10,12.649128118492198
