Validation,mean r2
Validation1,0.8621018662300398
Validation2,0.8535241517703058
Validation3,0.8670834984180212
Validation4,0.8348014425975259
Validation5,0.8528607080516617
Validation6,0.7983667492634017
Validation7,0.8628058440234168
Validation8,0.8575629615391089
Validation9,0.8713261387062352
Validation10,0.7608154713125771
