Validation,mean r2
Validation1,0.6929498532862816
Validation2,0.8275652702669405
Validation3,0.8681694242540801
Validation4,0.8613692518173245
Validation5,0.8654029799606022
Validation6,0.8605253475642813
Validation7,0.9266969453525512
Validation8,0.7365389645976007
Validation9,0.8306704385381463
Validation10,0.6980974686311701
