Basal lumen diameter (mm),Infill density,Taper ratio,Cochlear width (mm),Cochlear height (mm),Matrix resistivity (kohm.cm)
2.3384,76.2494,0.9186,9.7046,3.9706,1.0424
2.4147,77.6745,0.8706,10.9119,3.6427,1.0055
2.4551,77.2403,0.888,10.4643,3.8464,1.0165
2.3675,74.1557,0.9033,10.0596,3.6527,1.1005
2.4449,82.8168,0.8843,10.5672,4.0928,0.8881
2.2863,78.4508,0.8826,10.4931,3.5558,0.9863
2.3256,82.4878,0.8816,10.5602,3.9037,0.895
2.2349,79.6179,0.9062,9.9013,3.7711,0.9584
2.4973,85.5994,0.8867,10.5669,3.9856,0.8333
2.2553,75.3531,0.915,9.7078,3.7518,1.0667
2.3837,75.9603,0.9016,10.0147,3.6924,1.0501
2.4147,78.0034,0.8934,10.3233,4.0129,0.9973
2.4123,76.9976,0.874,10.6984,3.6479,1.0228
2.368,83.7839,0.915,9.7209,4.0322,0.8685
2.374,78.62,0.9054,10.0524,3.9911,0.9822
2.3871,76.6726,0.8999,10.0698,3.8691,1.0312
2.2057,75.303,0.9024,9.8673,3.7753,1.068
2.3414,76.115,0.9062,9.8922,3.9216,1.046
2.2472,80.8849,0.9036,9.9791,3.6343,0.9296
2.3171,78.9656,0.9181,9.695,3.7375,0.9738
2.4274,83.188,0.9022,10.0713,4.1913,0.8805
2.2918,80.9236,0.9102,9.7637,3.6884,0.9287
2.3955,75.2474,0.8888,10.4308,3.8479,1.0696
2.3897,84.2544,0.8931,10.2548,4.057,0.8591
2.4765,83.6006,0.8539,11.0539,3.8139,0.8721
2.3538,81.5948,0.9122,9.9156,3.9172,0.914
2.1384,76.9093,0.9439,8.9765,3.9903,1.025
2.3334,77.5144,0.8771,10.5863,3.6348,1.0096
2.3439,75.9415,0.9017,10.0804,3.7146,1.0506
2.3835,81.7663,0.9237,9.6265,4.1114,0.9103
2.3208,82.4613,0.9067,9.8455,3.9504,0.8955
2.4651,80.7061,0.9003,10.2048,3.9492,0.9336
2.3247,82.468,0.8756,10.6865,3.9598,0.8954
2.4054,83.5282,0.8875,10.4846,4.1209,0.8736
2.4268,82.3923,0.8917,10.3132,3.8378,0.897
2.3958,75.2056,0.8647,10.953,3.791,1.0707
2.2558,74.8714,0.9024,10.0016,3.6863,1.0801
2.4686,79.1952,0.8966,10.3549,3.8634,0.9684
2.3805,76.8635,0.8768,10.6611,3.5485,1.0262
2.2501,75.0132,0.9065,9.8214,3.6291,1.0761
2.3105,75.6371,0.8846,10.48,3.6699,1.0589
2.3763,80.3664,0.9036,10.0375,4.1534,0.9412
2.2217,79.2704,0.9201,9.5375,3.83,0.9666
2.1803,74.8628,0.9293,9.3185,4.0713,1.0803
2.25,79.1937,0.8931,10.1394,3.7653,0.9684
2.345,80.1192,0.9256,9.5347,4.0447,0.9469
2.3909,80.7247,0.8884,10.499,3.693,0.9332
2.3002,77.3374,0.9134,9.7127,3.736,1.014
2.386,78.1864,0.889,10.4305,3.9313,0.9928
2.3021,77.0837,0.8755,10.6787,3.6491,1.0205
2.4069,80.1642,0.8835,10.6146,3.955,0.9458
2.3564,74.9119,0.9211,9.6514,4.0182,1.0789
2.2436,81.9297,0.9039,9.9869,3.9043,0.9068
2.3647,82.529,0.9203,9.7221,4.1325,0.8941
2.35,76.8636,0.8706,10.7675,3.7622,1.0262
2.4548,79.1903,0.9007,10.1999,3.7608,0.9685
2.3988,78.4181,0.8827,10.6439,3.8005,0.9871
2.3282,81.5446,0.9117,9.7781,4.1227,0.9151
2.3256,75.1615,0.8984,10.14,3.7096,1.072
2.3723,82.8088,0.9212,9.7402,4.047,0.8883
2.3679,78.4733,0.8811,10.5895,3.8904,0.9857
2.4063,81.0457,0.9058,9.9434,3.9835,0.926
2.3074,82.691,0.922,9.4956,3.9769,0.8907
2.3596,75.1433,0.9037,9.9828,3.7694,1.0725
2.3301,77.7398,0.8854,10.4479,3.5978,1.0039
2.3661,71.9352,0.8956,10.1676,3.6109,1.1679
2.3703,83.3732,0.9161,9.7217,3.9703,0.8767
2.3864,84.6712,0.894,10.3411,3.9651,0.851
2.3645,73.7754,0.8709,10.8353,3.6386,1.1116
2.1424,80.5864,0.9224,9.4047,3.8905,0.9363
2.3027,77.7615,0.9094,9.8762,3.7892,1.0033
2.4528,76.2672,0.8877,10.4404,3.8708,1.0419
2.3402,81.361,0.9214,9.6546,4.2413,0.9191
2.3477,79.4052,0.9069,9.8556,3.7495,0.9634
2.0369,80.6813,0.9547,8.5524,3.958,0.9341
2.2877,81.8902,0.8799,10.4364,3.8134,0.9076
2.3616,76.5662,0.8817,10.582,3.5506,1.034
2.359,76.6474,0.8914,10.2218,3.8378,1.0319
2.3093,73.7071,0.8952,10.2289,3.6573,1.1136
