Basal lumen diameter (mm),Infill density,Taper ratio,Cochlear width (mm),Cochlear height (mm),Matrix resistivity (kohm.cm)
2.4623,30.415,0.9511,7.4852,3.9009,7.1179
2.4249,29.0307,0.9483,8.3408,3.6418,7.9325
2.4545,36.5789,0.9582,8.0985,4.4873,4.7003
2.4882,27.4402,0.9453,8.8569,3.8242,9.0638
2.4831,43.9943,0.9436,7.5644,4.7918,3.1612
2.492,31.8884,0.9436,8.4277,3.9079,6.3864
2.4889,35.1311,0.9464,7.8232,4.0564,5.1381
2.4389,26.3575,0.9592,7.9774,3.8046,9.9858
2.4633,30.773,0.9548,8.8671,3.8771,6.9285
2.4822,38.3727,0.9527,8.0576,4.0563,4.2341
2.4358,30.8884,0.9467,8.3689,3.748,6.8691
2.4642,31.4114,0.9447,8.4037,3.8861,6.6098
2.4728,24.3123,0.9434,7.523,3.7238,12.1841
2.4422,30.8689,0.9539,8.2005,4.1268,6.8792
2.3974,25.794,0.949,7.4426,3.5344,10.5254
2.4435,31.3247,0.9357,8.3649,3.7537,6.6518
2.4562,42.7989,0.9552,7.4215,4.6925,3.3507
2.4486,26.0502,0.955,9.5678,3.7969,10.2745
2.4913,27.3835,0.9409,7.5887,3.8528,9.1086
2.4225,30.8755,0.9473,8.6775,3.8838,6.8758
2.4398,33.0358,0.9472,8.6117,3.9059,5.895
2.4681,33.0009,0.9586,8.3882,3.9165,5.9091
2.4569,33.3639,0.9597,8.6861,4.0768,5.7654
2.4961,24.671,0.9437,7.5222,3.6682,11.7467
2.4526,30.5137,0.9467,8.7405,3.9833,7.0649
2.4803,27.2482,0.9519,7.4334,3.8854,9.2173
2.431,25.126,0.9483,7.5662,3.5686,11.2263
2.4885,32.0285,0.9582,8.6806,4.2676,6.323
2.4472,34.2595,0.9525,8.0177,3.8539,5.4333
2.4809,26.1646,0.9565,7.4849,3.5756,10.1655
2.4794,25.8423,0.9559,9.4118,3.798,10.4773
2.45,24.352,0.947,9.8855,3.5718,12.1344
2.4851,28.6878,0.9453,8.175,3.8019,8.157
2.4824,28.612,0.9594,9.2675,3.8606,8.2079
2.4892,26.028,0.927,9.7037,3.6596,10.2959
2.4442,25.4408,0.951,9.9349,3.7612,10.8872
2.489,33.668,0.9456,7.9711,4.343,5.6491
2.4966,26.414,0.9502,8.047,3.66,9.9342
2.3879,26.3155,0.9498,7.4902,3.5602,10.0245
2.4721,38.9419,0.9597,8.0818,4.306,4.1012
2.442,24.3209,0.9536,7.564,3.7006,12.1733
2.4884,29.6258,0.9317,8.7965,3.7804,7.5653
