Basal lumen diameter (mm),Infill density,Taper ratio,Cochlear width (mm),Cochlear height (mm),Matrix resistivity (kohm.cm)
2.4078,34.6015,0.9531,9.9844,3.6309,4.9541
2.3595,41.3521,0.9482,7.5318,3.5756,3.3872
2.4135,52.0599,0.9414,7.7099,4.8836,2.1148
2.4299,45.7556,0.9298,7.9405,4.1589,2.7472
2.3523,36.4494,0.9439,9.4054,3.7095,4.4263
2.4845,39.5717,0.948,8.8125,4.0776,3.7153
2.1754,42.4431,0.9598,7.6684,3.5551,3.2082
2.2595,41.6273,0.9511,7.7123,3.5777,3.3406
2.4895,36.3516,0.9036,8.7843,3.6326,4.452
2.3177,49.654,0.9574,7.5463,4.4851,2.3261
2.4352,43.3513,0.8901,7.546,3.9432,3.0703
2.3765,40.3135,0.9418,8.7136,3.906,3.5728
2.4757,33.799,0.9148,9.4921,3.5688,5.2149
2.3832,48.6769,0.9559,7.47,4.3818,2.4216
2.4443,36.32,0.9446,9.2379,3.8643,4.4603
2.4365,41.5703,0.9517,8.7748,4.035,3.3502
2.4385,49.2876,0.9448,7.7994,4.7813,2.3612
2.4827,39.0223,0.9202,8.7821,3.8949,3.8268
2.4251,39.7545,0.9416,7.9478,3.6407,3.6794
2.3115,42.164,0.9372,7.6269,3.7168,3.2526
2.4601,39.6713,0.9554,7.5473,3.5946,3.6957
2.4402,46.3209,0.9312,8.0164,4.2122,2.679
2.3691,35.5133,0.932,9.0785,3.5734,4.682
2.39,45.6294,0.9219,8.0616,4.172,2.7628
2.3981,46.4852,0.9339,7.9826,4.1582,2.6596
2.3627,50.0867,0.9519,7.5209,4.4677,2.2857
2.3504,47.7675,0.9195,7.506,4.2992,2.5161
2.447,41.2885,0.9269,8.0986,3.8891,3.3982
2.491,41.752,0.9394,7.9955,3.7776,3.3198
2.4215,34.5515,0.9418,9.9702,3.5966,4.9698
2.4692,43.1,0.9305,7.7596,3.8983,3.1075
2.3371,53.1745,0.9333,7.6012,4.8485,2.027
2.3892,41.2905,0.9486,7.5218,3.6414,3.3978
2.3799,37.3552,0.9432,9.2743,3.8651,4.1993
2.4273,38.4475,0.9472,8.9729,3.8559,3.9491
2.3152,48.2257,0.9537,8.1109,4.5105,2.4678
2.4746,46.6696,0.9534,8.0433,4.3712,2.6382
2.4905,47.3308,0.938,7.4907,4.4747,2.5636
2.4806,48.5691,0.9257,7.9881,4.5874,2.4325
2.4458,50.732,0.9464,7.5288,4.5644,2.2275
2.4643,38.8863,0.875,8.131,3.5655,3.8552
2.392,40.2541,0.9363,8.3628,3.6246,3.5839
2.493,33.7196,0.9176,10.1542,3.5751,5.2419
2.4429,35.2579,0.946,9.653,3.6983,4.7558
2.3616,41.3638,0.9021,7.795,3.6476,3.3852
2.4734,42.1005,0.9027,7.7378,3.9486,3.2628
2.4914,39.9036,0.9036,8.2657,3.7266,3.6505
2.4464,46.7576,0.9363,7.8107,4.3954,2.6281
2.311,35.8799,0.9471,9.6118,3.624,4.5792
2.417,40.1413,0.9333,8.1449,3.846,3.6051
2.4531,43.2262,0.93,7.9029,4.05,3.0887
2.4345,42.8659,0.9552,7.7247,3.9245,3.1428
2.4038,53.124,0.9543,7.6088,4.7976,2.0309
2.4533,34.1043,0.9383,9.9474,3.7007,5.1132
2.3112,44.3774,0.9461,8.2329,4.017,2.9254
2.2359,44.6387,0.9319,7.4689,3.7902,2.8902
2.424,40.5511,0.9343,8.4927,3.8962,3.5289
2.4632,39.9792,0.9349,8.0794,3.5854,3.6359
2.364,42.4094,0.924,8.2797,3.9759,3.2135
2.4432,36.7807,0.9383,9.6137,3.8253,4.3411
2.4513,36.408,0.9511,9.551,3.8671,4.4372
2.4765,46.366,0.926,8.1747,4.388,2.6736
2.3786,35.6451,0.942,9.7024,3.6444,4.6446
2.4218,47.7273,0.9178,8.1391,4.5738,2.5204
2.4689,50.5488,0.9433,7.7778,4.8373,2.2438
2.4569,35.1408,0.9392,10.2106,3.8809,4.7902
2.2603,43.7505,0.9529,7.7808,3.801,3.0126
2.4459,37.7579,0.9498,9.515,3.937,4.1042
2.4971,39.9262,0.9211,8.9635,4.129,3.6461
2.4892,34.7215,0.9448,9.8767,3.775,4.9169
2.4864,48.4968,0.9367,7.4773,4.3992,2.4399
2.2733,38.8432,0.9586,8.7488,3.7422,3.8642
2.4034,36.1292,0.9273,9.2387,3.6346,4.5112
2.3162,45.801,0.9436,7.582,4.0215,2.7416
2.4543,41.4791,0.9418,8.0038,4.0015,3.3656
2.4408,37.1575,0.9439,9.8115,3.9595,4.2473
2.355,43.3432,0.9464,7.9062,3.7977,3.0715
2.4503,35.3815,0.9454,10.0035,3.8541,4.7199
2.4717,47.5985,0.9562,7.7619,4.5197,2.5343
2.4375,44.1691,0.9583,8.2873,4.404,2.954
2.3749,40.9832,0.942,8.4607,3.8692,3.4514
2.4819,35.4271,0.9544,9.5817,3.6953,4.7067
2.4914,50.6819,0.9438,7.8209,4.7304,2.2319
2.3981,50.8321,0.9437,7.6777,4.6915,2.2187
2.4879,35.9144,0.929,8.6875,3.6145,4.5697
2.4323,50.0076,0.9499,7.7594,4.7101,2.293
2.4549,50.2169,0.9271,7.7287,4.591,2.2738
2.2695,46.3181,0.9487,7.7293,3.9765,2.6793
2.4654,43.0242,0.9385,7.472,3.9538,3.1189
2.4713,33.7927,0.9465,9.924,3.7967,5.2171
2.4027,38.4974,0.9589,8.3105,3.68,3.9383
2.4697,38.7196,0.9593,8.7382,4.0982,3.8904
2.4759,34.4667,0.9461,10.1602,3.8244,4.9965
2.3855,35.6301,0.9455,9.8709,3.7678,4.6488
2.4461,42.3422,0.9445,7.4042,3.7547,3.2241
2.4013,46.179,0.9333,8.1015,4.4043,2.6958
2.4788,50.6408,0.9436,7.6377,4.9463,2.2356
2.4684,46.9001,0.9464,8.3861,4.7009,2.6118
2.4748,34.3175,0.9294,9.5411,3.7084,5.044
2.4544,44.4642,0.9444,8.1441,4.186,2.9137
2.4103,34.4616,0.9248,9.4089,3.5914,4.9981
2.4353,39.4426,0.9319,8.9365,4.0315,3.7411
2.4419,39.1719,0.9567,7.9528,3.7923,3.7959
2.4907,39.3089,0.9499,8.2679,3.7454,3.768
2.3313,34.567,0.9572,9.7211,3.6242,4.9649
2.1884,45.3881,0.945,7.4572,3.8239,2.793
2.4756,45.0532,0.9498,7.7209,4.1418,2.8358
2.4575,34.2707,0.9425,10.2446,3.7761,5.0591
2.4961,39.5003,0.9321,8.3303,3.6958,3.7295
2.2653,43.4896,0.9418,8.0951,3.8753,3.0501
2.4998,49.7227,0.9507,7.5087,4.5627,2.3196
2.4478,35.0811,0.9469,9.7389,3.8733,4.808
2.4488,41.5672,0.9551,8.2296,3.8517,3.3507
2.4442,43.7744,0.9066,7.4248,4.0057,3.0092
2.4285,40.5867,0.9236,8.1892,3.8653,3.5225
2.4208,37.8211,0.941,9.2917,3.9022,4.0896
2.482,44.2834,0.9347,7.8937,4.0249,2.9382
2.4823,39.6738,0.9173,8.2413,3.8144,3.6952
2.3535,49.6138,0.9273,7.6057,4.3342,2.3299
2.4401,48.6491,0.9405,7.4825,4.6029,2.4244
2.4392,33.8424,0.951,9.8749,3.6117,5.2003
2.4657,38.9347,0.9217,9.124,4.0312,3.845
2.3741,34.1944,0.9443,9.8211,3.5605,5.0838
2.4995,48.9881,0.9257,7.6969,4.7368,2.3905
2.4201,35.0948,0.9546,9.8502,3.661,4.8039
2.446,37.8456,0.9475,9.2481,3.7759,4.084
2.3421,40.6194,0.9129,8.0881,3.6142,3.5165
2.3788,45.6921,0.9463,8.0035,4.2283,2.755
2.4662,40.6085,0.9228,8.1083,3.9461,3.5185
2.4466,34.1025,0.9534,10.0413,3.8081,5.1138
2.3597,35.3835,0.9435,9.6429,3.5719,4.7193
2.4955,48.3731,0.9455,7.5953,4.6082,2.4525
2.3993,38.6642,0.9377,8.7616,3.7185,3.9023
2.4622,44.8246,0.9562,7.584,4.2278,2.8656
2.416,41.2755,0.9394,8.4362,4.1129,3.4004
2.4898,31.4118,0.9517,9.7317,3.7377,6.1337
2.4855,49.5575,0.939,7.6398,4.7239,2.3353
