Basal lumen diameter (mm),Infill density,Taper ratio,Cochlear width (mm),Cochlear height (mm),Matrix resistivity (kohm.cm)
2.0775,33.8681,0.9552,7.5185,4.3695,5.1916
2.1724,24.3638,0.9515,7.9523,4.0206,11.1021
2.1121,32.1992,0.9388,7.481,4.2455,5.8041
2.356,30.2578,0.9142,8.014,4.6993,6.6729
2.3268,33.6248,0.9452,7.8379,4.7242,5.2744
2.3442,29.4895,0.9496,7.7693,4.7164,7.0747
2.2369,29.6787,0.9249,7.5621,4.3707,6.9723
2.1353,30.5055,0.9509,7.3464,4.2979,6.551
2.2709,30.1166,0.9422,7.894,4.7632,6.7441
2.3141,36.8746,0.9322,7.752,4.6946,4.3174
2.1103,25.6813,0.9519,7.8444,4.1786,9.7733
2.2487,27.4509,0.9415,7.6056,4.7273,8.3475
2.3401,36.5264,0.9279,7.518,4.8033,4.4063
2.3016,27.5275,0.9428,7.579,4.6165,8.2934
2.1682,31.8818,0.9597,7.519,4.1507,5.9336
2.2272,25.28,0.9576,7.6333,4.2715,10.1502
2.1981,29.0769,0.9099,7.4487,4.0952,7.3064
2.2338,29.5334,0.9432,7.5947,4.2099,7.0507
2.3569,29.5581,0.9403,7.5351,4.7014,7.0373
2.1507,23.1741,0.9519,7.7144,4.0719,12.5653
2.4567,29.0639,0.937,7.6938,4.8969,7.3139
2.2827,27.7827,0.9321,7.9022,4.6498,8.1168
2.2948,34.5336,0.9105,7.6006,4.815,4.9754
2.2316,35.0031,0.9405,7.6449,4.6939,4.8313
2.3116,29.158,0.9228,7.6263,4.6919,7.26
2.1714,28.1067,0.9455,7.4368,4.6193,7.9011
2.3015,31.4412,0.9409,7.6246,4.6098,6.1209
2.174,36.2913,0.934,7.5311,4.3938,4.468
2.4167,31.7828,0.892,7.6586,4.6796,5.9749
2.2267,34.3183,0.9353,7.8014,4.7288,5.0438
2.2871,37.1107,0.8974,7.3988,4.5594,4.2588
2.2426,28.4895,0.9516,8.282,4.6214,7.6577
2.1476,34.5051,0.9145,7.3656,4.0618,4.9844
2.2159,35.8367,0.952,7.5412,4.362,4.5911
2.3352,32.07,0.9504,7.4212,4.5612,5.8563
2.2444,28.4418,0.9429,7.8599,4.4068,7.6873
2.2751,31.4095,0.9457,7.9917,4.7652,6.1347
2.2246,38.1437,0.934,7.3402,4.9189,4.0163
2.2901,36.0482,0.8876,7.4217,4.5416,4.5331
2.2188,34.3403,0.9569,7.759,4.5442,5.0367
2.2734,31.5898,0.9274,7.6771,4.3306,6.0567
2.271,31.1152,0.9307,7.6271,4.8413,6.2656
2.35,27.7637,0.9224,7.4977,4.8451,8.1298
2.0419,28.0278,0.9491,7.5636,4.0378,7.9528
2.2131,34.8809,0.9359,7.4101,4.2583,4.8681
2.098,31.9461,0.9594,7.4786,4.2557,5.907
2.2015,26.1084,0.9361,7.5599,4.2316,9.3958
2.0682,30.628,0.9461,7.365,4.2391,6.4921
2.227,29.4193,0.9397,7.4088,4.4261,7.1133
2.2347,28.8367,0.941,7.3876,4.5807,7.4469
2.3965,28.3364,0.9429,7.5905,4.9374,7.7536
2.1945,24.4394,0.9506,7.5498,4.277,11.0184
2.2837,26.5961,0.9429,7.4888,4.2099,8.992
2.2795,30.7546,0.923,7.514,4.5907,6.432
2.2938,36.9022,0.9345,7.701,4.9037,4.3105
2.2993,32.0864,0.9496,7.7691,4.4197,5.8496
2.2024,31.8381,0.9436,7.9407,4.7339,5.9517
2.2214,36.6874,0.9335,7.3851,4.43,4.3648
2.334,27.6624,0.9512,7.7081,4.7399,8.1993
2.339,32.305,0.9479,7.6448,4.7377,5.762
2.2727,30.6976,0.9574,7.7657,4.3746,6.4589
2.3453,31.9817,0.9187,7.9309,4.8385,5.8924
2.1384,35.5756,0.9558,7.419,4.172,4.6642
2.2502,32.8952,0.9314,7.5131,4.8795,5.5355
2.3696,31.8486,0.9206,7.57,4.7396,5.9474
2.2897,33.2441,0.9285,7.5038,4.3829,5.4082
2.2708,30.4986,0.9544,7.9992,4.5731,6.5544
2.1495,28.4461,0.9255,7.6533,4.214,7.6847
2.4608,31.3891,0.8779,7.4398,4.7734,6.1437
2.2171,31.5341,0.9542,7.4475,4.7038,6.0806
2.3422,29.6461,0.9297,7.3818,4.6221,6.9898
2.354,33.6943,0.9327,7.3548,4.4441,5.2506
2.3379,29.2219,0.9304,8.2485,4.7201,7.2237
2.0973,31.7245,0.9466,7.5327,4.3773,5.9994
2.2264,30.8027,0.9591,7.756,4.1156,6.4094
2.2275,31.8519,0.9404,7.7312,4.2516,5.946
2.1906,26.6802,0.955,7.8495,4.6245,8.9253
2.2592,34.1284,0.9248,7.6066,4.8161,5.1053
2.3036,25.9724,0.9406,7.5454,4.6678,9.5133
2.1476,31.6773,0.9529,7.7335,4.3311,6.0193
2.1938,32.028,0.9445,7.8458,4.607,5.8734
2.458,29.5802,0.9007,7.4451,4.8895,7.0253
2.1752,27.3871,0.9284,7.6195,4.1276,8.3931
2.2731,34.5787,0.9126,7.4854,4.4239,4.9613
2.1834,32.9152,0.953,7.3783,4.2186,5.5281
2.3792,29.5079,0.9147,7.5357,4.7244,7.0646
2.2403,29.8147,0.9576,7.3894,4.0987,6.9001
2.2722,33.966,0.918,7.6092,4.8719,5.1589
2.2899,32.9981,0.9269,7.801,4.747,5.4975
2.2205,26.3246,0.9433,7.8488,4.2741,9.2133
1.9842,35.4072,0.9529,7.3589,4.165,4.7124
2.3058,32.2363,0.9209,7.5919,4.3939,5.7893
2.1959,29.4508,0.9426,7.3637,4.4776,7.096
2.2195,31.3188,0.9228,7.4008,4.6517,6.1746
2.3302,32.9902,0.9325,7.8288,4.5624,5.5004
2.1513,30.1076,0.9482,7.8278,4.4836,6.7486
2.0349,31.3397,0.9485,7.3936,4.3498,6.1654
2.2865,31.4733,0.9527,8.0638,4.8706,6.1069
2.2682,33.1744,0.9576,7.3893,4.1239,5.4332
