Basal lumen diameter (mm),Infill density,Taper ratio,Cochlear width (mm),Cochlear height (mm),Matrix resistivity (kohm.cm)
1.9977,24.246,0.9349,7.4823,4.3387,12.26767295
2.0435,23.7544,0.8912,7.5124,3.9644,12.91691666
2.0816,23.0887,0.8772,7.5998,3.7062,13.88580679
2.1396,30.9177,0.8591,7.4488,4.3106,6.854213926
2.1477,20.5959,0.8663,7.506,3.9205,18.75771787
2.0965,21.5968,0.8715,7.5167,4.1175,16.52090477
2.1998,23.7061,0.8681,7.3504,4.7356,12.98359961
2.0676,23.2907,0.9437,7.5634,4.5188,13.58008312
2.1718,21.3416,0.8587,7.7451,4.0044,17.04989088
2.3257,24.8486,0.8609,7.6803,4.7263,11.53913893
2.0813,23.0925,0.9079,7.8534,4.7695,13.87995634
2.1894,22.7643,0.8529,7.4566,4.3685,14.39987171
2.1022,24.9112,0.8964,7.5912,4.4686,11.46736133
2.1109,22.9131,0.8861,7.727,4.2805,14.16043388
1.9891,28.1419,0.908,7.386,4.6796,8.535399994
1.9807,25.7924,0.9207,7.6924,4.0628,10.52691969
2.126,24.1838,0.8971,7.6275,4.5189,12.34695869
2.0589,21.9917,0.8803,7.7236,3.9999,15.75157932
2.1824,28.07,0.8729,7.7653,4.4959,8.587290403
2.1503,24.981,0.9078,7.5712,4.4771,11.38814998
2.0734,25.4724,0.9169,7.7565,4.8823,10.85397335
2.0842,30.0292,0.8684,7.4179,4.0418,7.331297411
2.0989,22.2009,0.882,7.9689,4.1473,15.36653423
1.9956,22.4801,0.9339,7.4888,3.9974,14.87518826
2.1398,21.3988,0.8599,7.7102,3.6346,16.9290389
2.0667,20.4801,0.9474,7.6083,4.8304,19.04690312
2.1563,22.0331,0.8913,7.3918,4.392,15.67418844
2.0887,29.9941,0.8882,7.5469,4.5694,7.351204736
2.09,22.7073,0.9133,7.5652,4.8607,14.49327647
2.112,27.7563,0.8808,7.5515,4.2434,8.819579033
2.1247,20.1244,0.9057,7.662,4.8263,19.98030036
2.2319,25.2688,0.8785,7.7794,4.5959,11.07043139
2.11,21.2117,0.8778,7.8078,3.9001,17.32941877
2.1628,22.6818,0.8525,7.4784,4.0853,14.5353706
1.9877,23.6468,0.9101,7.7518,4.2765,13.06620981
2.0743,22.2484,0.8609,7.5471,3.8455,15.28116189
2.1789,20.5063,0.8522,7.4849,3.9361,18.98086555
2.1808,24.9346,0.8865,7.8213,4.7377,11.44071027
2.0085,21.5256,0.8805,7.3875,3.609,16.66587509
2.083,25.5817,0.8921,7.841,4.4365,10.74049448
2.0994,23.0343,0.8824,7.9828,3.9656,13.96998604
2.0446,23.1198,0.911,7.3909,4.2565,13.83803886
2.0336,29.1891,0.8872,7.4576,4.4874,7.83208799
2.0647,27.3823,0.8689,7.6262,4.1158,9.109638058
2.1168,22.949,0.8778,7.489,3.9812,14.10360023
2.1391,22.4442,0.8886,7.3546,4.5561,14.93697626
2.1631,24.4238,0.8722,7.4762,4.2866,12.04538096
2.1096,26.3037,0.8834,7.3924,4.5559,10.03547273
2.0834,29.3436,0.8814,7.4798,4.3105,7.736039366
2.3408,25.8877,0.8533,7.7693,4.7638,10.43249796
2.1266,21.5717,0.8961,7.4889,4.8553,16.57178453
2.2048,25.7057,0.8819,7.6382,4.8499,10.61398957
1.9854,26.1791,0.9073,7.4444,4.111,10.15187074
2.0645,23.0587,0.8753,7.4471,4.1911,13.93213053
2.0359,21.4057,0.8822,7.7097,3.6058,16.91455138
2.022,20.1923,0.9166,7.5854,4.3337,19.79666105
2.0077,24.7707,0.89,7.483,3.6973,11.62944757
2.0162,23.123,0.9082,7.9833,4.4211,13.83313845
2.0104,22.4327,0.8868,8.0379,3.6079,14.95685417
2.1476,24.5681,0.8911,7.661,4.5765,11.86957674
2.1092,21.7523,0.8759,7.6818,3.8982,16.21107994
2.0195,22.051,0.9376,7.3422,3.707,15.64091157
2.2069,31.0847,0.8643,7.4153,4.1314,6.769979465
1.9891,23.5609,0.9016,7.9331,3.8264,13.1873455
2.0578,21.5884,0.8931,7.4159,4.1688,16.53790497
2.0162,24.9852,0.8915,7.628,4.0809,11.38341106
2.207,25.9813,0.8709,7.7119,4.5789,10.34104627
2.1086,23.3894,0.8986,7.7475,4.6143,13.43452201
2.2025,24.1033,0.8746,7.6637,4.5385,12.45076961
1.9864,21.6068,0.9207,7.7564,3.8592,16.50070212
1.9909,22.9261,0.8883,7.4454,3.973,14.13981206
2.0211,25.6635,0.8853,7.8704,3.9755,10.6567787
2.0791,26.7082,0.8506,7.4016,3.9178,9.671667466
1.9915,23.747,0.9147,7.6035,4.1845,12.92709823
2.0805,25.3295,0.8773,7.441,4.0244,11.00519508
2.1269,22.7755,0.8724,7.8247,3.9866,14.3816294
2.0837,24.1538,0.9486,7.5637,4.9445,12.38548687
2.0986,21.5853,0.8798,7.6831,4.1352,16.54418578
2.0594,23.1359,0.9099,7.5778,4.3762,13.81341123
1.9863,22.1133,0.9068,7.6567,3.8814,15.52595226
2.2062,25.88,0.8596,7.7297,4.4804,10.44007761
2.1224,20.951,0.8583,7.5221,3.8242,17.91254937
2.2128,26.9116,0.8635,7.7809,4.4332,9.496481165
2.0456,30.023,0.868,7.3724,4.1149,7.334807656
2.2122,29.6974,0.8532,7.58,4.3549,7.522920966
2.0555,22.7975,0.8985,7.7896,4.3066,14.34590159
1.9825,21.4551,0.9274,7.598,4.0683,16.81139437
2.3118,25.4065,0.854,7.7528,4.8552,10.92330372
1.9831,26.6132,0.9148,7.3546,4.6971,9.755231398
2.0391,22.2001,0.8993,7.5095,4.2843,15.36797848
2.0719,23.9311,0.9071,7.8851,4.736,12.67748162
2.0264,22.1544,0.9514,7.5759,4.075,15.45083562
2.0572,27.1678,0.8643,7.6361,3.9691,9.282801234
2.0402,21.1771,0.9147,7.3927,3.8758,17.40508576
2.0093,21.4746,0.9067,7.6137,4.2562,16.77094571
2.1505,22.7106,0.8571,7.6681,3.767,14.48784296
2.1005,21.7707,0.8919,8.1592,3.9902,16.17502222
2.1198,27.6366,0.8746,7.4502,4.321,8.910819412
2.0474,26.5873,0.9062,7.5514,4.5061,9.778209963
2.0656,23.7712,0.9254,7.548,4.9189,12.89384835
2.0585,22.1817,0.8715,7.7951,3.7194,15.40125496
2.1431,25.207,0.9228,7.4423,4.768,11.13747472
2.2967,25.9095,0.8537,7.779,4.5794,10.41108539
2.1052,22.7187,0.8826,7.579,4.0402,14.47451969
2.1606,21.9646,0.8634,8.1027,3.7498,15.80256341
2.3463,25.6605,0.8563,7.6651,4.7179,10.65983087
2.1147,21.8548,0.87,7.5055,3.9726,16.01180426
2.1389,21.6456,0.8774,7.4113,4.0014,16.42268127
2.1264,25.3272,0.8554,7.6063,3.5495,11.00765597
2.0164,20.0226,0.9048,7.3909,3.7962,20.26066948
2.1275,28.3903,0.8639,7.6012,4.3339,8.35985873
2.1017,26.3117,0.8935,7.4261,4.8749,10.02807089
1.9841,20.3578,0.8898,7.3787,4.0302,19.35997945
2.1009,27.9318,0.8632,7.6177,4.1187,8.688428637
2.1339,26.5945,0.868,7.6229,4.3041,9.771813592
1.9935,23.982,0.9317,7.3938,4.7655,12.60979932
2.0555,24.8794,0.8653,7.6301,3.9781,11.50373571
2.0599,22.9386,0.885,7.5913,4.0778,14.12002774
2.0736,23.243,0.9424,7.5098,4.7181,13.6513182
2.2154,23.8716,0.8604,7.7113,4.3091,12.75732392
2.154,25.1329,0.8522,7.597,3.8647,11.21870421
2.1622,22.3975,0.8898,7.628,4.5255,15.01795625
2.0564,22.4748,0.932,7.6124,4.8823,14.88428493
2.0149,22.9068,0.9271,7.4372,3.7335,14.1704445
2.0518,20.5044,0.9098,7.909,4.469,18.98564245
2.1067,21.736,0.8606,7.3797,4.0233,16.24312772
2.0588,27.0466,0.8936,7.6012,4.6127,9.382936821
2.1529,22.2086,0.8775,7.5721,4.029,15.35264423
2.0657,26.0729,0.8725,7.7293,3.8176,10.25275933
2.0113,25.3682,0.8815,7.5142,3.7437,10.96391687
2.14,22.4236,0.8707,7.4324,4.0849,14.97261305
2.2253,22.3932,0.8558,7.6605,3.96,15.02544723
2.0725,27.3103,0.8691,7.4336,4.2035,9.167194197
2.222,22.5815,0.8699,7.3972,4.4204,14.70281441
2.1567,24.6675,0.8537,7.5337,4.0246,11.75080281
2.152,27.1735,0.8595,7.5075,4.1642,9.278133175
2.09,25.1071,0.9014,7.741,4.7757,11.24720464
2.1165,21.2528,0.9007,7.91,4.2276,17.2402048
2.1653,26.1575,0.8677,7.5147,4.1114,10.17226404
2.173,25.6392,0.9125,7.394,4.5316,10.68154073
2.1313,23.8396,0.894,7.5557,4.7038,12.80059072
2.0469,26.6374,0.9157,7.4954,4.545,9.73383747
2.1959,22.5421,0.8585,7.3558,4.0543,14.7694183
2.0998,25.9562,0.8824,7.3576,4.0743,10.36544652
2.103,24.8429,0.9044,7.8019,4.8326,11.54570955
2.1083,23.6737,0.9208,7.7549,4.9281,13.02863392
2.0438,26.7775,0.9247,7.515,3.9921,9.611415225
2.1757,25.4772,0.8657,7.3442,4.627,10.84895045
2.017,25.5211,0.9073,7.5387,4.1624,10.80318041
2.0794,20.8658,0.8987,7.7816,4.0574,18.10981164
1.9889,24.8823,0.9086,7.6502,4.4748,11.50041106
2.0644,24.9198,0.8879,7.7794,4.0356,11.45755519
2.0817,23.0326,0.8636,7.6394,3.6777,13.97262952
2.0516,23.8538,0.9136,7.5255,4.7635,12.78136274
2.0776,24.5444,0.926,7.6706,4.432,11.89817396
2.0479,21.5079,0.909,7.6251,4.5281,16.70222359
2.0548,27.3384,0.8603,7.5322,3.931,9.144663681
2.1165,27.7577,0.8812,7.6304,4.1416,8.818520569
