Basal lumen diameter (mm),Infill density,Taper ratio,Cochlear width (mm),Cochlear height (mm),Matrix resistivity (kohm.cm)
2.0791,25.487,0.8541,7.4272,4.8293,10.8387
1.9987,22.1328,0.8508,7.5776,4.0739,15.4903
2.0093,20.6292,0.8656,7.5164,4.4613,18.6757
2.0045,21.9248,0.8566,7.5271,4.363,15.8778
2.0541,25.9942,0.8596,7.558,4.4449,10.3285
2.0332,23.2782,0.8618,7.806,4.5289,13.5987
1.9803,21.9486,0.8712,7.5595,4.4387,15.8328
2.1252,20.3188,0.8557,7.7446,4.5779,19.4614
2.0202,22.6962,0.8564,7.4577,4.4181,14.5115
2.0275,30.8035,0.8519,7.4498,4.4498,6.9127
2.0925,26.912,0.8654,7.4939,4.7183,9.4961
2.0576,26.1455,0.8522,7.529,4.4577,10.1837
1.9995,24.5851,0.8585,7.4905,4.0957,11.8492
1.9819,25.1419,0.8691,7.3693,4.4704,11.2087
2.0401,20.5049,0.8633,7.4702,4.2519,18.9843
1.98,21.4789,0.8602,7.6777,4.3939,16.7621
1.9855,22.4798,0.8645,7.5357,4.1963,14.8757
2.031,23.3441,0.8553,7.3599,4.2673,13.501
2.0877,22.7656,0.8618,7.386,4.8957,14.3978
1.991,20.7016,0.8525,7.4149,4.2857,18.4998
1.9966,20.247,0.8567,7.8053,4.3174,19.6506
2.0487,21.4063,0.8562,7.8432,4.3022,16.9134
2.0893,25.3318,0.858,7.4067,4.5901,11.0027
2.0164,20.6223,0.8506,7.9153,4.2937,18.6927
2.1337,24.6482,0.8518,7.3632,4.7914,11.7737
2.0904,23.9136,0.8631,7.9334,4.677,12.7009
2.1198,28.0224,0.8518,7.4532,4.8827,8.6219
2.0254,24.695,0.8634,7.6016,4.4449,11.7183
2.0919,28.5191,0.8576,7.5189,4.6812,8.271
2.0754,27.8355,0.8515,7.4287,4.4097,8.76
2.0167,28.4701,0.8569,7.4679,4.6289,8.3046
2.0178,21.9833,0.851,7.6008,4.7953,15.7673
2.0768,22.4704,0.856,7.8925,4.3246,14.8918
1.9801,25.6203,0.8523,7.5626,4.3493,10.7009
2.0086,20.3552,0.8598,7.3942,4.3843,19.3669
1.9947,22.3428,0.8527,7.6501,4.696,15.1137
2.0554,25.7058,0.8653,7.5444,4.902,10.6139
2.0314,22.8054,0.8701,8.1542,4.3887,14.3332
1.9941,21.3691,0.8552,7.4973,4.5838,16.9916
1.9991,22.5991,0.8564,7.8803,4.1544,14.6733
2.0427,21.7043,0.8574,7.5354,4.2328,16.3057
2.0651,22.2757,0.8611,7.8458,4.3932,15.2325
2.0482,22.4309,0.8652,7.8109,4.4883,14.9599
2.017,21.1326,0.86,7.4692,4.674,17.5032
1.9883,20.2125,0.867,7.6262,4.467,19.7427
2.0795,24.895,0.8506,7.8999,4.4932,11.4859
2.0787,25.851,0.8563,7.3881,4.6056,10.4687
2.0179,20.3568,0.8601,7.5532,4.248,19.3626
2.0422,26.9433,0.8582,7.6586,4.6902,9.4696
2.0455,21.2225,0.869,8.0094,4.4086,17.3059
1.9858,23.7659,0.8524,7.7926,3.8288,12.9011
2.1153,21.4795,0.8574,7.6871,4.5516,16.7608
1.995,21.7672,0.8771,7.5173,4.4573,16.182
2.006,21.853,0.8569,8.3724,4.1104,16.0153
1.9963,20.3331,0.8544,7.4566,4.2385,19.4242
2.0767,25.2833,0.8508,7.9077,4.437,11.0548
2.0783,21.4512,0.8573,8.0764,4.2959,16.8196
2.0995,21.5698,0.8595,7.6963,4.6401,16.5757
2.0311,25.8177,0.8718,7.6002,4.8172,10.5017
2.04,22.2898,0.8734,7.9345,4.5616,15.2074
2.0007,20.0275,0.8529,7.8614,4.3754,20.247
2.0394,21.6114,0.8513,7.5887,4.7806,16.4914
2.0243,22.282,0.8649,7.4098,4.3097,15.2212
2.0541,22.8951,0.8626,7.7986,4.4295,14.189
2.0887,25.6541,0.8586,7.8053,4.6952,10.6663
1.9952,20.2463,0.8505,7.3581,4.0506,19.6526
2.0599,24.92,0.8691,7.6041,4.9143,11.4573
1.9845,24.1749,0.8568,7.6897,4.0959,12.3584
2.081,27.2909,0.8512,7.769,4.5996,9.1828
2.0219,27.7178,0.858,7.4021,4.4431,8.8487
2.0792,22.7322,0.8577,7.957,4.4805,14.4524
1.9963,20.893,0.8668,7.3903,4.8649,18.0466
2.1039,22.384,0.8559,8.1609,4.5172,15.0415
2.0051,26.016,0.862,7.3961,4.3535,10.3075
1.9933,21.7173,0.8582,7.3477,4.0948,16.28
2.1204,23.734,0.8578,7.8449,4.8288,12.945
1.993,20.711,0.8561,7.6419,4.2089,18.477
1.9846,25.0707,0.8711,7.3604,4.5447,11.2876
2.042,24.8113,0.8556,7.7109,4.316,11.5822
1.986,21.0023,0.8644,7.5145,4.3557,17.7955
2.029,20.3541,0.8557,7.8469,4.617,19.3696
2.0126,24.3942,0.8574,7.3577,4.4093,12.082
1.9964,24.9236,0.86,7.461,4.3877,11.4533
2.002,28.1489,0.8511,7.3658,4.1288,8.5304
1.9983,24.3472,0.8615,7.4323,4.5074,12.1403
1.9993,23.2514,0.8748,7.3685,4.7527,13.6387
2.0292,20.198,0.8538,7.9033,4.4342,19.7814
2.023,23.2498,0.8576,7.5053,4.4005,13.6411
2.0508,20.8559,0.8545,7.6196,4.7645,18.1329
2.0228,22.3252,0.8651,7.4767,4.2664,15.1446
2.007,21.5638,0.8589,7.5115,4.4511,16.5879
2.0057,25.4531,0.8523,7.6603,4.2054,10.8742
2.0273,29.7091,0.8608,7.4709,4.7509,7.5161
1.9815,23.2538,0.8608,8.0138,4.215,13.6351
2.052,23.9426,0.8514,7.5493,4.537,12.6622
2.0561,24.2698,0.8528,8.0304,4.3364,12.2375
1.9987,21.6203,0.8617,7.6434,4.246,16.4735
2.0068,23.8047,0.8587,7.4069,4.5424,12.848
2.0172,21.5502,0.8606,7.6123,4.3883,16.6156
2.0244,24.5897,0.8506,7.4903,4.8531,11.8436
2.0371,22.7654,0.877,7.8668,4.6811,14.3981
2.0268,20.3981,0.851,7.5564,4.2723,19.2558
2.0712,24.5714,0.8596,7.509,4.7476,11.8657
2.0113,21.1548,0.8663,7.5315,4.706,17.4541
2.0617,25.4855,0.8502,7.8154,4.4477,10.8403
2.0793,24.8052,0.8618,7.4942,4.7014,11.5893
2.0049,24.1789,0.8569,7.3924,4.2979,12.3533
2.0083,26.5643,0.8556,7.4322,4.3822,9.7987
2.1128,21.6563,0.857,7.8924,4.5811,16.4012
2.0073,22.3423,0.8535,7.5217,4.4318,15.1146
1.9916,23.1751,0.8634,7.6373,4.6202,13.7538
2.0797,23.0792,0.8529,7.7877,4.8183,13.9004
2.0697,25.1102,0.856,7.5885,4.4055,11.2438
1.9955,26.5994,0.8704,7.5468,4.5351,9.7675
2.0187,22.3919,0.8544,8.255,4.2251,15.0277
2.0506,23.5729,0.8574,7.5747,4.6643,13.1703
1.9979,20.5013,0.8695,7.6601,4.6069,18.9933
2.0855,28.5815,0.8522,7.671,4.7382,8.2285
2.1075,24.7321,0.855,7.5979,4.7167,11.6746
2.0758,31.1977,0.8616,7.3495,4.8956,6.7139
1.9957,26.2629,0.8604,7.4262,4.33,10.0734
1.9997,22.8357,0.8587,7.4038,4.603,14.2843
1.9801,21.4158,0.8738,7.4272,4.4635,16.8934
1.9984,22.9899,0.8633,7.6863,4.2734,14.0393
2.0403,26.4209,0.8538,7.5351,4.6197,9.9279
