Basal lumen diameter (mm),Infill density,Taper ratio,Cochlear width (mm),Cochlear height (mm),Matrix resistivity (kohm.cm)
2.3074,65.5812,0.8693,7.9002,4.1601,1.4012
2.3459,69.1878,0.8781,7.9931,4.2494,1.2607
2.4541,61.2511,0.8649,8.0331,4.0049,1.605
2.3088,66.6282,0.8812,7.6285,4.5525,1.358
2.3671,66.5895,0.8766,7.9525,4.0895,1.3595
2.2931,71.1691,0.8986,7.35,4.3297,1.1927
2.3879,68.9857,0.889,7.514,4.4758,1.268
2.3234,67.3071,0.8806,7.683,4.2312,1.331
2.3793,63.9862,0.8736,7.7429,3.956,1.4713
2.3842,65.5982,0.8881,7.569,3.934,1.4004
2.3653,55.7503,0.8886,7.4302,4.4696,1.9392
2.3565,66.1405,0.872,7.9028,4.1267,1.3778
2.4175,68.9139,0.8696,7.9733,4.4459,1.2706
2.312,68.7989,0.8722,7.9753,4.6753,1.2747
2.4235,65.2595,0.895,7.3912,4.1471,1.4149
2.3749,50.6671,0.8629,7.7827,4.0564,2.3566
2.2324,58.9886,0.8825,7.372,4.2635,1.7306
2.3583,61.9254,0.8767,7.7732,4.0196,1.5703
2.3033,75.8635,0.888,7.8017,4.3337,1.0527
2.4673,63.9905,0.8892,7.5567,4.3913,1.4711
2.3508,62.5871,0.8831,7.6835,4.3673,1.5374
2.2661,69.1683,0.8888,7.6527,4.4048,1.2614
2.4138,64.9462,0.8674,8.0539,4.738,1.4284
2.3237,70.803,0.8899,7.5417,4.202,1.2048
2.4771,56.5064,0.8706,7.8043,4.3017,1.8871
2.4194,62.796,0.88,7.9061,4.0759,1.5272
2.4171,70.6048,0.9002,7.3601,4.3188,1.2114
2.3899,63.2452,0.879,7.7359,4.4154,1.5057
2.4885,60.1349,0.8574,8.3842,3.9764,1.6651
2.2189,71.6342,0.8809,7.8233,4.43,1.1775
2.3652,75.199,0.8826,7.7764,4.6577,1.0709
2.4072,65.8063,0.8778,7.7545,3.975,1.3917
2.2709,59.5462,0.8786,7.6719,4.1236,1.6983
2.2896,64.7049,0.882,7.6676,4.2307,1.439
2.4643,66.1384,0.8709,7.8814,4.4541,1.3779
2.4856,58.2976,0.8591,8.171,3.8741,1.7721
2.4347,63.2955,0.8823,7.7569,4.0375,1.5034
2.4466,56.5359,0.8814,7.7039,4.2681,1.8851
2.4157,73.1492,0.8633,8.3708,4.6536,1.1303
2.3314,61.7425,0.8657,7.8672,4.1685,1.5796
2.2771,73.7332,0.88,7.797,4.4941,1.1129
2.2301,66.8385,0.8831,7.6259,4.1367,1.3495
2.4387,68.06,0.8759,7.7566,4.3407,1.3021
2.3073,57.8767,0.8632,7.9936,3.8927,1.7981
2.2808,69.5046,0.8839,7.6195,4.5336,1.2494
2.4095,58.8158,0.8899,7.4735,4.2432,1.7409
2.413,57.0285,0.8775,7.7425,4.3462,1.8524
2.4121,70.5122,0.8905,7.7333,4.6922,1.2146
2.3693,61.2057,0.8754,7.8151,4.4441,1.6074
2.397,72.1147,0.882,7.9142,4.4812,1.1622
2.3028,77.2465,0.8789,8.0027,4.6179,1.0164
2.2784,70.4861,0.8902,7.4852,4.8378,1.2155
2.406,62.1741,0.8798,7.7283,4.7291,1.5578
2.3644,61.2375,0.8841,7.5006,4.1567,1.6057
2.2178,73.4876,0.8949,7.5327,4.2937,1.1201
2.299,58.5706,0.8759,7.6979,4.2005,1.7555
2.2889,73.0718,0.8714,8.1624,4.4313,1.1326
2.3411,58.3297,0.8681,7.9739,3.9351,1.7701
2.4312,65.0127,0.8661,8.1901,4.0369,1.4255
2.2203,69.576,0.8798,7.6808,4.0919,1.2469
2.3824,68.1676,0.9031,7.3911,4.7245,1.2981
2.3219,61.1005,0.8928,7.3797,4.1336,1.6129
2.2824,66.3175,0.8798,7.6318,4.402,1.3706
2.3914,68.3831,0.8994,7.5203,4.1209,1.2901
2.3865,61.4588,0.8855,7.5913,4.3424,1.5942
2.4989,63.9401,0.8861,7.5312,4.5194,1.4734
2.3355,68.0131,0.8938,7.3763,4.6759,1.3039
2.1936,68.4702,0.8758,7.8263,4.2877,1.2868
2.377,61.2641,0.8872,7.6172,4.5162,1.6043
2.4308,63.8008,0.8714,7.8261,3.8924,1.4798
2.4709,57.7015,0.8581,8.2881,4.4792,1.8091
2.3354,71.75,0.8954,7.5727,4.7686,1.1738
2.3066,67.8583,0.8742,7.8142,4.2083,1.3098
2.3338,61.4512,0.8697,7.8863,4.1595,1.5946
2.2331,72.288,0.8889,7.5711,4.2854,1.1568
2.4528,59.2598,0.8645,8.101,4.2293,1.7148
2.3288,72.6782,0.8798,7.85,4.5743,1.1447
2.4862,70.8957,0.8674,7.7978,4.2101,1.2017
2.2933,66.7304,0.8854,7.6027,4.1438,1.3538
2.4142,58.2961,0.8699,7.9438,4.4507,1.7722
2.3306,68.2771,0.8956,7.4908,4.4002,1.294
2.2521,59.4589,0.8816,7.48,4.0954,1.7033
2.3391,75.1323,0.8752,8.08,4.5009,1.0728
2.2764,65.9464,0.8624,8.13,4.17,1.3858
2.2928,70.9106,0.893,7.563,4.141,1.2012
2.4956,60.2918,0.8562,8.111,4.1783,1.6565
2.2967,65.4556,0.8965,7.4011,4.1242,1.4065
2.3981,66.5576,0.889,7.6214,4.065,1.3608
2.3834,59.0431,0.8783,7.71,3.955,1.7274
