Basal lumen diameter (mm),Infill density,Taper ratio,Cochlear width (mm),Cochlear height (mm),Matrix resistivity (kohm.cm)
2.217,20.818,0.9513,7.5467,4.1672,16.5407
2.0715,21.3297,0.9579,7.5849,3.8181,15.5227
2.309,20.5683,0.9553,7.6341,4.4663,17.0763
2.3286,20.0632,0.9565,7.6808,4.544,18.247
2.1701,21.3637,0.9591,7.5983,4.0688,15.4586
2.314,21.1305,0.9525,7.6698,4.4216,15.9071
2.1854,21.671,0.9599,7.7297,4.1535,14.8975
2.1946,20.7347,0.9581,7.6638,4.1422,16.7165
2.297,21.1326,0.9543,7.69,4.4621,15.9029
2.2376,21.1929,0.9565,7.6532,4.2207,15.7849
2.0698,20.7434,0.9586,7.5601,3.9213,16.6981
2.1054,20.9394,0.9571,7.6466,4.1689,16.29
2.2564,20.1247,0.9564,7.3818,4.3122,18.0979
2.1779,20.6513,0.9576,7.729,4.2059,16.8953
2.1038,20.0443,0.9584,7.5355,3.9538,18.2934
2.3469,20.6002,0.9584,7.6406,4.3228,17.0064
2.1,20.9737,0.958,7.5514,3.8245,16.22
2.2672,20.8181,0.953,7.3501,4.3035,16.5406
2.3159,20.4341,0.9555,7.8199,4.4315,17.3756
2.216,20.714,0.9581,7.4575,4.2379,16.7605
2.3127,21.0401,0.9574,7.875,4.3307,16.0863
2.2431,20.8542,0.9588,7.4534,4.355,16.4654
2.2622,20.2924,0.9519,7.3904,4.3767,17.7008
2.2257,20.5953,0.9549,7.3497,4.2979,17.0172
2.3101,21.7795,0.9572,7.8079,4.7103,14.7071
2.1616,20.5959,0.9494,7.5216,4.0899,17.0158
2.2938,20.3788,0.9564,7.8056,4.3931,17.5014
2.2124,20.9126,0.9577,7.4646,4.1886,16.3449
2.2592,20.7832,0.957,7.3875,4.3452,16.6139
2.289,22.1305,0.9559,8.0917,4.3921,14.1165
2.0689,20.6268,0.9577,7.8054,3.7107,16.9486
2.2479,20.5447,0.9532,7.6574,4.3171,17.1284
2.0374,20.3904,0.9584,7.8779,3.6053,17.4748
2.1734,20.4854,0.9575,7.7807,4.0762,17.2602
2.203,20.3389,0.9586,7.8041,4.3379,17.593
2.1981,20.3579,0.9597,7.5706,4.0688,17.5493
2.2858,20.7055,0.9467,7.3681,4.4299,16.7787
2.3104,20.8411,0.9556,7.7763,4.4845,16.4927
2.1241,20.2902,0.947,7.7403,3.845,17.7058
2.2375,21.3248,0.9551,7.6505,4.2085,15.5319
2.2595,20.2576,0.9567,7.3798,4.1708,17.7819
2.2582,22.0336,0.958,7.3972,4.3763,14.2758
2.1211,21.0223,0.9552,7.5458,3.9196,16.1221
2.0853,21.3584,0.9571,7.5554,3.9407,15.4686
2.1242,20.7888,0.96,7.732,3.9663,16.602
2.3099,20.6897,0.9584,7.6571,4.4638,16.8126
2.2919,20.9418,0.9556,8.1908,4.3071,16.285
2.2675,20.1671,0.9545,7.4762,4.4116,17.9962
2.107,20.457,0.9519,8.1026,3.7058,17.324
2.1004,20.0859,0.9531,7.5377,3.8577,18.1919
2.0752,20.6722,0.9563,7.6618,3.8907,16.8503
2.111,20.9125,0.9563,7.5053,3.8892,16.3451
2.1295,20.573,0.9551,7.7025,3.9501,17.0659
2.1314,20.5667,0.9477,7.6827,3.8593,17.0799
2.2045,20.7337,0.9588,7.5829,4.129,16.7187
2.1798,20.0146,0.9522,7.7876,4.05,18.3665
2.1677,20.8984,0.9598,7.5628,4.3772,16.374
2.0479,21.0685,0.958,7.6867,3.7262,16.0296
2.1978,21.2166,0.96,7.4506,4.3203,15.739
2.2858,20.5989,0.9549,7.3483,4.4763,17.0092
2.09,20.9379,0.9545,7.5667,3.7743,16.293
2.245,20.0387,0.9523,7.5735,4.2456,18.3072
2.1776,20.6631,0.9586,7.6161,4.369,16.8698
2.318,20.173,0.9578,7.7869,4.4783,17.982
2.3162,22.2865,0.955,7.8738,4.4558,13.866
2.3207,21.2814,0.9565,7.7666,4.5787,15.6146
2.1758,20.1337,0.9572,7.6169,4.2789,18.0764
2.1669,21.4501,0.9599,7.614,4.0744,15.2976
2.3209,20.1754,0.9597,7.8965,4.4647,17.9764
2.2963,21.9213,0.9586,7.957,4.5012,14.4639
2.2655,20.7239,0.9597,7.442,4.3515,16.7396
2.2,20.6766,0.9595,7.8144,4.3733,16.8407
2.2397,20.7156,0.9593,7.383,4.4589,16.7573
2.1535,20.4548,0.9589,7.7413,4.1698,17.3289
2.2791,20.75,0.9578,7.3436,4.201,16.684
2.1547,20.265,0.9491,7.494,3.9903,17.7648
2.2155,20.3765,0.958,7.5438,4.1895,17.5066
2.2229,20.152,0.9558,7.6863,4.1516,18.0323
2.1679,20.7168,0.9596,7.6105,4.297,16.7547
2.19,20.2022,0.9572,7.5504,4.1997,17.9126
2.1047,20.3453,0.9593,7.6134,3.8363,17.5782
2.2099,20.0397,0.9561,7.4863,4.2462,18.3048
2.2491,21.6181,0.9536,7.3636,4.5127,14.9919
2.1796,20.8335,0.9596,7.8333,3.8914,16.5085
2.1209,20.4492,0.955,7.458,3.9656,17.3416
2.2392,20.2222,0.9543,7.5821,4.478,17.8654
2.1068,21.1305,0.9594,7.6119,3.9765,15.9069
2.283,20.5439,0.9517,7.3859,4.3668,17.1303
2.3478,20.2526,0.958,7.3595,4.7105,17.7938
2.3333,20.9456,0.9598,7.6298,4.6041,16.2774
2.1245,20.1231,0.9553,7.4738,4.2133,18.1019
2.2483,20.2111,0.9487,7.5837,4.4771,17.8915
2.1933,20.25,0.9576,7.5222,4.1785,17.7999
2.1179,20.4244,0.9592,7.4956,3.9309,17.3975
2.2776,20.0443,0.9594,7.4169,4.2032,18.2935
2.2058,20.5318,0.9581,7.6665,4.2085,17.157
2.2538,20.2828,0.9563,7.6088,4.3116,17.723
2.11,20.6873,0.9585,7.6126,3.8582,16.8177
2.1865,20.6464,0.9552,7.5362,4.3838,16.9059
2.224,21.376,0.9591,7.4109,4.333,15.4355
2.1179,21.2042,0.9481,7.4865,3.8582,15.763
2.1551,20.7117,0.9585,7.8167,4.0165,16.7654
