Basal lumen diameter (mm),Infill density,Taper ratio,Cochlear width (mm),Cochlear height (mm),Matrix resistivity (kohm.cm)
2.1794,29.7066,0.8509,8.0847,4.6253,7.5175
2.0444,22.9439,0.9091,8.2716,4.8113,14.1116
2.1953,26.0922,0.8533,8.1596,4.8328,10.2343
2.128,29.1196,0.8709,7.9616,4.7647,7.8759
2.2477,26.2566,0.853,7.8512,4.9132,10.0792
2.0547,23.9783,0.9018,8.0843,4.8775,12.6146
2.1191,31.5393,0.8625,7.9052,4.6749,6.5487
2.1289,28.4859,0.8693,7.5286,4.6785,8.2938
2.0888,27.2845,0.8531,7.5542,4.5503,9.188
2.0741,28.3242,0.8933,7.683,4.8213,8.406
2.0368,25.1253,0.8872,7.7013,4.7391,11.2271
2.1851,24.199,0.8704,8.0201,4.8022,12.3276
2.1461,28.9604,0.8504,7.6685,4.669,7.9777
2.1038,30.6826,0.8657,7.7021,4.6401,6.9756
2.1146,27.231,0.876,7.751,4.7656,9.2312
2.0932,26.7844,0.8759,7.8819,4.5782,9.6054
2.1047,28.6774,0.8575,7.4905,4.8457,8.1639
2.0783,29.8011,0.8782,7.7334,4.8929,7.4622
2.1878,27.8815,0.8656,7.5633,4.9356,8.7257
2.0553,25.2884,0.8864,7.388,4.9363,11.0492
2.0241,27.2551,0.9167,7.8597,4.9325,9.2117
2.1163,27.3382,0.8895,7.6749,4.861,9.1448
2.1386,23.9343,0.8786,8.5145,4.8717,12.6732
2.0746,26.2786,0.8924,8.1144,4.8441,10.0587
2.0083,28.8423,0.9073,7.3886,4.8698,8.0546
2.0293,29.9674,0.8986,7.5354,4.8817,7.3664
2.041,27.1208,0.8876,7.5658,4.9108,9.3215
2.0563,26.8341,0.8942,7.4154,4.7439,9.5627
2.1949,29.6133,0.856,7.8865,4.8732,7.5728
2.1466,28.3795,0.8553,7.7221,4.9235,8.3674
2.0353,31.6641,0.8767,7.6185,4.8574,6.49
2.149,27.0912,0.8705,8.1417,4.9275,9.3459
2.1225,31.3715,0.8623,7.7523,4.8614,6.629
2.1266,30.0292,0.8702,7.6546,4.8081,7.3313
2.0069,26.9998,0.8806,7.4454,4.6674,9.4221
1.9808,27.65,0.886,7.5264,4.6014,8.9005
2.1646,30.1147,0.854,8.2191,4.9013,7.2832
2.1897,27.3859,0.8541,8.1687,4.5171,9.1068
2.1317,30.1493,0.8581,7.4461,4.8815,7.2638
2.1757,30.2969,0.8502,7.7066,4.9097,7.1822
2.1467,27.0465,0.8626,7.7119,4.6044,9.383
2.0986,23.9298,0.893,8.4503,4.8573,12.6792
2.0541,27.084,0.8717,7.6288,4.6746,9.3519
2.1121,31.3405,0.8518,7.4696,4.5757,6.6441
2.1587,24.5807,0.8786,8.3592,4.8978,11.8544
2.0898,26.768,0.8769,7.7724,4.8463,9.6196
2.1343,26.7376,0.8846,7.828,4.9497,9.646
2.0821,27.1585,0.8973,7.6407,4.9266,9.2904
2.1962,27.3925,0.8679,7.8304,4.925,9.1015
1.9834,28.1868,0.9153,7.6117,4.9256,8.5033
2.2086,28.2261,0.8603,7.5282,4.8783,8.4753
2.0977,30.21,0.8751,7.7819,4.745,7.2301
2.2235,25.0014,0.8543,8.0602,4.8038,11.3652
2.212,25.9173,0.8522,8.2208,4.8345,10.4034
2.168,29.6598,0.8545,7.83,4.9019,7.5451
2.1927,30.8354,0.8598,7.8487,4.926,6.8963
2.1116,26.7538,0.8798,7.4894,4.7587,9.6319
2.0586,28.0996,0.8726,7.3422,4.8522,8.5659
2.0805,26.4202,0.8673,7.4042,4.8064,9.9285
2.0882,25.954,0.8601,7.8072,4.5596,10.3676
2.0688,28.7348,0.8903,7.8102,4.9418,8.1256
2.1593,29.5015,0.8614,8.1553,4.8758,7.6397
2.1078,22.5092,0.8937,8.0656,4.7863,14.8254
1.9811,27.4459,0.888,7.3735,4.6659,9.0592
2.0822,29.1067,0.861,7.5578,4.7945,7.8841
2.2231,25.5801,0.8518,7.8777,4.6914,10.7421
2.0731,23.4579,0.8949,8.0842,4.7341,13.3349
2.1696,27.706,0.856,8.1795,4.743,8.8577
2.1907,29.322,0.8654,7.9421,4.9444,7.7493
2.1821,24.8513,0.8632,8.0925,4.941,11.536
2.1943,22.1191,0.8711,7.8392,4.9078,15.5153
2.1363,28.8499,0.8648,7.6889,4.7438,8.0496
2.1627,30.2755,0.8523,7.7868,4.7819,7.194
2.1788,28.7036,0.8583,8.2766,4.7662,8.1464
2.1295,28.33,0.8656,7.6655,4.8491,8.402
2.0828,29.5187,0.8808,7.5086,4.8118,7.6294
2.1592,28.1741,0.8646,7.5658,4.7227,8.5123
2.1876,25.1523,0.8545,8.4583,4.6956,11.1973
2.1317,31.1332,0.8585,7.7823,4.6614,6.7458
2,27.1872,0.8901,7.5513,4.7413,9.267
2.0343,29.328,0.8791,7.66,4.7799,7.7457
2.1521,29.6701,0.8549,7.9475,4.6889,7.5391
2.1318,31.4192,0.8567,7.3668,4.7391,6.6061
2.059,25.6749,0.88,7.7574,4.7226,10.6452
2.1859,30.1624,0.8621,7.7906,4.8965,7.2565
2.0887,22.9437,0.9001,8.2026,4.9318,14.1119
2.1487,30.272,0.8649,7.6637,4.6697,7.1959
2.0933,28.0547,0.8849,8.0231,4.8705,8.5984
2.189,31.5537,0.8552,7.8386,4.8147,6.5419
2.2131,24.8072,0.851,8.1266,4.6007,11.587
2.1397,30.3994,0.8601,7.9164,4.8125,7.1264
2.1721,21.7894,0.8771,8.042,4.8831,16.1386
2.0232,23.8236,0.9152,7.676,4.871,12.8223
2.0675,25.6604,0.8999,8.0813,4.9266,10.6599
2.1886,27.0683,0.8566,7.6306,4.6293,9.3649
2.1295,24.3822,0.8895,8.2915,4.9196,12.0968
2.1657,27.7553,0.8641,7.6665,4.8789,8.8203
2.1171,31.16,0.8552,7.6101,4.7463,6.7325
2.147,27.0083,0.8698,7.8218,4.7867,9.4149
2.0412,24.9504,0.903,7.7233,4.8485,11.4228
2.133,29.5369,0.8596,7.817,4.9235,7.6185
2.0514,28.2451,0.8772,7.5962,4.7263,8.4618
2.2009,30.1129,0.8614,7.5921,4.8954,7.2842
2.2183,29.8722,0.8512,8.0117,4.7652,7.421
2.0654,27.8434,0.8947,7.636,4.8129,8.7541
2.0606,27.5344,0.8646,7.5637,4.6176,8.9899
2.1139,26.5949,0.8741,8.2216,4.8853,9.7715
2.067,27.0667,0.8712,7.4524,4.8667,9.3662
2.0558,30.4202,0.8844,7.4848,4.7643,7.1151
2.1281,31.3335,0.8575,7.5319,4.5378,6.6475
2.1647,26.0731,0.8632,7.794,4.7041,10.2526
2.1637,27.8199,0.8599,7.815,4.9192,8.7717
2.0615,25.0214,0.8937,8.0354,4.6668,11.3427
2.1089,24.7537,0.8897,8.2575,4.9146,11.6493
2.119,29.2587,0.8737,7.4275,4.8108,7.7886
2.1815,26.8014,0.8645,8.0043,4.8075,9.5907
2.0898,27.8385,0.8895,7.6404,4.8107,8.7578
2.168,29.5385,0.8671,7.7387,4.9032,7.6175
2.1582,28.9668,0.8506,7.5092,4.6493,7.9736
1.9869,31.2754,0.9083,7.6242,4.8847,6.6758
2.1106,28.3807,0.8784,7.4429,4.7439,8.3666
2.1392,29.2663,0.8606,7.5478,4.6893,7.7839
2.1209,25.8333,0.8766,8.0465,4.6769,10.4862
2.2037,30.0883,0.8508,7.5564,4.6992,7.298
2.1387,28.2693,0.8503,7.5356,4.7805,8.4446
2.124,27.0646,0.8818,8.0424,4.8376,9.3679
2.1414,30.7415,0.8634,7.5357,4.8735,6.9449
2.1611,33.3868,0.8526,7.5087,4.7387,5.7565
2.0466,28.6927,0.9038,7.6099,4.8855,8.1537
2.1203,30.2525,0.8733,7.3675,4.8474,7.2066
2.0717,31.4827,0.8823,7.7483,4.8705,6.5756
2.0181,26.1708,0.8941,7.4996,4.8015,10.1597
2.2145,28.0154,0.8541,7.9931,4.9259,8.627
2.1301,28.1244,0.8686,7.9874,4.9037,8.548
2.0125,27.4665,0.8901,7.4184,4.9118,9.0431
2.0609,30.7207,0.8641,7.3955,4.713,6.9557
2.1163,25.7396,0.8859,7.9063,4.8843,10.5798
2.1266,25.581,0.8785,8.1267,4.9393,10.7412
1.9971,22.682,0.901,7.6006,4.7137,14.535
2.1416,21.6139,0.8915,8.2591,4.9491,16.4863
2.101,29.2505,0.8855,7.6277,4.8976,7.7937
2.1881,27.2964,0.8502,8.0534,4.5245,9.1784
2.0397,29.6586,0.8948,7.5449,4.8166,7.5459
2.0556,29.7746,0.8979,7.6839,4.9203,7.4777
2.0817,29.8692,0.8693,7.5291,4.7796,7.4227
2.0233,28.3721,0.9001,7.7106,4.8778,8.3726
2.2083,29.627,0.8616,7.8139,4.8739,7.5646
2.1414,30.6079,0.8708,7.7497,4.8201,7.0149
2.1996,27.1761,0.8616,8.0947,4.9308,9.276
1.9869,23.9831,0.8888,7.3706,4.5705,12.6083
2.1182,27.6079,0.8597,7.4217,4.8721,8.9329
2.0941,27.7321,0.8785,7.8123,4.6941,8.8379
2.1388,25.0409,0.876,7.9243,4.9275,11.3208
2.1284,31.3081,0.8624,7.8805,4.7892,6.6598
2.1831,28.4909,0.8553,7.7621,4.8038,8.2903
1.9919,28.8005,0.9129,7.6167,4.8708,8.0821
2.2314,27.461,0.8563,7.4981,4.8878,9.0474
2.1917,28.3759,0.8573,7.3894,4.7635,8.3699
2.174,31.3207,0.85,7.6202,4.8247,6.6537
2.059,23.4526,0.8902,7.7163,4.8276,13.3426
2.1658,26.8085,0.8559,8.3466,4.6273,9.5847
2.1463,29.7284,0.8576,7.7316,4.7238,7.5047
2.1694,28.9481,0.8502,7.4885,4.6329,7.9857
2.1148,29.8281,0.861,7.3702,4.9255,7.4465
2.1751,28.8116,0.8626,8.1704,4.8031,8.0748
2.1147,27.3827,0.8733,7.5255,4.9139,9.1094
2.0987,25.8172,0.8872,8.1223,4.8375,10.5023
2.077,25.1275,0.8869,8.2327,4.7218,11.2246
2.1756,29.7617,0.8542,7.7306,4.6329,7.4852
2.1007,27.3412,0.8817,8.0279,4.8912,9.1424
2.1152,29.8148,0.861,7.8488,4.847,7.4543
2.0929,31.7042,0.867,7.6087,4.8743,6.4713
2.1716,26.581,0.858,7.8975,4.8789,9.7838
2.1653,25.109,0.8643,8.3151,4.7668,11.2451
2.1576,25.8009,0.8654,8.0869,4.7459,10.5184
2.0761,31.67,0.8795,7.4735,4.8024,6.4872
2.1086,27.0249,0.8821,8.0099,4.8215,9.401
2.1814,25.779,0.867,7.8108,4.9471,10.5403
2.1386,23.3123,0.8808,7.9953,4.9047,13.548
2.082,30.4945,0.8578,7.3793,4.7197,7.0752
2.1499,31.9883,0.8625,7.7457,4.9064,6.3411
2.1317,29.4038,0.8811,7.6892,4.9198,7.6991
2.221,29.7308,0.8539,7.4258,4.846,7.5033
2.1042,25.1875,0.8679,7.4587,4.8328,11.1587
2.1359,24.7545,0.8729,8.0402,4.677,11.6484
2.0955,24.5557,0.8941,8.0913,4.83,11.8846
2.0994,21.3181,0.8936,8.4405,4.7585,17.0999
2.1196,27.0411,0.8677,8.1089,4.5745,9.3875
2.1686,26.8604,0.8589,7.8848,4.5589,9.5401
2.0933,31.3291,0.8641,7.5603,4.6846,6.6496
2.0725,31.0042,0.879,7.5788,4.8791,6.8104
2.0599,28.8543,0.8719,7.4566,4.9068,8.0467
2.0813,27.2221,0.8834,8.212,4.8448,9.2385
2.1994,22.2061,0.8648,8.1928,4.8597,15.3572
2.0808,30.7114,0.8806,7.4302,4.8669,6.9606
2.1156,26.7351,0.8879,7.6895,4.9436,9.6482
2.1466,26.7502,0.8722,8.2719,4.8899,9.6351
2.0005,26.7006,0.9156,7.5713,4.8763,9.6783
2.0872,27.7169,0.8852,7.7031,4.7324,8.8494
2.113,22.4023,0.8899,8.0525,4.9081,15.0096
2.1252,32.0334,0.8504,7.3989,4.7388,6.3208
2.1095,30.6977,0.8567,7.3464,4.9345,6.9677
2.1692,29.5029,0.8703,7.7237,4.9148,7.6389
2.0873,30.5729,0.8521,7.5665,4.5786,7.0334
2.0736,26.3856,0.8918,7.9383,4.6984,9.9601
2.205,25.2723,0.8602,8.3069,4.8133,11.0667
2.0541,28.0484,0.8877,7.9995,4.6368,8.603
2.0859,26.9594,0.8773,7.4253,4.8499,9.456
2.1488,30.4672,0.859,7.8006,4.8396,7.0898
2.0692,29.5239,0.8843,7.4963,4.7396,7.6263
2.1807,27.8077,0.861,8.1683,4.8764,8.7809
2.2069,26.9776,0.8546,7.6372,4.9182,9.4407
2.0572,30.0379,0.8641,7.44,4.8228,7.3264
2.0442,23.7979,0.8883,7.7428,4.749,12.8573
2.1909,28.1161,0.8541,7.5292,4.8638,8.554
2.1119,31.0408,0.8738,7.562,4.8154,6.7919
2.1852,28.3488,0.8537,7.496,4.6429,8.3888
2.0797,27.4983,0.8916,7.375,4.9286,9.0181
2.1781,27.1233,0.8517,7.7164,4.5896,9.3194
2.1144,29.2843,0.8778,7.4589,4.8085,7.7727
2.1449,25.7843,0.8716,8.0628,4.8849,10.535
2.0118,28.4469,0.8995,7.3917,4.8253,8.3206
2.1875,24.132,0.8608,8.1355,4.6111,12.4137
2.0797,26.619,0.8859,8.0786,4.9488,9.7501
2.1482,28.8177,0.8594,7.7164,4.6149,8.0708
2.0664,30.639,0.8705,7.3802,4.9046,6.9985
2.2246,27.5468,0.8565,7.7334,4.876,8.9803
2.2313,25.0616,0.8552,7.9296,4.8913,11.2977
2.2058,23.7943,0.8619,8.323,4.9229,12.8623
2.1316,25.233,0.8761,8.1878,4.8485,11.1092
2.0498,33.9327,0.8818,7.5627,4.833,5.5509
2.1593,26.1799,0.872,7.8771,4.8268,10.1511
2.1605,25.4618,0.8689,7.8126,4.9481,10.8651
2.0434,25.0041,0.9088,8.1872,4.9076,11.3621
2.0189,27.0071,0.8838,7.492,4.6082,9.4159
2.1343,26.734,0.8692,8.0067,4.7965,9.6492
2.1124,26.7993,0.8887,7.6104,4.8513,9.5926
2.1252,27.6592,0.8578,7.3714,4.7883,8.8935
2.1092,27.2125,0.8706,7.5235,4.9318,9.2463
2.1215,28.3223,0.8749,8.0799,4.8876,8.4073
2.1147,29.8702,0.8701,7.7253,4.7616,7.4221
2.0518,26.7526,0.8728,7.5442,4.71,9.633
2.143,26.7877,0.8805,7.992,4.8917,9.6026
2.214,27.7109,0.8557,7.8846,4.7845,8.854
2.1022,26.4849,0.8774,8.0471,4.7348,9.8699
2.1353,29.4021,0.8653,7.4671,4.8091,7.7002
2.1116,31.107,0.8743,7.7228,4.8693,6.7588
2.0201,25.9396,0.9054,8.0922,4.8848,10.3816
2.1024,30.3492,0.8717,7.4346,4.7523,7.1536
2.1855,30.3682,0.8544,7.7607,4.8651,7.1433
2.0202,28.4339,0.8866,7.4517,4.8253,8.3296
2.1561,29.7932,0.8503,7.6308,4.7329,7.4668
2.1858,26.8006,0.859,8.2662,4.9385,9.5914
2.0526,24.2275,0.8981,8.0401,4.7837,12.2912
2.1629,25.9488,0.8712,8.0504,4.8206,10.3727
2.2324,28.8916,0.8536,7.8988,4.9031,8.0224
2.1893,29.4424,0.8572,7.9096,4.7424,7.6756
2.2,27.6503,0.8524,7.8726,4.8264,8.9003
2.1273,28.9293,0.8563,7.5208,4.8904,7.9979
2.0554,25.1178,0.8959,8.2562,4.7193,11.2353
2.0591,28.9697,0.8864,7.6735,4.694,7.9717
2.0663,26.4729,0.893,7.4405,4.7789,9.8807
2.0776,27.495,0.8818,7.9585,4.7783,9.0207
2.1312,26.3244,0.8831,7.4919,4.9325,10.0163
2.1788,28.8933,0.8514,7.7953,4.8069,8.0213
2.1107,29.3244,0.8861,7.3712,4.9456,7.7479
2.1397,28.4461,0.8737,7.525,4.9185,8.3212
2.146,29.2581,0.8562,7.5889,4.8049,7.789
2.0863,31.0368,0.8667,7.4979,4.7495,6.794
2.0742,30.7987,0.8847,7.3411,4.9157,6.9153
2.087,21.4945,0.8975,8.1557,4.8496,16.7298
2.0906,30.5954,0.8638,7.5694,4.7291,7.0215
2.1063,24.4424,0.881,8.2127,4.6214,12.0225
2.2198,29.1295,0.852,7.6232,4.7854,7.8696
2.1867,25.7753,0.8626,7.9165,4.7507,10.544
2.2018,31.4154,0.8504,7.7212,4.898,6.6079
2.1208,30.2687,0.8621,7.6608,4.9438,7.1977
2.135,25.9117,0.8757,7.8366,4.8658,10.4089
2.1672,30.6042,0.8612,8.1423,4.8239,7.0168
2.1166,30.8149,0.8595,7.7618,4.8125,6.9069
2.1055,28.8026,0.8654,7.6173,4.7662,8.0807
2.0439,30.8112,0.8695,7.6519,4.7834,6.9088
2.2012,29.0407,0.8543,7.9329,4.8214,7.9261
2.1474,24.4033,0.8627,7.837,4.7945,12.0707
2.1028,23.9339,0.8847,8.4202,4.8186,12.6737
2.0624,29.2033,0.8882,7.4318,4.7353,7.8232
2.1296,29.1047,0.8736,7.8054,4.7592,7.8854
2.0781,30.4416,0.8586,7.6668,4.6583,7.1036
2.0232,25.9998,0.9132,7.6316,4.9044,10.3231
2.0662,23.4944,0.8965,8.2665,4.7625,13.2823
2.0761,29.5788,0.879,7.6584,4.6875,7.5933
2.2052,26.5835,0.8528,7.7593,4.7665,9.7816
2.0593,30.0846,0.8629,7.5235,4.7261,7.3
2.1415,30.7604,0.8587,7.6092,4.8401,6.9351
2.1306,23.2454,0.8861,8.287,4.8574,13.6478
2.0989,28.7181,0.8744,7.7982,4.7406,8.1367
2.0889,30.9148,0.8513,7.4799,4.6808,6.8557
2.0452,24.8929,0.9018,8.1066,4.6712,11.4882
2.0863,30.9306,0.8645,7.5397,4.9074,6.8477
2.1609,27.5849,0.8576,8.3123,4.8081,8.9507
2.0947,24.5661,0.893,7.9314,4.9114,11.872
2.1513,27.33,0.8639,7.89,4.6269,9.1514
2.0809,25.0444,0.8853,8.1006,4.7849,11.317
2.171,22.2679,0.8822,8.347,4.8947,15.2463
1.9883,27.0611,0.8952,7.4358,4.7109,9.3709
2.2042,30.1241,0.8544,8.0521,4.9137,7.2779
2.0279,28.3711,0.8762,7.4201,4.5908,8.3732
2.0458,22.8263,0.909,8.0188,4.7921,14.2993
2.1032,27.4227,0.8706,7.9118,4.6525,9.0776
2.1186,23.6699,0.8743,7.4561,4.8898,13.0339
2.0295,25.6773,0.899,8.1305,4.8122,10.6428
2.0094,28.3091,0.9086,7.7286,4.9343,8.4166
2.1161,26.8182,0.8685,8.163,4.726,9.5763
2.1485,30.7841,0.8624,7.9453,4.7749,6.9228
2.0987,27.4069,0.8724,7.5726,4.8304,9.0901
2.0095,26.9733,0.8874,7.7442,4.6797,9.4443
2.1518,29.9289,0.869,7.9072,4.867,7.3884
2.14,32.0015,0.8507,7.5549,4.7205,6.3351
2.041,28.6814,0.8969,7.7464,4.8686,8.1613
2.1958,26.3174,0.8592,7.9796,4.8042,10.0228
2.1994,26.5538,0.851,7.8994,4.6162,9.8081
2.0982,29.2157,0.8841,7.357,4.8521,7.8154
2.0506,26.1313,0.9046,7.9991,4.8974,10.1971
2.1951,26.4281,0.858,8.0395,4.7451,9.9213
2.0593,31.8924,0.8692,7.5464,4.8142,6.3846
2.0168,24.5977,0.9178,8.113,4.901,11.834
2.1511,23.7498,0.8809,7.8224,4.8494,12.9233
2.1261,31.1891,0.8675,7.3934,4.7934,6.7181
2.1854,29.267,0.8614,8.0657,4.9133,7.7835
2.1594,28.7884,0.8507,7.5524,4.9449,8.0901
2.0836,33.8193,0.8793,7.6403,4.8991,5.5927
2.0981,25.6774,0.8842,8.1153,4.7128,10.6426
2.0608,29.7358,0.8911,7.3863,4.8486,7.5004
2.1754,30.4179,0.8622,7.8316,4.9177,7.1164
2.0504,24.4077,0.898,8.1891,4.7449,12.0652
2.0521,27.0844,0.8783,7.4927,4.6763,9.3515
2.1916,25.3481,0.8661,7.9635,4.8873,10.9853
2.1397,29.1763,0.8555,7.7545,4.4824,7.8401
2.1136,26.9843,0.8693,7.8531,4.9038,9.4351
2.0935,28.4609,0.8871,7.5515,4.9001,8.311
2.1376,28.2806,0.862,7.7292,4.4896,8.4367
2.1402,28.3176,0.8527,8.01,4.4037,8.4107
2.0191,26.5309,0.8759,7.477,4.5863,9.8285
2.2122,28.1862,0.8601,7.6073,4.8616,8.5037
2.1345,24.0224,0.8837,7.9185,4.9479,12.5565
2.201,26.0488,0.8578,8.3227,4.7081,10.2759
2.1619,28.4885,0.8544,8.1759,4.6766,8.292
2.1452,25.2995,0.87,7.9032,4.7778,11.0374
2.0978,31.7267,0.8731,7.8151,4.7588,6.4608
2.1673,27.6218,0.8587,7.8997,4.6061,8.9222
2.1513,28.7396,0.8645,7.9581,4.8371,8.1224
2.2341,26.4329,0.8524,7.6214,4.8149,9.9169
2.1603,29.0495,0.8576,7.5972,4.9173,7.9205
2.0831,28.0923,0.8633,7.4593,4.5841,8.5711
2.0885,26.5343,0.8875,8.178,4.8398,9.8255
2.1352,26.5007,0.8689,7.9628,4.8198,9.8556
2.1454,27.9898,0.8782,7.7871,4.9365,8.6457
2.0136,27.636,0.9136,7.5976,4.9031,8.9112
2.1886,24.9718,0.8691,7.9616,4.7737,11.3985
2.0854,30.9298,0.8816,7.7757,4.8331,6.8481
2.0101,27.4119,0.8823,7.4681,4.7173,9.0862
2.0484,26.2242,0.8976,7.8207,4.8319,10.1095
2.0977,27.1067,0.8793,8.1203,4.9093,9.3331
2.0815,24.4291,0.8967,8.4255,4.8313,12.0388
2.0897,27.1258,0.8807,7.9749,4.838,9.3173
2.1276,24.0582,0.8801,8.2933,4.9149,12.5095
2.1151,25.9932,0.8826,8.112,4.8604,10.3295
2.0376,30.0495,0.875,7.3407,4.725,7.3198
2.1578,27.4565,0.8671,7.9491,4.8782,9.0509
2.247,27.5433,0.8508,7.7414,4.9377,8.983
2.099,25.7826,0.8981,8.0878,4.9166,10.5367
2.072,28.5937,0.8802,7.9659,4.6299,8.2203
2.1037,27.4586,0.8754,7.6452,4.819,9.0492
2.0123,22.0792,0.9191,8.3864,4.7464,15.5887
1.9815,25.7818,0.8982,7.3745,4.8084,10.5376
2.0892,27.9078,0.8805,7.7556,4.7365,8.7062
2.2022,29.7283,0.8526,7.548,4.746,7.5047
2.0729,27.8541,0.8942,8.1889,4.8804,8.7461
2.1671,25.7973,0.8547,8.2721,4.6243,10.5221
2.0962,26.0837,0.8925,7.8993,4.9172,10.2424
2.2442,24.7833,0.8533,7.7143,4.878,11.6147
2.2226,29.417,0.8527,7.5412,4.7825,7.691
2.0617,28.2854,0.8672,7.4648,4.6074,8.4333
2.1237,31.6539,0.8628,7.3953,4.6663,6.4947
2.0413,24.6705,0.8873,7.703,4.7928,11.7473
2.1163,28.0167,0.8703,7.9171,4.7023,8.6261
2.0162,30.3594,0.8861,7.385,4.8715,7.1481
2.1029,28.348,0.8912,7.6327,4.8858,8.3893
2.0855,24.5855,0.8831,7.9336,4.812,11.8487
1.9951,27.9492,0.8912,7.5038,4.8306,8.6756
2.1323,31.2468,0.8516,7.7469,4.6317,6.6897
2.1827,26.4843,0.8508,8.1029,4.6033,9.8705
2.163,31.3518,0.8552,7.8535,4.6646,6.6386
2.1117,26.6885,0.8724,8.0012,4.6116,9.6889
2.2174,32.0321,0.8544,7.8076,4.9167,6.3214
2.1407,27.8241,0.8564,7.9243,4.4769,8.7686
2.2082,29.8631,0.8514,7.8272,4.8788,7.4263
2.1393,26.3494,0.8656,7.4811,4.8528,9.9934
2.1301,27.7756,0.8779,7.5316,4.7909,8.805
2.0775,25.6949,0.8888,8.0046,4.745,10.6249
2.0018,25.5998,0.9138,7.5256,4.8857,10.7219
2.0906,27.0894,0.8909,7.6573,4.8215,9.3474
2.1621,32.1316,0.8635,7.6654,4.9153,6.277
2.1858,25.4884,0.8545,8.2918,4.8215,10.8373
2.1743,27.3434,0.8519,7.7264,4.617,9.1407
2.1527,27.2618,0.8695,7.6537,4.7555,9.2063
2.2274,26.6032,0.8513,8.112,4.7359,9.7641
2.0261,29.7181,0.8999,7.7078,4.8573,7.5107
2.1719,30.7987,0.8638,8.0328,4.9236,6.9152
2.0113,26.0069,0.9043,7.548,4.8678,10.3163
2.1366,27.0427,0.8672,8.2214,4.7005,9.3862
2.1788,29.9185,0.8712,7.9313,4.9261,7.3944
2.0834,26.9892,0.8799,7.7382,4.8608,9.4309
2.1251,27.6108,0.851,7.423,4.7668,8.9307
2.1659,29.5666,0.8551,7.8173,4.5243,7.6006
2.1021,29.9926,0.8688,7.3635,4.8944,7.3521
2.1323,30.606,0.8644,7.8523,4.8546,7.0159
2.0596,28.5442,0.8886,7.9248,4.9453,8.2539
2.2177,29.2549,0.8585,7.4251,4.9307,7.791
2.1061,31.4561,0.8541,7.5998,4.5996,6.5884
2.0363,30.4959,0.8871,7.5365,4.853,7.0744
2.121,28.8712,0.8609,7.6307,4.8896,8.0357
2.1667,23.8796,0.8751,8.0798,4.8001,12.7466
2.1762,28.1534,0.8509,7.8861,4.4889,8.5272
