Basal lumen diameter (mm),Infill density,Taper ratio,Cochlear width (mm),Cochlear height (mm),Matrix resistivity (kohm.cm)
2.4265,46.5702,0.7691,7.4713,4.7812,2.80581707
2.3921,45.674,0.7752,7.3848,4.5532,2.922028125
2.4206,45.1378,0.7787,7.543,4.6547,2.99520729
2.4047,44.7519,0.7941,7.5616,4.8388,3.049667994
2.2935,44.3777,0.7992,7.3754,4.7474,3.103974537
2.4266,44.2055,0.7658,7.3933,4.5211,3.129476324
2.463,43.9256,0.7619,7.4435,4.9278,3.171634403
2.412,43.4551,0.7783,7.653,4.6409,3.244534862
2.4101,43.447,0.7768,7.4682,4.502,3.245812823
2.3446,43.3569,0.7912,7.593,4.6874,3.260081528
2.3698,43.2678,0.7904,7.6552,4.8313,3.274288789
2.4121,43.1179,0.7796,7.7554,4.9269,3.298410764
2.4368,42.3947,0.765,7.4177,4.4706,3.418798914
2.4529,42.2884,0.7734,7.3772,4.4841,3.43707396
2.4552,41.8179,0.7808,7.6127,4.4446,3.51983072
2.3957,41.7241,0.7871,7.6911,4.7136,3.536702664
2.3843,41.3289,0.7911,7.4894,4.7626,3.609199236
2.3342,40.3532,0.79,7.6801,4.5403,3.798498166
2.321,40.2273,0.7882,7.6263,4.7435,3.824054976
2.354,39.3864,0.7878,8.3525,4.678,4.001883828
2.3576,39.2648,0.8131,7.8841,4.8142,4.028669778
2.376,38.9041,0.7731,8.2143,4.5386,4.109799537
2.3966,38.4214,0.7724,7.5752,4.3871,4.222442474
2.3372,37.3437,0.8139,7.6939,4.7028,4.492114561
2.2225,36.9816,0.828,7.5148,4.7649,4.588818651
2.4068,36.8225,0.8071,7.8538,4.8632,4.632344178
2.3695,36.6693,0.7765,7.4381,3.6543,4.674870297
2.3389,36.0071,0.8072,7.9492,4.5949,4.865920424
2.2589,35.5594,0.823,7.4854,4.4848,5.002115832
2.4268,35.5587,0.7881,7.8884,4.7422,5.00233344
2.2454,35.4751,0.8331,7.6187,4.8488,5.028429103
2.2013,35.4419,0.835,7.4927,4.4068,5.038851688
2.4514,35.4021,0.7551,7.6882,4.4668,5.051390924
2.1794,35.381,0.8367,7.3498,4.3959,5.058058457
2.1902,35.283,0.8362,7.5348,4.5671,5.089207719
2.2021,35.1745,0.8512,7.4409,4.7569,5.124046503
2.4336,35.0346,0.8123,7.7147,4.8357,5.169522319
2.3298,34.969,0.8257,7.9893,4.8978,5.191064438
2.3155,34.9262,0.8045,7.7812,4.4097,5.205195304
2.2375,34.8908,0.831,7.6883,4.7186,5.216928592
