Basal lumen diameter (mm),Infill density,Taper ratio,Cochlear width (mm),Cochlear height (mm),Matrix resistivity (kohm.cm)
2.31E+00,3.81E+01,9.47E-01,7.93E+00,4.04E+00,4.308241782
2.02E+00,3.83E+01,9.60E-01,7.98E+00,4.02E+00,4.251979265
2.48E+00,3.21E+01,9.37E-01,7.95E+00,4.25E+00,6.30014768
2.08E+00,4.31E+01,9.26E-01,8.27E+00,3.78E+00,3.296757028
2.18E+00,3.98E+01,9.56E-01,8.25E+00,3.82E+00,3.922500068
2.20E+00,4.40E+01,9.58E-01,7.67E+00,4.14E+00,3.154566547
2.00E+00,3.78E+01,9.48E-01,8.69E+00,3.63E+00,4.381401105
2.07E+00,3.78E+01,9.48E-01,8.78E+00,3.66E+00,4.370109608
2.03E+00,4.78E+01,9.59E-01,7.85E+00,3.81E+00,2.654106749
2.07E+00,4.50E+01,9.50E-01,7.58E+00,4.14E+00,3.015955672
2.38E+00,3.78E+01,9.24E-01,8.39E+00,3.86E+00,4.362985231
2.11E+00,3.28E+01,9.57E-01,8.98E+00,3.62E+00,5.999005817
2.44E+00,3.86E+01,9.33E-01,8.05E+00,4.00E+00,4.174042556
1.98E+00,4.92E+01,9.46E-01,8.19E+00,3.58E+00,2.503815032
2.28E+00,2.83E+01,9.49E-01,8.03E+00,4.17E+00,8.400697561
2.47E+00,2.98E+01,9.26E-01,7.40E+00,4.59E+00,7.465720973
2.47E+00,2.66E+01,9.41E-01,7.45E+00,4.74E+00,9.808045142
2.08E+00,3.84E+01,9.41E-01,8.41E+00,3.82E+00,4.239090858
2.45E+00,4.19E+01,8.81E-01,8.31E+00,3.87E+00,3.499427614
2.33E+00,3.27E+01,9.00E-01,8.95E+00,3.73E+00,6.048193726
2.39E+00,3.30E+01,9.20E-01,8.15E+00,4.12E+00,5.906224365
2.47E+00,3.57E+01,9.31E-01,8.40E+00,3.85E+00,4.95979469
2.26E+00,4.03E+01,9.15E-01,8.64E+00,3.72E+00,3.808647154
2.42E+00,3.74E+01,9.31E-01,8.18E+00,3.95E+00,4.482623983
2.37E+00,3.45E+01,9.39E-01,8.72E+00,3.64E+00,5.361310175
2.05E+00,3.73E+01,9.54E-01,8.54E+00,3.64E+00,4.491840853
2.02E+00,5.11E+01,9.56E-01,7.77E+00,3.90E+00,2.314602911
2.14E+00,4.67E+01,9.37E-01,7.90E+00,3.91E+00,2.788666799
2.41E+00,3.00E+01,9.45E-01,8.87E+00,3.78E+00,7.371643007
2.15E+00,4.14E+01,8.97E-01,8.54E+00,3.79E+00,3.59873238
2.09E+00,3.89E+01,9.22E-01,8.75E+00,3.54E+00,4.113685794
2.10E+00,5.00E+01,9.53E-01,7.80E+00,3.92E+00,2.418669204
2.34E+00,3.84E+01,9.30E-01,8.31E+00,3.90E+00,4.228385075
2.38E+00,2.76E+01,9.45E-01,9.25E+00,3.61E+00,8.957150049
2.29E+00,3.27E+01,9.35E-01,8.70E+00,3.86E+00,6.01963919
2.36E+00,4.22E+01,9.43E-01,7.69E+00,4.14E+00,3.450647995
2.30E+00,4.37E+01,9.39E-01,7.63E+00,4.11E+00,3.198632436
2.04E+00,4.06E+01,9.27E-01,8.72E+00,3.68E+00,3.756826945
2.37E+00,3.74E+01,9.11E-01,8.59E+00,3.70E+00,4.4821233
2.41E+00,2.67E+01,9.59E-01,7.68E+00,4.30E+00,9.662452061
2.30E+00,3.49E+01,9.21E-01,8.97E+00,3.57E+00,5.229565287
2.40E+00,3.00E+01,9.43E-01,8.15E+00,4.20E+00,7.32349527
2.25E+00,4.71E+01,9.02E-01,8.10E+00,3.83E+00,2.742517894
2.15E+00,3.90E+01,9.52E-01,8.73E+00,3.59E+00,4.097452351
2.11E+00,4.23E+01,9.55E-01,8.29E+00,3.82E+00,3.43062926
2.29E+00,3.39E+01,9.42E-01,8.49E+00,3.91E+00,5.561731117
2.00E+00,4.80E+01,9.54E-01,7.88E+00,3.77E+00,2.629957429
2.46E+00,3.05E+01,9.23E-01,7.98E+00,4.13E+00,7.092898099
2.47E+00,2.91E+01,9.53E-01,8.00E+00,4.14E+00,7.908254864
2.34E+00,3.91E+01,9.38E-01,8.21E+00,3.82E+00,4.055135936
2.27E+00,3.28E+01,9.30E-01,8.86E+00,3.80E+00,5.995147941
2.40E+00,3.44E+01,9.48E-01,8.33E+00,4.01E+00,5.368673881
2.35E+00,3.49E+01,9.39E-01,8.56E+00,3.79E+00,5.197956461
2.28E+00,3.60E+01,9.29E-01,8.24E+00,3.94E+00,4.857569779
2.49E+00,3.29E+01,9.32E-01,8.08E+00,4.16E+00,5.955832973
2.26E+00,3.66E+01,9.15E-01,8.85E+00,3.70E+00,4.699708757
2.32E+00,3.15E+01,9.07E-01,9.07E+00,3.66E+00,6.578512569
2.31E+00,3.48E+01,9.10E-01,8.96E+00,3.54E+00,5.246417502
2.37E+00,2.78E+01,9.23E-01,9.17E+00,3.65E+00,8.790415947
2.14E+00,4.88E+01,9.40E-01,7.77E+00,3.92E+00,2.54113226
2.21E+00,3.54E+01,9.35E-01,9.08E+00,3.53E+00,5.043523692
2.24E+00,4.13E+01,9.26E-01,8.51E+00,3.68E+00,3.619676923
2.00E+00,4.98E+01,9.21E-01,8.15E+00,3.79E+00,2.446809291
2.46E+00,2.96E+01,9.27E-01,7.95E+00,4.17E+00,7.598003686
2.16E+00,4.25E+01,9.40E-01,8.21E+00,3.87E+00,3.393898343
2.33E+00,3.45E+01,9.25E-01,8.54E+00,3.84E+00,5.33957818
2.37E+00,3.39E+01,9.41E-01,8.69E+00,3.69E+00,5.572100463
2.06E+00,3.85E+01,9.15E-01,8.80E+00,3.67E+00,4.205571096
2.05E+00,4.86E+01,9.19E-01,7.96E+00,3.84E+00,2.563962032
2.14E+00,3.84E+01,9.07E-01,8.93E+00,3.54E+00,4.236337011
2.29E+00,2.96E+01,9.43E-01,8.01E+00,4.17E+00,7.556085085
2.30E+00,3.13E+01,9.46E-01,8.55E+00,3.85E+00,6.647557693
2.17E+00,4.20E+01,9.21E-01,8.48E+00,3.75E+00,3.48396133
2.06E+00,3.75E+01,9.13E-01,9.01E+00,3.58E+00,4.461397056
2.45E+00,3.60E+01,9.32E-01,8.27E+00,3.98E+00,4.868956444
2.00E+00,4.70E+01,9.48E-01,7.97E+00,3.85E+00,2.74779536
2.27E+00,4.26E+01,9.17E-01,8.06E+00,4.02E+00,3.39039565
2.28E+00,3.12E+01,9.29E-01,8.60E+00,3.89E+00,6.724521161
2.33E+00,2.72E+01,9.50E-01,7.96E+00,4.26E+00,9.252374374
1.98E+00,3.53E+01,9.54E-01,8.85E+00,3.63E+00,5.082097625
2.04E+00,3.77E+01,9.38E-01,8.95E+00,3.55E+00,4.406443066
2.39E+00,3.67E+01,9.35E-01,8.43E+00,3.79E+00,4.678483442
2.10E+00,4.57E+01,9.55E-01,8.00E+00,3.75E+00,2.917365993
2.38E+00,4.19E+01,9.11E-01,8.13E+00,3.94E+00,3.497948518
2.13E+00,3.89E+01,9.57E-01,8.71E+00,3.60E+00,4.118176267
2.40E+00,3.41E+01,9.19E-01,8.31E+00,3.96E+00,5.495433234
2.35E+00,4.27E+01,9.59E-01,7.34E+00,4.35E+00,3.370882681
2.49E+00,3.77E+01,8.98E-01,8.58E+00,3.80E+00,4.399111837
2.39E+00,2.67E+01,9.42E-01,8.10E+00,4.21E+00,9.682692361
2.12E+00,4.66E+01,9.47E-01,8.07E+00,3.90E+00,2.80715303
2.33E+00,3.84E+01,9.27E-01,8.34E+00,3.88E+00,4.225059989
2.25E+00,3.99E+01,9.49E-01,8.34E+00,3.70E+00,3.896811152
2.08E+00,4.45E+01,9.56E-01,8.04E+00,3.77E+00,3.086871874
2.48E+00,3.30E+01,9.38E-01,8.01E+00,4.16E+00,5.893540359
2.43E+00,2.76E+01,9.44E-01,7.71E+00,4.37E+00,8.933740617
2.49E+00,2.85E+01,9.36E-01,7.80E+00,4.45E+00,8.269212923
2.45E+00,3.29E+01,9.16E-01,8.69E+00,3.88E+00,5.941210884
2.11E+00,4.62E+01,9.59E-01,8.15E+00,3.71E+00,2.857006769
2.01E+00,4.84E+01,9.14E-01,8.38E+00,3.68E+00,2.592831438
2.45E+00,2.52E+01,9.50E-01,8.73E+00,3.86E+00,11.1757375
2.38E+00,3.26E+01,9.24E-01,8.19E+00,4.11E+00,6.072109026
2.18E+00,3.73E+01,9.57E-01,8.11E+00,3.93E+00,4.494228739
2.43E+00,3.39E+01,9.43E-01,8.54E+00,3.77E+00,5.546192113
2.23E+00,4.49E+01,9.25E-01,8.00E+00,4.03E+00,3.029508914
2.01E+00,4.71E+01,9.56E-01,7.88E+00,3.88E+00,2.739207955
2.21E+00,3.43E+01,9.28E-01,9.16E+00,3.57E+00,5.429442333
2.22E+00,3.69E+01,9.40E-01,8.69E+00,3.57E+00,4.609503609
2.40E+00,3.45E+01,8.85E-01,8.90E+00,3.72E+00,5.355041324
2.01E+00,4.95E+01,9.15E-01,8.14E+00,3.82E+00,2.469433778
2.44E+00,3.25E+01,9.29E-01,8.64E+00,3.81E+00,6.110764067
2.04E+00,3.86E+01,9.39E-01,8.83E+00,3.66E+00,4.181501225
2.13E+00,4.18E+01,9.15E-01,8.69E+00,3.68E+00,3.521043094
2.47E+00,3.37E+01,9.29E-01,7.93E+00,4.20E+00,5.626061018
2.28E+00,4.08E+01,9.57E-01,7.89E+00,4.04E+00,3.712532818
2.14E+00,4.24E+01,9.39E-01,8.19E+00,3.75E+00,3.416078949
2.27E+00,4.34E+01,9.23E-01,8.16E+00,3.84E+00,3.259197898
2.00E+00,4.57E+01,9.48E-01,8.01E+00,3.97E+00,2.921285136
2.43E+00,3.35E+01,9.58E-01,7.98E+00,4.16E+00,5.731668326
2.28E+00,4.49E+01,9.14E-01,7.97E+00,3.92E+00,3.031048695
2.07E+00,4.56E+01,9.17E-01,8.50E+00,3.68E+00,2.937958163
2.30E+00,3.74E+01,9.19E-01,8.93E+00,3.53E+00,4.473049758
2.26E+00,4.07E+01,9.39E-01,7.89E+00,4.07E+00,3.73468681
2.46E+00,3.56E+01,9.37E-01,8.32E+00,3.99E+00,4.99849613
2.20E+00,4.01E+01,9.29E-01,7.97E+00,4.03E+00,3.849022924
2.45E+00,3.26E+01,9.55E-01,8.00E+00,4.21E+00,6.079457029
2.06E+00,4.82E+01,9.04E-01,8.33E+00,3.74E+00,2.606868001
2.45E+00,3.02E+01,9.44E-01,7.49E+00,4.58E+00,7.241664895
2.14E+00,3.69E+01,9.22E-01,9.03E+00,3.57E+00,4.61874494
2.05E+00,4.74E+01,9.05E-01,8.35E+00,3.72E+00,2.706860232
2.38E+00,3.92E+01,9.49E-01,8.29E+00,3.81E+00,4.047457109
2.18E+00,4.00E+01,9.07E-01,8.45E+00,3.80E+00,3.876062237
2.06E+00,4.50E+01,9.39E-01,8.12E+00,3.84E+00,3.017614776
2.21E+00,4.47E+01,9.19E-01,8.33E+00,3.72E+00,3.062629869
2.50E+00,3.13E+01,9.19E-01,7.99E+00,4.13E+00,6.639574157
2.31E+00,3.71E+01,9.19E-01,8.37E+00,3.95E+00,4.550503353
2.36E+00,3.23E+01,9.51E-01,8.45E+00,3.96E+00,6.211970841
2.03E+00,4.43E+01,9.38E-01,8.53E+00,3.55E+00,3.117871486
2.38E+00,3.04E+01,9.52E-01,7.49E+00,4.70E+00,7.121372531
2.49E+00,3.43E+01,9.16E-01,7.71E+00,4.26E+00,5.431751818
2.15E+00,3.90E+01,9.41E-01,8.71E+00,3.55E+00,4.078855471
2.07E+00,4.52E+01,8.92E-01,8.72E+00,3.62E+00,2.984015791
2.00E+00,3.62E+01,9.55E-01,8.69E+00,3.76E+00,4.80873874
2.38E+00,3.35E+01,9.42E-01,8.37E+00,3.92E+00,5.696818216
2.46E+00,3.10E+01,9.34E-01,8.61E+00,3.95E+00,6.797016359
2.15E+00,4.47E+01,9.37E-01,8.15E+00,3.79E+00,3.053821434
2.37E+00,3.80E+01,9.45E-01,8.47E+00,3.76E+00,4.331314291
2.13E+00,4.02E+01,9.41E-01,8.65E+00,3.61E+00,3.831991773
2.28E+00,4.61E+01,9.57E-01,7.34E+00,4.30E+00,2.863768344
2.38E+00,3.62E+01,9.11E-01,8.76E+00,3.61E+00,4.805306424
2.47E+00,3.16E+01,9.42E-01,7.69E+00,4.34E+00,6.506609287
2.32E+00,4.47E+01,9.22E-01,7.88E+00,3.99E+00,3.055820614
2.08E+00,4.27E+01,9.37E-01,8.49E+00,3.76E+00,3.364939737
2.39E+00,3.85E+01,9.19E-01,8.35E+00,3.78E+00,4.194679283
2.25E+00,3.61E+01,9.18E-01,8.90E+00,3.62E+00,4.829215868
2.44E+00,3.16E+01,9.50E-01,7.72E+00,4.21E+00,6.521927054
2.42E+00,3.07E+01,9.30E-01,8.37E+00,3.99E+00,6.990419782
2.47E+00,3.09E+01,9.36E-01,8.81E+00,3.81E+00,6.881323835
2.14E+00,3.83E+01,9.21E-01,8.60E+00,3.82E+00,4.25133489
2.37E+00,3.69E+01,9.09E-01,8.65E+00,3.72E+00,4.615285118
2.40E+00,3.19E+01,9.42E-01,8.49E+00,3.99E+00,6.385995791
2.02E+00,4.35E+01,9.30E-01,8.41E+00,3.64E+00,3.237757834
2.21E+00,3.38E+01,9.28E-01,8.93E+00,3.75E+00,5.58660934
2.46E+00,2.56E+01,9.27E-01,7.34E+00,4.81E+00,10.74277296
2.38E+00,3.50E+01,9.25E-01,8.83E+00,3.65E+00,5.187424776
2.47E+00,3.40E+01,9.51E-01,8.30E+00,3.91E+00,5.532270809
2.21E+00,3.27E+01,9.48E-01,8.88E+00,3.68E+00,6.022483442
2.44E+00,2.95E+01,9.42E-01,7.79E+00,4.35E+00,7.628908729
2.28E+00,3.41E+01,9.57E-01,8.56E+00,3.73E+00,5.504826705
2.09E+00,4.44E+01,9.29E-01,8.15E+00,3.84E+00,3.103292827
2.49E+00,2.78E+01,9.39E-01,8.14E+00,4.14E+00,8.789417107
2.15E+00,4.65E+01,9.10E-01,7.67E+00,4.16E+00,2.809944248
2.45E+00,3.02E+01,9.58E-01,8.07E+00,4.15E+00,7.256178049
2.02E+00,5.01E+01,9.30E-01,8.04E+00,3.85E+00,2.415909698
2.11E+00,3.48E+01,9.47E-01,9.10E+00,3.53E+00,5.259268877
2.18E+00,4.13E+01,9.56E-01,7.88E+00,4.01E+00,3.62135041
2.03E+00,4.59E+01,8.97E-01,8.73E+00,3.68E+00,2.89589682
2.26E+00,3.70E+01,9.18E-01,8.75E+00,3.59E+00,4.581602922
2.30E+00,3.49E+01,9.57E-01,8.40E+00,3.87E+00,5.206460072
2.06E+00,4.35E+01,9.42E-01,8.46E+00,3.72E+00,3.238510766
2.41E+00,3.32E+01,9.53E-01,8.09E+00,4.14E+00,5.82657736
1.99E+00,4.88E+01,9.54E-01,7.91E+00,3.96E+00,2.542824209
2.25E+00,3.79E+01,9.40E-01,8.62E+00,3.74E+00,4.350353213
2.03E+00,4.65E+01,9.55E-01,8.11E+00,3.64E+00,2.820032974
2.46E+00,3.96E+01,8.98E-01,8.51E+00,3.73E+00,3.957601928
2.27E+00,3.44E+01,9.54E-01,8.27E+00,3.91E+00,5.386475278
2.44E+00,3.38E+01,9.30E-01,8.64E+00,3.83E+00,5.593728259
2.37E+00,2.63E+01,9.52E-01,7.82E+00,4.48E+00,10.04465662
2.06E+00,4.03E+01,9.58E-01,8.38E+00,3.63E+00,3.813112838
2.28E+00,3.67E+01,9.49E-01,8.44E+00,3.76E+00,4.662053623
2.17E+00,4.12E+01,9.21E-01,8.44E+00,3.67E+00,3.628885008
2.29E+00,4.52E+01,9.43E-01,7.96E+00,3.83E+00,2.991002453
2.28E+00,3.20E+01,9.16E-01,9.12E+00,3.65E+00,6.353672726
2.47E+00,3.89E+01,8.95E-01,8.59E+00,3.71E+00,4.106572191
2.34E+00,2.85E+01,9.50E-01,8.08E+00,4.16E+00,8.286820174
2.40E+00,2.61E+01,9.57E-01,7.62E+00,4.37E+00,10.22451554
2.33E+00,3.15E+01,9.41E-01,8.86E+00,3.76E+00,6.554571048
2.43E+00,3.67E+01,9.04E-01,8.51E+00,3.86E+00,4.66752325
2.14E+00,4.32E+01,9.21E-01,8.32E+00,3.81E+00,3.287716492
2.20E+00,3.38E+01,9.50E-01,8.76E+00,3.63E+00,5.595186482
2.26E+00,4.36E+01,9.44E-01,7.70E+00,4.21E+00,3.224993944
2.16E+00,4.44E+01,9.46E-01,7.43E+00,4.20E+00,3.099640908
2.23E+00,3.09E+01,9.07E-01,9.40E+00,3.55E+00,6.871026938
2.20E+00,4.16E+01,9.42E-01,7.99E+00,3.93E+00,3.561544876
2.06E+00,4.81E+01,9.23E-01,8.04E+00,3.89E+00,2.627411253
2.21E+00,3.64E+01,9.55E-01,8.61E+00,3.76E+00,4.748344175
2.49E+00,3.07E+01,9.52E-01,7.57E+00,4.43E+00,6.967299213
2.00E+00,4.55E+01,9.36E-01,8.50E+00,3.65E+00,2.943520376
2.02E+00,3.93E+01,9.54E-01,8.51E+00,3.65E+00,4.012488669
2.05E+00,4.06E+01,9.18E-01,9.05E+00,3.55E+00,3.749224324
2.27E+00,3.24E+01,9.13E-01,9.03E+00,3.71E+00,6.15236656
2.31E+00,4.04E+01,9.23E-01,8.38E+00,3.74E+00,3.780208173
2.16E+00,4.07E+01,9.44E-01,7.67E+00,4.12E+00,3.725200033
2.45E+00,3.53E+01,9.60E-01,8.07E+00,3.95E+00,5.079536368
2.01E+00,4.45E+01,9.24E-01,8.37E+00,3.71E+00,3.092529396
2.19E+00,3.31E+01,9.57E-01,7.85E+00,4.30E+00,5.864298976
2.38E+00,4.36E+01,9.15E-01,8.12E+00,3.93E+00,3.225261453
2.22E+00,4.35E+01,9.42E-01,7.73E+00,4.20E+00,3.23173786
2.22E+00,3.65E+01,9.28E-01,8.81E+00,3.64E+00,4.721773257
2.00E+00,4.67E+01,9.10E-01,8.61E+00,3.56E+00,2.788684577
2.28E+00,4.21E+01,9.27E-01,8.10E+00,3.98E+00,3.461845219
2.36E+00,3.94E+01,9.27E-01,8.58E+00,3.68E+00,3.989386718
2.21E+00,3.62E+01,9.00E-01,8.88E+00,3.73E+00,4.79592968
2.42E+00,3.21E+01,9.44E-01,7.97E+00,4.15E+00,6.289272789
2.28E+00,4.17E+01,9.59E-01,7.55E+00,4.25E+00,3.541759578
2.10E+00,4.27E+01,9.51E-01,8.10E+00,3.76E+00,3.372639385
2.08E+00,4.28E+01,8.96E-01,8.75E+00,3.59E+00,3.351436531
2.38E+00,2.87E+01,9.40E-01,7.77E+00,4.43E+00,8.13078443
2.42E+00,2.78E+01,9.52E-01,7.71E+00,4.39E+00,8.792752628
2.11E+00,4.75E+01,9.32E-01,8.08E+00,3.79E+00,2.692797046
2.19E+00,4.23E+01,9.16E-01,8.32E+00,3.85E+00,3.434903914
2.37E+00,3.20E+01,9.53E-01,8.47E+00,3.91E+00,6.35066304
2.10E+00,4.22E+01,9.52E-01,7.70E+00,4.06E+00,3.45556517
