Basal lumen diameter (mm),Infill density,Taper ratio,Cochlear width (mm),Cochlear height (mm),Matrix resistivity (kohm.cm)
2.1586,34.7275,0.9484,7.3404,4.8194,4.915
2.1155,25.3907,0.9565,7.5777,4.5348,10.044
2.1996,27.6198,0.9451,7.6888,4.8042,8.2289
2.1117,25.817,0.9578,7.7309,4.5043,9.6507
2.2789,29.0413,0.9317,7.5797,4.6408,7.327
2.1101,27.6602,0.9518,7.6603,4.2529,8.2008
2.2861,27.303,0.9251,7.7656,4.4336,8.4538
2.2837,23.1293,0.936,7.5277,4.8146,12.6263
2.4078,25.0629,0.8799,7.6243,4.6242,10.3638
2.2345,32.4165,0.9212,7.6207,4.82,5.7181
2.1384,34.5989,0.921,7.3704,4.1143,4.9549
2.2269,23.946,0.9301,7.4978,4.793,11.5839
2.1655,30.5332,0.9458,7.8381,4.1845,6.5377
2.2766,29.9183,0.9162,7.7797,4.3277,6.8459
2.2615,35.4384,0.8641,7.389,4.0524,4.7034
2.1469,24.423,0.9581,7.5774,4.8169,11.0365
2.2311,25.1374,0.9522,7.4483,4.6337,10.2897
2.2788,30.2171,0.9241,7.7459,4.6243,6.6933
2.1665,32.9398,0.944,7.8519,4.2799,5.519
2.2454,25.3755,0.9437,7.7337,4.5645,10.0585
2.2504,31.5626,0.9047,7.4852,4.833,6.0683
2.0246,34.4544,0.9594,7.3734,4.5906,5.0004
2.1533,27.4662,0.9461,7.4665,4.717,8.3367
2.1962,30.9739,0.9395,7.451,4.3175,6.33
2.1972,34.3045,0.9154,7.4629,4.3621,5.0482
2.2453,36.9594,0.9093,7.402,4.1118,4.2962
2.2229,34.1998,0.9357,7.3876,4.5714,5.082
2.2666,26.758,0.9306,7.7176,4.3323,8.8641
2.1448,28.364,0.9531,7.4005,4.2757,7.7361
2.2643,35.2866,0.9344,7.4292,4.5853,4.7474
2.2574,24.6367,0.9499,7.3484,4.8762,10.8044
2.1489,24.1282,0.9506,7.5414,4.8584,11.3698
2.1743,25.3175,0.935,7.6827,4.5627,10.114
2.178,23.544,0.9514,7.3716,4.2142,12.0793
2.3143,31.9782,0.9172,7.4395,4.9199,5.8938
2.2968,33.8715,0.9301,7.3813,4.895,5.1905
2.2744,23.2181,0.9335,7.4487,4.7627,12.5059
2.1083,25.6595,0.9598,7.474,4.8534,9.7931
2.1613,29.5445,0.9509,7.9979,4.3907,7.0447
2.2053,24.2926,0.9589,7.4825,4.372,11.182
2.1668,24.8588,0.9375,7.7158,4.5106,10.5711
2.1338,29.1774,0.9318,7.6391,4.579,7.2489
2.1213,27.6106,0.9466,7.3506,4.3031,8.2352
2.2526,23.6997,0.9586,7.4615,4.8016,11.8835
2.1271,31.115,0.938,7.54,4.7398,6.2656
2.0595,28.2723,0.9392,7.3468,4.6937,7.7943
2.146,32.9184,0.9462,7.4173,4.7023,5.5269
2.1335,28.91,0.9393,7.5254,4.3118,7.4036
2.0591,26.536,0.9568,7.4408,4.8517,9.0403
2.2799,30.089,0.9054,7.6187,4.2707,6.7581
2.2181,31.9472,0.9103,7.7101,4.854,5.9065
2.3359,26.5858,0.8981,7.4347,4.6086,9.0003
2.1342,23.8791,0.9592,7.6956,4.3831,11.664
2.2595,34.8579,0.8968,7.5552,4.7098,4.8751
2.1461,29.2514,0.9451,7.4731,4.2193,7.207
2.2462,31.1457,0.9431,7.6606,4.7552,6.2518
2.2339,29.0898,0.9241,7.549,4.5749,7.299
2.188,31.2736,0.9214,7.7382,4.9127,6.1946
2.2048,29.8728,0.9598,7.5278,4.579,6.8696
2.3037,32.2192,0.8837,7.5826,4.8686,5.7962
2.365,23.9771,0.9367,7.3522,4.8692,11.5469
2.2546,30.5512,0.9293,7.5448,4.787,6.529
1.9958,25.5711,0.9529,7.5881,4.0285,9.8745
2.3665,26.7794,0.8748,7.5105,4.5889,8.8474
2.2652,28.399,0.9321,7.8297,4.417,7.7141
2.2385,33.4891,0.9446,7.3575,4.7013,5.3215
2.0837,26.2837,0.9417,7.7294,4.1822,9.2474
2.1462,25.4657,0.929,7.7693,4.2065,9.973
2.1245,35.136,0.9236,7.35,4.1972,4.7917
2.3128,27.1364,0.8944,7.6935,4.416,8.576
2.2519,29.8446,0.9516,7.6287,4.9083,6.8844
2.2331,24.0477,0.9263,7.4094,4.649,11.4636
2.0854,27.4372,0.9298,7.3423,4.3569,8.3573
2.3099,33.8975,0.8893,7.4273,4.5484,5.1818
2.2529,28.2364,0.9214,7.7014,4.619,7.8173
2.2018,31.5572,0.9395,7.7999,4.8876,6.0707
2.3227,30.4459,0.9177,7.4408,4.8947,6.5801
2.2291,23.853,0.9483,7.5066,4.8042,11.6956
2.3184,29.9814,0.8871,7.3692,4.8409,6.8132
2.148,32.7627,0.9547,7.6373,4.7642,5.5851
2.149,25.2427,0.9451,7.3689,4.285,10.1864
2.2173,32.3215,0.914,7.7225,4.2393,5.7555
2.291,27.7407,0.9153,7.6296,4.7952,8.1455
2.2897,32.5237,0.8843,7.5378,4.3482,5.6764
2.0952,24.1991,0.9521,7.877,4.4045,11.2882
2.2051,34.7038,0.9154,7.5816,4.475,4.9224
2.2367,36.9515,0.9363,7.3475,4.7058,4.2982
2.1908,30.3388,0.9514,7.7463,4.3206,6.6327
2.4324,33.5184,0.8575,7.4153,4.8988,5.3113
2.3464,29.0899,0.9068,7.4445,4.5366,7.299
2.2218,24.4495,0.9429,7.7644,4.8977,11.0073
2.2048,29.9925,0.922,7.4557,4.6686,6.8075
2.2193,33.7759,0.9347,7.5325,4.7974,5.2227
2.1911,24.9307,0.9325,7.4221,4.768,10.4974
2.3837,32.509,0.8619,7.3969,4.3489,5.6821
2.1756,26.8624,0.9327,7.3959,4.6733,8.7831
2.092,26.7269,0.9349,7.4328,4.4934,8.8885
2.1033,27.4685,0.941,7.5629,4.0443,8.3351
2.2097,25.999,0.9439,7.8444,4.4736,9.4902
2.237,33.9763,0.9578,7.4971,4.7242,5.1555
2.2316,32.3806,0.901,7.4312,4.4641,5.7322
2.1174,25.9426,0.9491,7.3995,4.5619,9.5395
2.3069,25.5805,0.9427,7.4213,4.7917,9.8658
