Basal lumen diameter (mm),Infill density,Taper ratio,Cochlear width (mm),Cochlear height (mm),Matrix resistivity (kohm.cm)
2.1548,21.4062,0.8589,8.6291,4.8755,16.91350232
2.0305,23.2825,0.8763,7.8624,4.733,13.59228746
2.1395,21.4621,0.8618,8.6963,4.716,16.79685676
2.0588,25.9276,0.857,7.9194,4.5932,10.39335935
2.0134,20.7561,0.8512,7.8259,4.5241,18.36885559
2.0544,22.7741,0.8658,8.1534,4.6525,14.38390771
2.1619,23.2477,0.8516,8.6621,4.7508,13.64427324
2.1315,22.7768,0.8514,7.8654,4.8719,14.37951434
2.0597,21.6883,0.8703,7.8492,4.5742,16.3374844
1.9842,25.0196,0.8794,7.3971,4.8599,11.34471305
2.158,21.7944,0.8631,8.5559,4.8157,16.12876323
2.0401,20.5838,0.8631,8.2249,4.4404,18.78761194
2.1023,23.0662,0.8544,8.2218,4.8306,13.92052691
2.0341,22.0215,0.8604,7.433,4.6342,15.69581264
2.0462,23.9585,0.8677,8.0165,4.7751,12.64097698
2.0641,23.0164,0.8715,8.3726,4.8123,13.99785971
2.0094,26.5434,0.8781,7.4107,4.863,9.817352431
2.0638,20.1484,0.8616,8.7125,4.4691,19.91508707
2.1001,25.4445,0.8622,7.8867,4.936,10.88324124
2.0315,26.3284,0.8666,7.8876,4.7214,10.01264708
2.0767,25.1979,0.8594,8.138,4.6528,11.14740054
2.128,21.3988,0.8582,8.5331,4.648,16.9290389
1.9956,20.843,0.8725,8.5372,4.2443,18.16317792
2.1445,22.6929,0.8587,8.6821,4.6821,14.51702375
2.0031,23.2558,0.8776,7.65,4.8296,13.63214531
2.1218,24.8523,0.8541,7.9031,4.8859,11.53487693
2.0778,29.9221,0.8545,7.6727,4.781,7.392306371
2.0885,21.1922,0.853,8.1082,4.6181,17.3719999
2.094,26.0601,0.8561,7.7878,4.9312,10.26502521
2.0986,20.5023,0.8584,8.0518,4.5147,18.99092439
2.1613,22.1797,0.861,8.8498,4.84,15.40487877
1.9959,22.7891,0.8619,7.3973,4.4083,14.35952668
2.0364,20.9019,0.8868,8.1308,4.9429,18.0258162
1.9929,23.5436,0.8752,7.7065,4.6476,13.21195481
2.0205,22.082,0.8796,7.877,4.706,15.58354255
2.0943,21.2598,0.8579,8.7849,4.7009,17.22508196
2.0459,20.5091,0.8631,7.6687,4.7615,18.97382933
1.9813,22.7441,0.8682,7.6432,4.476,14.43286484
2.0599,24.1024,0.867,7.5996,4.8056,12.45193796
2.1133,22.4132,0.8508,8.486,4.674,14.99065509
2.1275,22.4828,0.856,8.9146,4.6417,14.87055746
2.0488,21.0947,0.8628,8.4288,4.4637,17.58738623
2.0194,24.5689,0.8562,7.9194,4.5472,11.86861331
2.091,21.5438,0.8529,7.9347,4.6189,16.62862892
2.085,22.7629,0.8677,7.4563,4.8941,14.40215455
2.0169,24.3296,0.8555,7.5944,4.4347,12.16235936
2.0185,24.0446,0.8757,7.8916,4.8912,12.52733296
2.0837,23.163,0.8591,7.5198,4.8761,13.7721121
1.9973,26.6682,0.8537,7.4637,4.4821,9.706715012
2.1152,26.2244,0.8556,8.0417,4.6708,10.10930901
2.0011,25.7339,0.8652,7.396,4.8686,10.58554578
2.0633,27.222,0.8528,7.4967,4.8694,9.238562121
2.0175,22.0358,0.8583,7.9576,4.3259,15.66916192
2.1177,24.0324,0.8651,7.8816,4.9158,12.54333824
2.0511,20.5921,0.8508,7.4689,4.4664,18.76709806
2.0323,24.0843,0.8676,8.2589,4.5774,12.47547116
2.0002,25.5923,0.8777,7.6823,4.8481,10.7295882
2.1278,23.6237,0.8503,8.2607,4.7425,13.09861333
2.123,21.5319,0.8569,8.908,4.6358,16.6529674
2.1165,23.3723,0.8522,8.3637,4.7834,13.45956517
2.1802,21.7814,0.8536,8.0669,4.8181,16.15411165
2.0567,20.2253,0.8591,8.4629,4.4126,19.70836423
2.1227,20.7816,0.8512,8.597,4.4902,18.30812446
2.0805,21.4489,0.8599,8.1343,4.6195,16.82428701
2.0479,28.6674,0.8545,7.3673,4.7449,8.170624323
2.0833,23.3355,0.8584,8.2541,4.6773,13.51370801
2.0229,22.2442,0.8556,7.6406,4.6972,15.28868061
2.0139,21.9107,0.8796,7.4517,4.8636,15.90473917
1.9947,20.5861,0.8943,8.2368,4.7902,18.78192385
2.0742,26.3061,0.8564,8.1356,4.5617,10.03325128
2.0674,21.4725,0.8691,8.2701,4.7819,16.77529439
2.1116,26.6858,0.8581,8.445,4.8597,9.691269609
1.9922,22.6284,0.8608,7.9084,4.4749,14.62414388
2.0965,26.233,0.8516,7.7861,4.771,10.10126045
2.1106,20.0468,0.8671,8.0465,4.7956,20.19346359
2.123,20.3193,0.863,8.5969,4.6365,19.46020716
2.1019,23.2461,0.8763,8.5641,4.8893,13.64667089
2.1378,21.8589,0.8605,8.3338,4.7775,16.00391321
2.0347,22.6327,0.8704,7.7566,4.5748,14.61696405
2.1459,20.6109,0.8599,9.0778,4.5579,18.72076248
2.0841,25.8636,0.8647,7.8062,4.8126,10.45625009
2.1212,21.5946,0.8682,8.1927,4.8152,16.52535455
2.0465,23.4567,0.8582,7.5135,4.6316,13.3366662
2.0464,22.449,0.8647,7.811,4.5924,14.92869164
2.0004,21.5039,0.8641,7.6479,4.6403,16.71045515
2.035,24.8981,0.862,8.0161,4.7015,11.48232388
2.1198,24.3202,0.8527,8.2515,4.5608,12.17413
2.108,29.4686,0.8538,7.9477,4.9234,7.659674068
2.1317,23.9981,0.8508,8.4243,4.5352,12.58850882
2.0152,20.3135,0.8587,8.0316,4.5751,19.47537687
1.9896,20.4852,0.8774,8.5638,4.3321,19.03402028
2.0303,24.4609,0.868,7.8472,4.8083,11.99979325
2.028,23.9334,0.864,8.0117,4.5038,12.67441101
2.0382,27.9284,0.8652,7.679,4.914,8.690940338
2.092,21.939,0.8535,7.4195,4.7049,15.85096348
2.1275,20.7689,0.8528,8.1896,4.8506,18.33833154
2.0202,21.2652,0.8777,8.184,4.6407,17.21342997
2.043,24.8515,0.8672,7.5647,4.7742,11.53579823
2.1185,21.0105,0.8727,8.9098,4.696,17.77677945
2.2001,20.8322,0.8515,8.7802,4.7313,18.18854277
2.0547,21.2216,0.8631,8.5735,4.5042,17.30786322
2.0763,23.6558,0.8629,8.4102,4.732,13.05361907
2.0581,20.6276,0.8817,8.9103,4.5632,18.67975289
2.0319,22.0426,0.8529,7.6931,4.6606,15.65651373
2.1849,20.7919,0.8556,8.8675,4.8353,18.28368303
2.0112,20.4428,0.8574,7.346,4.6997,19.14154159
2.0589,21.3706,0.8785,8.5831,4.5263,16.98845139
2.1077,30.1258,0.8544,7.7598,4.9147,7.276943863
2.1204,23.2778,0.8571,8.3732,4.6497,13.59929038
2.0323,21.6218,0.8615,7.4315,4.67,16.47047067
2.0281,22.3129,0.8769,7.7196,4.5915,15.16641992
2.0997,25.5023,0.8647,7.7535,4.9426,10.82274413
2.0853,20.6482,0.8607,8.3012,4.4694,18.62935985
2.033,25.2061,0.87,8.0073,4.7437,11.13845578
1.9848,24.8691,0.8567,7.399,4.4944,11.51555613
2.0431,27.8866,0.8545,7.5644,4.8067,8.72191272
2.0064,28.0439,0.8643,7.7452,4.69,8.606249243
2.0418,23.5211,0.8663,7.9987,4.7195,13.24406897
2.065,25.79,0.8539,7.7499,4.7659,10.52931484
2.0525,26.5443,0.8551,7.739,4.7866,9.816547502
1.9954,20.1867,0.8693,7.5131,4.5674,19.81170628
1.9915,23.5327,0.8637,7.9188,4.4201,13.22749707
2.0817,24.9641,0.8562,7.7229,4.7007,11.40724981
2.081,25.2629,0.8548,8.1213,4.7802,11.07680462
2.0571,20.8838,0.8692,8.16,4.6282,18.06785375
2.0843,25.6303,0.8692,8.1969,4.8607,10.69063252
2.0546,21.3231,0.8618,8.2285,4.6125,17.0892672
2.1157,22.1916,0.8708,8.6091,4.8565,15.38333675
2.0701,26.1394,0.8603,7.4904,4.7994,10.18940236
2.0012,23.7228,0.8622,7.5475,4.7389,12.9604827
2.0504,22.7511,0.8587,8.2029,4.5625,14.42141817
2.0996,25.9388,0.8574,8.1535,4.7803,10.38241443
