Basal lumen diameter (mm),Infill density,Taper ratio,Cochlear width (mm),Cochlear height (mm),Matrix resistivity (kohm.cm)
2.076,22.023,0.9432,7.7037,4.7525,14.2934
2.0634,24.5181,0.9574,7.6074,4.6863,10.9322
2.0791,22.2857,0.9449,7.7191,4.8456,13.8674
2.0605,22.809,0.9497,7.5319,4.5639,13.0761
2.1315,21.6136,0.9506,7.5582,4.7888,14.9998
2.1375,20.0839,0.9464,7.3525,4.7122,18.1966
2.088,21.2131,0.9599,7.5564,4.622,15.7457
2.0365,23.0041,0.9596,7.6379,4.3828,12.7992
2.1687,22.2837,0.9408,7.646,4.9224,13.8705
2.1153,21.8265,0.9588,7.9073,4.6691,14.6258
2.0521,23.0011,0.9588,7.5697,4.5026,12.8033
2.0783,21.9458,0.9431,7.5993,4.6287,14.4226
2.0963,23.5386,0.9512,7.5389,4.807,12.0862
2.0687,22.0008,0.9473,7.6445,4.6915,14.3304
2.0756,21.5204,0.9537,7.7075,4.8998,15.1684
2.0826,23.1776,0.9584,7.7675,4.6486,12.5606
2.0334,23.8879,0.9598,7.6835,4.3882,11.6535
2.096,20.745,0.9485,7.5097,4.7667,16.6945
2.0442,21.5735,0.9521,7.6873,4.5107,15.0721
2.087,21.6061,0.9439,7.7434,4.6123,15.0134
2.102,21.0889,0.9393,7.6312,4.8502,15.9892
2.0752,20.4785,0.9579,7.4825,4.9114,17.2756
2.2575,22.6934,0.8865,7.5481,4.8088,13.2446
2.082,21.4789,0.9572,7.6531,4.7786,15.2444
2.0284,22.2926,0.9532,7.7466,4.7448,13.8564
2.0659,21.7669,0.9585,7.6583,4.7067,14.729
2.1329,21.1048,0.9384,7.6584,4.7292,15.9576
2.0936,22.6133,0.9511,7.6383,4.3738,13.3633
2.0403,23.3986,0.9516,7.6618,4.4057,12.2668
2.0488,22.3564,0.957,7.5945,4.5404,13.756
2.0702,23.1906,0.9463,7.7175,4.5699,12.543
2.1418,22.7862,0.9574,7.6737,4.6916,13.109
2.0465,24.0048,0.9576,7.6695,4.5615,11.5141
2.1003,20.0777,0.9528,7.6858,4.7231,18.2119
2.0616,21.7088,0.959,7.8445,4.5319,14.8308
2.0827,20.9142,0.96,7.653,4.8612,16.3414
2.0971,20.9557,0.9571,7.3402,4.5525,16.2567
2.1002,21.5028,0.9363,7.5,4.4785,15.2007
