Basal lumen diameter (mm),Infill density,Taper ratio,Cochlear width (mm),Cochlear height (mm),Matrix resistivity (kohm.cm)
2.02,27.4344,0.8857,7.6104,4.7347,8.3593
2.0675,31.831,0.8567,7.3407,4.6119,5.9547
2.0311,28.3212,0.8805,7.424,4.5501,7.7632
2.0345,27.9704,0.8822,7.3644,4.9475,7.9907
2.1417,24.8829,0.8649,7.3543,4.7669,10.5464
2.0806,29.7922,0.8597,7.3692,4.5624,6.912
2.0963,26.4431,0.8708,7.3571,4.6504,9.1157
2.0154,26.8898,0.8912,7.4964,4.9164,8.762
2.0699,25.0481,0.8896,7.6937,4.8519,10.3786
2.0397,26.905,0.8809,7.4049,4.7501,8.7504
2.1637,26.2266,0.8716,7.7667,4.9355,9.2953
2.0946,27.8777,0.8717,7.7124,4.7809,8.0526
2.1147,26.2955,0.879,7.8516,4.8887,9.2375
2.1246,27.1571,0.8668,7.5297,4.8345,8.5606
2.0497,28.5626,0.8697,7.4447,4.5048,7.6125
2.0415,26.527,0.885,7.5567,4.7663,9.0476
2.1791,28.5061,0.8551,7.4336,4.8655,7.6474
1.9985,26.7771,0.8899,7.5182,4.552,8.8492
2.0826,31.2336,0.8574,7.3517,4.5091,6.2124
2.1501,29.6927,0.8655,7.3669,4.8415,6.9648
2.0196,27.6656,0.8879,7.6242,4.8139,8.1971
2.0511,32.722,0.8609,7.3499,4.7253,5.6005
2.0178,26.7529,0.8986,7.4712,4.9436,8.868
2.0604,28.4846,0.8787,7.3905,4.794,7.6607
2.041,27.4953,0.8758,7.6741,4.6471,8.3161
2.0907,28.12,0.8715,7.7365,4.743,7.8924
2.1065,25.584,0.8786,7.3819,4.9277,9.8625
2.1432,29.1423,0.867,7.6205,4.8795,7.2689
2.0779,28.7272,0.8697,7.4288,4.798,7.5124
1.9822,28.8344,0.896,7.3793,4.8434,7.4483
2.0342,29.737,0.8933,7.3615,4.8103,6.9412
2.0194,26.982,0.8992,7.3661,4.8189,8.6917
2.0183,27.1003,0.8964,7.4265,4.9261,8.6028
2.0313,25.4906,0.8788,7.5107,4.6021,9.9495
2.076,29.7055,0.8662,7.3876,4.7394,6.958
2.0342,28.4519,0.8794,7.3622,4.6662,7.6811
2.1692,26.7424,0.8648,7.6771,4.9123,8.8763
2.1607,27.9774,0.8579,7.432,4.806,7.9861
2.066,25.6913,0.887,7.4729,4.9061,9.7641
2.1518,27.1037,0.8552,7.7614,4.6442,8.6003
2.0367,27.9347,0.8747,7.3992,4.5736,8.0145
2.1611,27.1452,0.8553,7.3564,4.7089,8.5695
2.1163,26.6437,0.8571,7.4484,4.583,8.9541
1.9812,28.3248,0.8881,7.4983,4.6674,7.7609
2.1681,26.6641,0.8661,7.5935,4.9194,8.938
2.1348,27.8177,0.8616,7.5063,4.9031,8.0931
2.0041,25.21,0.8999,7.4935,4.738,10.2183
2.1262,28.6222,0.8579,7.4169,4.8161,7.576
2.1068,28.2416,0.874,7.4445,4.8616,7.814
2.0402,29.5028,0.8736,7.5361,4.6764,7.0674
2.1203,25.9322,0.8755,7.6224,4.8785,9.5486
2.0164,27.8267,0.8846,7.3542,4.8584,8.087
2.1382,26.783,0.8666,7.5674,4.8517,8.8446
2.0631,26.3293,0.8808,7.4912,4.7413,9.2094
2.0989,26.5128,0.8772,7.8338,4.8616,9.059
2.0221,23.851,0.9031,7.6346,4.933,11.698
2.0035,28.8476,0.8886,7.3841,4.7961,7.4405
2.0347,29.6756,0.8793,7.4961,4.6805,6.9739
2.1433,28.1386,0.865,7.3495,4.8821,7.8804
2.0015,25.0013,0.9037,7.3635,4.8225,10.4257
2.1791,27.2704,0.8545,7.5515,4.8339,8.4774
2.0353,27.1581,0.8816,7.3805,4.8763,8.5599
2.0504,25.7083,0.8848,7.6025,4.8143,9.7487
2.0279,26.6933,0.8916,7.586,4.8904,8.9149
2.0382,27.5564,0.8871,7.5425,4.7268,8.2731
2.1565,27.3981,0.8603,7.4861,4.888,8.3852
2.0158,27.3402,0.8857,7.5061,4.6047,8.4269
2.1324,28.0701,0.8628,7.6982,4.7819,7.925
2.0878,27.0675,0.8808,7.7288,4.9012,8.6273
2.0705,28.0049,0.8726,7.4306,4.679,7.9679
2.0111,31.4611,0.8769,7.3562,4.7536,6.1122
2.1047,30.9151,0.8783,7.515,4.9198,6.357
2.0911,30.8289,0.8689,7.5099,4.8535,6.3971
2.005,28.2414,0.8891,7.5743,4.7525,7.8141
2.1423,27.5139,0.8714,7.595,4.9252,8.303
2.0268,26.9854,0.885,7.4821,4.842,8.6892
2.0186,28.3698,0.8784,7.4234,4.5853,7.7325
2.0526,24.7372,0.8822,7.572,4.7667,10.6978
2.1147,30.4077,0.8627,7.5053,4.8032,6.5987
2.1779,25.5974,0.8574,7.5796,4.8478,9.8501
2.0271,27.1692,0.8796,7.3877,4.6712,8.5517
2.0382,35.0157,0.8575,7.3527,4.6801,4.8275
2.0109,28.3213,0.8862,7.5163,4.7241,7.7632
2.1338,27.3989,0.8663,7.5382,4.9311,8.3847
2.0114,26.9873,0.892,7.395,4.6676,8.6877
2.0663,27.8297,0.8724,7.528,4.674,8.085
2.0255,27.9145,0.895,7.4239,4.8354,8.028
2.0193,26.9333,0.8996,7.4157,4.9244,8.7287
2.0639,30.1096,0.8709,7.3873,4.8268,6.7476
2.0357,28.9234,0.8791,7.4651,4.7914,7.3957
2.2007,24.3602,0.8582,7.7153,4.8959,11.1062
2.0554,27.0891,0.8729,7.4694,4.7198,8.6111
2.0506,27.8085,0.8855,7.3546,4.7722,8.0993
2.0211,28.7053,0.8931,7.3587,4.9024,7.5256
2.0552,26.4008,0.8723,7.6599,4.5987,9.1503
2.1168,26.5225,0.8701,7.8575,4.7706,9.0512
1.9884,26.1541,0.9049,7.3859,4.7567,9.3567
2.1367,27.1284,0.8629,7.4517,4.8269,8.5819
1.9946,29.1805,0.8846,7.4535,4.7404,7.2472
2.0299,27.771,0.8754,7.4873,4.695,8.1248
2.1023,28.5655,0.8721,7.5236,4.9083,7.6108
1.9881,27.8045,0.9034,7.3884,4.8788,8.102
2.0452,27.7776,0.8763,7.5268,4.7289,8.1203
2.0283,28.1606,0.8904,7.4994,4.7672,7.8661
2.011,25.1045,0.9002,7.6338,4.8498,10.3223
2.0542,29.7792,0.8674,7.4917,4.5555,6.9188
2.0895,26.7164,0.8815,7.6171,4.8774,8.8967
2.0891,29.3274,0.8663,7.402,4.8197,7.1643
