Validation,mean r2
Validation1,0.7087666914685024
Validation2,0.8398999542024013
Validation3,0.8811784499485109
Validation4,0.7969595018408449
Validation5,0.7898621346762345
Validation6,0.7127162799256178
Validation7,0.8728387808618857
Validation8,0.7505656275129581
Validation9,0.9239023563334732
Validation10,0.6743854841028459
