2.6457e-01	2.5938e-01	2.6062e-01	2.6186e-01	2.6420e-01	2.6786e-01	2.7213e-01	2.8201e-01	2.9197e-01	3.0201e-01	3.1905e-01	3.5023e-01	3.8639e-01	4.6706e-01
2.8806e-01	2.8328e-01	2.8455e-01	2.8763e-01	2.9136e-01	3.0062e-01	3.1119e-01	3.2179e-01	3.3206e-01	3.5355e-01	3.7726e-01	4.4346e-01	5.1019e-01	5.6684e-01
3.1198e-01	3.0771e-01	3.1150e-01	3.1894e-01	3.2965e-01	3.4045e-01	3.5134e-01	3.6239e-01	3.8673e-01	4.1104e-01	4.6032e-01	5.5460e-01	6.0469e-01	5.6063e-01
3.2794e-01	3.3029e-01	3.4363e-01	3.5711e-01	3.7037e-01	3.8150e-01	3.9476e-01	4.1968e-01	4.4505e-01	4.8957e-01	5.5813e-01	6.4346e-01	5.9701e-01	4.8525e-01
3.4593e-01	3.6097e-01	3.7462e-01	3.8841e-01	4.0233e-01	4.2090e-01	4.5047e-01	4.7939e-01	5.2289e-01	5.9147e-01	6.6313e-01	6.3424e-01	5.1756e-01	4.3237e-01
4.1937e-01	4.0093e-01	4.0912e-01	4.1857e-01	4.3880e-01	4.7313e-01	5.0960e-01	5.6431e-01	6.4614e-01	7.3053e-01	7.6367e-01	5.6055e-01	4.6504e-01	3.8751e-01
4.4682e-01	4.2596e-01	4.3430e-01	4.5870e-01	4.9481e-01	5.3182e-01	5.9044e-01	6.7363e-01	7.6118e-01	8.1134e-01	7.4879e-01	5.0233e-01	4.1388e-01	3.5829e-01
4.6828e-01	4.5145e-01	4.8017e-01	5.1682e-01	5.5437e-01	6.1701e-01	7.0159e-01	7.9059e-01	8.5158e-01	7.9409e-01	6.4826e-01	4.4740e-01	3.8362e-01	3.4337e-01
4.9607e-01	5.0196e-01	5.3915e-01	5.7726e-01	6.4402e-01	7.3001e-01	8.2050e-01	8.9272e-01	8.3231e-01	6.8661e-01	5.8800e-01	4.1138e-01	3.6540e-01	3.2619e-01
5.4252e-01	5.6181e-01	6.0048e-01	6.7148e-01	7.5891e-01	8.5091e-01	9.3478e-01	8.7134e-01	7.2014e-01	6.2304e-01	5.2994e-01	3.9108e-01	3.4742e-01	3.0855e-01
5.9816e-01	6.2404e-01	6.9939e-01	7.8829e-01	8.8183e-01	9.7654e-01	9.1120e-01	7.5434e-01	6.5531e-01	5.6187e-01	4.8510e-01	3.7106e-01	3.2968e-01	2.9115e-01
6.5319e-01	7.2778e-01	8.1816e-01	9.1106e-01	1.0126e+00	9.5192e-01	7.8921e-01	6.8822e-01	5.9292e-01	5.1134e-01	4.6202e-01	3.5134e-01	3.1217e-01	2.7398e-01
7.3962e-01	8.3325e-01	9.2198e-01	1.0426e+00	9.9242e-01	8.2478e-01	7.2178e-01	6.2458e-01	5.3805e-01	4.8786e-01	4.3930e-01	3.3365e-01	3.0356e-01	2.7477e-01
8.3481e-01	9.1932e-01	1.0550e+00	1.0103e+00	8.5525e-01	7.5601e-01	6.5688e-01	5.6522e-01	5.1415e-01	4.6473e-01	4.2054e-01	3.3531e-01	3.0519e-01	2.7649e-01
9.1667e-01	1.0689e+00	1.0203e+00	8.6679e-01	7.7277e-01	6.8126e-01	5.9443e-01	5.4090e-01	4.9752e-01	4.5768e-01	4.1889e-01	3.3698e-01	3.0695e-01	2.7821e-01
1.0701e+00	1.0304e+00	8.7351e-01	7.8614e-01	6.9395e-01	6.0730e-01	5.6762e-01	5.3373e-01	4.9578e-01	4.5599e-01	4.1725e-01	3.3864e-01	3.0872e-01	2.7994e-01
