Validation,mean MAPE
Validation1,12.44113936770684
Validation2,13.603461984046344
Validation3,12.440972424410086
Validation4,15.195726023329348
Validation5,13.912821857567279
Validation6,14.120531081774054
Validation7,10.344328252832744
Validation8,10.942947864136658
Validation9,13.189193404897544
Validation10,11.834848824007814
