"Stim_1","Stim_2","Stim_3","Stim_4","Stim_5","Stim_6","Stim_7","Stim_8","Stim_9","Stim_10","Stim_11","Stim_12","Stim_13","Stim_14","Stim_15","Stim_16"
4.621479511260986328e-01,4.715033769607543945e-01,4.701031446456909180e-01,4.673838615417480469e-01,4.674915075302124023e-01,4.698555469512939453e-01,4.808270931243896484e-01,4.918804168701171875e-01,5.030161142349243164e-01,5.406861305236816406e-01,5.981729030609130859e-01,6.617908477783203125e-01,7.304297685623168945e-01,8.538552522659301758e-01,1.000507831573486328e+00,1.003663301467895508e+00
5.089195966720581055e-01,5.104719400405883789e-01,5.045962333679199219e-01,5.032346248626708984e-01,5.291063785552978516e-01,5.191953182220458984e-01,5.302678346633911133e-01,5.454382896423339844e-01,5.966463088989257812e-01,6.501688957214355469e-01,7.089519500732421875e-01,8.044985532760620117e-01,9.315924644470214844e-01,1.108942270278930664e+00,1.129308700561523438e+00,9.406237602233886719e-01
5.453186035156250000e-01,5.422782897949218750e-01,5.741851329803466797e-01,6.017087697982788086e-01,5.800569057464599609e-01,5.673211812973022461e-01,5.853742361068725586e-01,6.379055976867675781e-01,6.921775341033935547e-01,7.529518604278564453e-01,8.652127981185913086e-01,1.017005205154418945e+00,1.204660654067993164e+00,1.206387281417846680e+00,1.015322685241699219e+00,8.344665765762329102e-01
5.736888647079467773e-01,6.928856372833251953e-01,6.777584552764892578e-01,6.550784111022949219e-01,6.327049732208251953e-01,6.263421773910522461e-01,6.802310943603515625e-01,7.338287830352783203e-01,8.001058101654052734e-01,9.095157384872436523e-01,1.041863441467285156e+00,1.212114095687866211e+00,1.233003616333007812e+00,1.036954879760742188e+00,9.143754243850708008e-01,7.481523752212524414e-01
7.473756074905395508e-01,7.481786012649536133e-01,7.326353788375854492e-01,7.001203298568725586e-01,6.822164058685302734e-01,7.022340297698974609e-01,7.515839338302612305e-01,8.195236921310424805e-01,9.310394525527954102e-01,1.072730541229248047e+00,1.219593048095703125e+00,1.259941577911376953e+00,1.058873653411865234e+00,9.393510818481445312e-01,8.093622922897338867e-01,6.970425844192504883e-01
7.629038095474243164e-01,7.553855180740356445e-01,7.388781309127807617e-01,7.324515581130981445e-01,7.443788051605224609e-01,7.674232721328735352e-01,8.318831920623779297e-01,9.387719631195068359e-01,1.059747934341430664e+00,1.241242885589599609e+00,1.287203550338745117e+00,1.081028699874877930e+00,9.602195024490356445e-01,8.464239835739135742e-01,7.554216384887695312e-01,6.474269628524780273e-01
7.536926269531250000e-01,7.525436878204345703e-01,7.627359628677368164e-01,7.846095561981201172e-01,7.944324016571044922e-01,8.390773534774780273e-01,9.463858604431152344e-01,1.059955596923828125e+00,1.226825475692749023e+00,1.336077213287353516e+00,1.103421688079833984e+00,9.813128709793090820e-01,8.662927150726318359e-01,7.928441762924194336e-01,7.040994167327880859e-01,5.992617607116699219e-01
7.326240539550781250e-01,7.775268554687500000e-01,8.063656091690063477e-01,8.295317888259887695e-01,8.735420703887939453e-01,9.650799036026000977e-01,1.076514005661010742e+00,1.213254451751708984e+00,1.335877418518066406e+00,1.125079393386840820e+00,1.002632856369018555e+00,8.863751888275146484e-01,8.004021644592285156e-01,7.532044649124145508e-01,6.542774438858032227e-01,5.525051355361938477e-01
7.302359342575073242e-01,8.040274381637573242e-01,8.544313907623291016e-01,8.919085264205932617e-01,9.842317104339599609e-01,1.112394332885742188e+00,1.232373714447021484e+00,1.359243869781494141e+00,1.145739316940307617e+00,1.023400306701660156e+00,9.066736698150634766e-01,8.079919815063476562e-01,7.605950832366943359e-01,7.111854553222656250e-01,6.059120893478393555e-01,5.378963947296142578e-01
7.541944980621337891e-01,8.336415290832519531e-01,8.925875425338745117e-01,9.893933534622192383e-01,1.107075691223144531e+00,1.253334999084472656e+00,1.392809867858886719e+00,1.194795608520507812e+00,1.049410820007324219e+00,9.265859127044677734e-01,8.156137466430664062e-01,7.680171728134155273e-01,7.216684818267822266e-01,6.611562967300415039e-01,5.841228961944580078e-01,5.266888141632080078e-01
