"Stim_1","Stim_2","Stim_3","Stim_4","Stim_5","Stim_6","Stim_7","Stim_8","Stim_9","Stim_10","Stim_11","Stim_12","Stim_13","Stim_14","Stim_15","Stim_16","Stim_17","Stim_18","Stim_19","Stim_20","Stim_21","Stim_22"
5.355302095413208008e-01,5.037761926651000977e-01,4.821715354919433594e-01,4.783445596694946289e-01,4.761323928833007812e-01,4.761955738067626953e-01,4.840222597122192383e-01,4.842462539672851562e-01,4.918893575668334961e-01,4.994086027145385742e-01,5.069658756256103516e-01,5.250344276428222656e-01,5.598422288894653320e-01,5.954445600509643555e-01,6.344649791717529297e-01,6.775499582290649414e-01,7.382178306579589844e-01,8.220827579498291016e-01,9.099937677383422852e-01,9.939143657684326172e-01,1.104165315628051758e+00,1.180059432983398438e+00
5.660130977630615234e-01,5.334892272949218750e-01,5.048354864120483398e-01,5.007685422897338867e-01,4.995045661926269531e-01,5.352368354797363281e-01,5.208517313003540039e-01,5.168461799621582031e-01,5.244792699813842773e-01,5.321506261825561523e-01,5.521913766860961914e-01,5.876382589340209961e-01,6.238750219345092773e-01,6.609388589859008789e-01,7.015349864959716797e-01,7.772603034973144531e-01,8.630087375640869141e-01,9.528946876525878906e-01,1.048574686050415039e+00,1.198778390884399414e+00,1.293551683425903320e+00,1.120920419692993164e+00
6.006966829299926758e-01,5.676271915435791016e-01,5.307778120040893555e-01,5.475822687149047852e-01,5.852687358856201172e-01,5.704147815704345703e-01,5.556999444961547852e-01,5.500074625015258789e-01,5.578073263168334961e-01,5.795358419418334961e-01,6.156467199325561523e-01,6.525832414627075195e-01,6.903642416000366211e-01,7.412385940551757812e-01,8.180383443832397461e-01,9.048541784286499023e-01,9.967589378356933594e-01,1.124240636825561523e+00,1.326958417892456055e+00,1.410948276519775391e+00,1.210240125656127930e+00,9.909985065460205078e-01
6.232326030731201172e-01,6.025249958038330078e-01,6.423501968383789062e-01,6.369310617446899414e-01,6.228730678558349609e-01,6.115368604660034180e-01,6.002795696258544922e-01,5.966190099716186523e-01,6.241761445999145508e-01,6.653068065643310547e-01,7.074791193008422852e-01,7.507193088531494141e-01,8.182667493820190430e-01,9.073647260665893555e-01,9.746030569076538086e-01,1.040783643722534180e+00,1.170005798339843750e+00,1.356483697891235352e+00,1.448700666427612305e+00,1.244246006011962891e+00,1.062088012695312500e+00,9.152712821960449219e-01
6.527662277221679688e-01,7.566219568252563477e-01,7.326639890670776367e-01,7.100025415420532227e-01,6.980574131011962891e-01,6.861964464187622070e-01,6.744176149368286133e-01,6.865609884262084961e-01,7.292716503143310547e-01,7.718812227249145508e-01,8.054251670837402344e-01,8.685948848724365234e-01,9.451546669006347656e-01,1.024851083755493164e+00,1.087932109832763672e+00,1.195692300796508789e+00,1.365328311920166016e+00,1.477643251419067383e+00,1.275721311569213867e+00,1.097077846527099609e+00,9.831715822219848633e-01,8.509085178375244141e-01
8.082312345504760742e-01,8.050873279571533203e-01,7.970050573348999023e-01,7.996388673782348633e-01,7.893528938293457031e-01,7.636005878448486328e-01,7.579048871994018555e-01,7.702918052673339844e-01,8.018487691879272461e-01,8.339685201644897461e-01,8.967378139495849609e-01,9.729528427124023438e-01,1.053788423538208008e+00,1.143420696258544922e+00,1.246661901473999023e+00,1.405359506607055664e+00,1.500145912170410156e+00,1.296390295028686523e+00,1.117961883544921875e+00,1.007507324218750000e+00,9.091969728469848633e-01,7.857517004013061523e-01
8.491834402084350586e-01,8.375357389450073242e-01,8.358206748962402344e-01,8.424401283264160156e-01,8.250296115875244141e-01,8.229523897171020508e-01,8.277887105941772461e-01,8.439660072326660156e-01,8.768362998962402344e-01,9.417482614517211914e-01,1.018513202667236328e+00,1.094926357269287109e+00,1.174232006072998047e+00,1.314499139785766602e+00,1.471604108810424805e+00,1.571110248565673828e+00,1.330287933349609375e+00,1.139054298400878906e+00,1.021893262863159180e+00,9.399840831756591797e-01,8.350243568420410156e-01,7.256100177764892578e-01
8.325715065002441406e-01,8.352410793304443359e-01,8.402197360992431641e-01,8.468549251556396484e-01,8.837623596191406250e-01,8.954223394393920898e-01,9.004509449005126953e-01,9.183440208435058594e-01,9.815901517868041992e-01,1.056605339050292969e+00,1.134460449218750000e+00,1.215262889862060547e+00,1.337065219879150391e+00,1.554304599761962891e+00,1.672816276550292969e+00,1.397291183471679688e+00,1.185524702072143555e+00,1.036382198333740234e+00,9.538862705230712891e-01,8.747321367263793945e-01,7.653125524520874023e-01,6.896011829376220703e-01
8.097982406616210938e-01,8.329496383666992188e-01,8.446295261383056641e-01,8.848683834075927734e-01,9.261603355407714844e-01,9.607073068618774414e-01,9.642045497894287109e-01,1.018985986709594727e+00,1.095417022705078125e+00,1.174741268157958984e+00,1.257068395614624023e+00,1.363753318786621094e+00,1.579209566116333008e+00,1.778192758560180664e+00,1.494400262832641602e+00,1.250317335128784180e+00,1.087293624877929688e+00,9.762049913406372070e-01,8.881665468215942383e-01,8.116747140884399414e-01,7.284753322601318359e-01,6.543439626693725586e-01
7.925012111663818359e-01,8.259974718093872070e-01,8.845809698104858398e-01,9.272907972335815430e-01,9.629478454589843750e-01,9.964659214019775391e-01,1.064273595809936523e+00,1.134960412979125977e+00,1.215781688690185547e+00,1.299662828445434570e+00,1.406659841537475586e+00,1.610254287719726562e+00,1.825634002685546875e+00,1.593315362930297852e+00,1.345650196075439453e+00,1.145294666290283203e+00,1.029165506362915039e+00,9.211707115173339844e-01,8.246572017669677734e-01,7.682440280914306641e-01,6.924067735671997070e-01,6.198222637176513672e-01
