"Stim_1","Stim_2","Stim_3","Stim_4","Stim_5","Stim_6","Stim_7","Stim_8","Stim_9","Stim_10","Stim_11","Stim_12","Stim_13","Stim_14","Stim_15","Stim_16"
4.378979206085205078e-01,4.470981359481811523e-01,4.446103572845458984e-01,4.420644044876098633e-01,4.421701431274414062e-01,4.446566104888916016e-01,4.554399251937866211e-01,4.663037061691284180e-01,4.772486686706542969e-01,4.916036128997802734e-01,5.454916954040527344e-01,6.072280406951904297e-01,6.736131906509399414e-01,7.451901435852050781e-01,8.636406660079956055e-01,8.911068439483642578e-01
4.844912290573120117e-01,4.847759008407592773e-01,4.791007041931152344e-01,4.778913259506225586e-01,5.016676187515258789e-01,4.937516450881958008e-01,5.046387910842895508e-01,5.156050920486450195e-01,5.522179603576660156e-01,6.036506891250610352e-01,6.588429212570190430e-01,7.229795455932617188e-01,8.336523771286010742e-01,9.613932371139526367e-01,9.890774488449096680e-01,8.771233558654785156e-01
5.191557407379150391e-01,5.161442756652832031e-01,5.485143661499023438e-01,5.729671716690063477e-01,5.517038106918334961e-01,5.410715341567993164e-01,5.523034334182739258e-01,5.923291444778442383e-01,6.450909376144409180e-01,6.996010541915893555e-01,7.702686786651611328e-01,8.934389352798461914e-01,1.067952632904052734e+00,1.116189479827880859e+00,9.702498912811279297e-01,7.830765247344970703e-01
5.509213209152221680e-01,6.653530597686767578e-01,6.476520299911499023e-01,6.253790855407714844e-01,6.034072637557983398e-01,5.898902416229248047e-01,6.334769725799560547e-01,6.876021623611450195e-01,7.435208559036254883e-01,8.252291679382324219e-01,9.342325925827026367e-01,1.103302717208862305e+00,1.145650148391723633e+00,1.022167682647705078e+00,8.752869367599487305e-01,7.185509204864501953e-01
7.406167984008789062e-01,7.248761653900146484e-01,7.025524377822875977e-01,6.795374155044555664e-01,6.510516405105590820e-01,6.645773649215698242e-01,7.128356695175170898e-01,7.624928951263427734e-01,8.449180126190185547e-01,9.579901695251464844e-01,1.113812446594238281e+00,1.163148164749145508e+00,1.043927431106567383e+00,9.252725839614868164e-01,7.857137918472290039e-01,6.758555173873901367e-01
7.731571197509765625e-01,7.600336074829101562e-01,7.270309925079345703e-01,6.946212053298950195e-01,7.058136463165283203e-01,7.303757667541503906e-01,7.805416584014892578e-01,8.648192882537841797e-01,9.791111946105957031e-01,1.123572587966918945e+00,1.180788278579711914e+00,1.065921545028686523e+00,9.459893703460693359e-01,8.330200910568237305e-01,7.335057258605957031e-01,6.268593072891235352e-01
7.557262182235717773e-01,7.630714178085327148e-01,7.447416782379150391e-01,7.567534446716308594e-01,7.688479423522949219e-01,7.980315685272216797e-01,8.789378404617309570e-01,9.885722398757934570e-01,1.105289220809936523e+00,1.188736915588378906e+00,1.088152170181274414e+00,9.669296741485595703e-01,8.527444601058959961e-01,7.914431095123291016e-01,6.828242540359497070e-01,5.792955160140991211e-01
7.347151041030883789e-01,7.611576318740844727e-01,8.019142150878906250e-01,8.135821819305419922e-01,8.210103511810302734e-01,8.863167762756347656e-01,9.963817596435546875e-01,1.112868547439575195e+00,1.180217266082763672e+00,1.106631755828857422e+00,9.880950450897216797e-01,8.726811408996582031e-01,7.989952564239501953e-01,7.407143115997314453e-01,6.336243152618408203e-01,5.331225395202636719e-01
7.138743400573730469e-01,7.890036106109619141e-01,8.409271240234375000e-01,8.728635311126708984e-01,9.231656789779663086e-01,1.019277334213256836e+00,1.134742498397827148e+00,1.199314117431640625e+00,1.122164964675903320e+00,1.005785226821899414e+00,8.928323984146118164e-01,8.065791130065917969e-01,7.592192888259887695e-01,6.898218393325805664e-01,5.858627557754516602e-01,5.198838710784912109e-01
7.326332330703735352e-01,8.184973001480102539e-01,8.788052797317504883e-01,9.414411783218383789e-01,1.044461011886596680e+00,1.158761024475097656e+00,1.231188535690307617e+00,1.145416498184204102e+00,1.019164562225341797e+00,9.097660779953002930e-01,8.141949176788330078e-01,7.666355371475219727e-01,7.203229665756225586e-01,6.404174566268920898e-01,5.655690431594848633e-01,5.088075399398803711e-01
