"Stim_1","Stim_2","Stim_3","Stim_4","Stim_5","Stim_6","Stim_7","Stim_8","Stim_9","Stim_10","Stim_11","Stim_12","Stim_13","Stim_14","Stim_15","Stim_16"
4.494730234146118164e-01,4.587576389312744141e-01,4.560320377349853516e-01,4.535025358200073242e-01,4.535924196243286133e-01,4.556460380554199219e-01,4.664945602416992188e-01,4.774239063262939453e-01,4.884346723556518555e-01,5.149980783462524414e-01,5.718622207641601562e-01,6.368731260299682617e-01,7.045729160308837891e-01,8.126751184463500977e-01,9.487228393554687500e-01,1.047264099121093750e+00
4.965591430664062500e-01,4.967182874679565430e-01,4.908847808837890625e-01,4.897032976150512695e-01,5.158908367156982422e-01,5.052050352096557617e-01,5.161581039428710938e-01,5.271909236907958984e-01,5.762408971786499023e-01,6.285556554794311523e-01,6.875606775283813477e-01,7.788876295089721680e-01,9.042916297912597656e-01,1.060312271118164062e+00,1.183268547058105469e+00,9.725141525268554688e-01
5.316398143768310547e-01,5.283191204071044922e-01,5.561724901199340820e-01,5.877621173858642578e-01,5.663174390792846680e-01,5.529670715332031250e-01,5.645790100097656250e-01,6.165066957473754883e-01,6.701579093933105469e-01,7.255898714065551758e-01,8.362890481948852539e-01,9.711267948150634766e-01,1.170809984207153320e+00,1.362952232360839844e+00,1.081219673156738281e+00,8.516896963119506836e-01
5.616489648818969727e-01,6.735107898712158203e-01,6.630408763885498047e-01,6.405795812606811523e-01,6.184215545654296875e-01,6.045471429824829102e-01,6.578013896942138672e-01,7.128231525421142578e-01,7.766441106796264648e-01,8.856447935104370117e-01,1.023984670639038086e+00,1.193001747131347656e+00,1.391934633255004883e+00,1.129880666732788086e+00,9.389792680740356445e-01,7.605216503143310547e-01
7.371172904968261719e-01,7.371567487716674805e-01,7.183625698089599609e-01,6.951539516448974609e-01,6.693667173385620117e-01,6.871821880340576172e-01,7.361875772476196289e-01,7.952227592468261719e-01,9.053633213043212891e-01,1.030071735382080078e+00,1.201940059661865234e+00,1.420642614364624023e+00,1.157879114151000977e+00,9.886808395385742188e-01,8.311158418655395508e-01,6.869028806686401367e-01
7.637687921524047852e-01,7.554744482040405273e-01,7.388830184936523438e-01,7.185028791427612305e-01,7.304660081863403320e-01,7.534613609313964844e-01,8.134285211563110352e-01,9.193772077560424805e-01,1.031516075134277344e+00,1.199148654937744141e+00,1.449694395065307617e+00,1.186245679855346680e+00,1.009298086166381836e+00,8.927886486053466797e-01,7.432501316070556641e-01,6.362936496734619141e-01
7.473400831222534180e-01,7.588012218475341797e-01,7.639247179031372070e-01,8.018137216567993164e-01,8.037340641021728516e-01,8.324007987976074219e-01,9.364197254180908203e-01,1.046343326568603516e+00,1.183666944503784180e+00,1.459918975830078125e+00,1.214985132217407227e+00,1.030129671096801758e+00,9.124119281768798828e-01,8.014795780181884766e-01,6.909506320953369141e-01,5.872026681900024414e-01
7.262270450592041016e-01,7.776261568069458008e-01,8.248008489608764648e-01,8.500250577926635742e-01,9.018920660018920898e-01,9.862746000289916992e-01,1.095793724060058594e+00,1.211351156234741211e+00,1.495448112487792969e+00,1.235664844512939453e+00,1.051176786422729492e+00,9.322388172149658203e-01,8.201973438262939453e-01,7.474329471588134766e-01,6.402199268341064453e-01,5.395846366882324219e-01
7.164276838302612305e-01,8.160736560821533203e-01,8.649764060974121094e-01,8.984847068786621094e-01,1.015374422073364258e+00,1.153161287307739258e+00,1.271881341934204102e+00,1.540940046310424805e+00,1.296822547912597656e+00,1.104198455810546875e+00,9.522712230682373047e-01,8.390682935714721680e-01,7.708256244659423828e-01,6.950078010559082031e-01,5.910111665725708008e-01,5.147999525070190430e-01
7.499611377716064453e-01,8.469743728637695312e-01,9.027025699615478516e-01,9.923840761184692383e-01,1.119339704513549805e+00,1.294409036636352539e+00,1.574494838714599609e+00,1.371339321136474609e+00,1.172993183135986328e+00,1.022522211074829102e+00,8.684206008911132812e-01,7.776670455932617188e-01,7.311766147613525391e-01,6.441553831100463867e-01,5.593742132186889648e-01,5.030066967010498047e-01
