"Stim_1","Stim_2","Stim_3","Stim_4","Stim_5","Stim_6","Stim_7","Stim_8","Stim_9","Stim_10","Stim_11","Stim_12","Stim_13","Stim_14","Stim_15","Stim_16","Stim_17","Stim_18","Stim_19","Stim_20","Stim_21","Stim_22"
4.805763959884643555e-01,4.871283769607543945e-01,4.864270687103271484e-01,4.826008081436157227e-01,4.802112579345703125e-01,4.802863597869873047e-01,4.873842000961303711e-01,4.927767515182495117e-01,4.938375949859619141e-01,5.013667345046997070e-01,5.089339017868041992e-01,5.165390968322753906e-01,5.378584861755371094e-01,5.729590654373168945e-01,6.097220182418823242e-01,6.497710943222045898e-01,6.947381496429443359e-01,7.409306764602661133e-01,8.246235847473144531e-01,9.126572608947753906e-01,1.028649330139160156e+00,1.036925077438354492e+00
5.112671852111816406e-01,5.113813877105712891e-01,5.085918903350830078e-01,5.045267343521118164e-01,5.030859708786010742e-01,5.560877323150634766e-01,5.414944887161254883e-01,5.270380973815917969e-01,5.264418125152587891e-01,5.341353416442871094e-01,5.418676137924194336e-01,5.652626752853393555e-01,6.009887456893920898e-01,6.375302076339721680e-01,6.757767200469970703e-01,7.179406881332397461e-01,7.797386646270751953e-01,8.656069040298461914e-01,9.670054912567138672e-01,1.102970123291015625e+00,1.126654863357543945e+00,1.058316707611083984e+00
5.349749326705932617e-01,5.338145494461059570e-01,5.305137634277343750e-01,5.426472425460815430e-01,6.068717241287231445e-01,5.918021202087402344e-01,5.768738985061645508e-01,5.620856285095214844e-01,5.597577095031738281e-01,5.676190853118896484e-01,5.931552648544311523e-01,6.295180320739746094e-01,6.667106151580810547e-01,7.047520875930786133e-01,7.445418834686279297e-01,8.197138309478759766e-01,9.075108766555786133e-01,1.039068222045898438e+00,1.174342393875122070e+00,1.178700923919677734e+00,1.100710630416870117e+00,9.513550996780395508e-01
5.571247339248657227e-01,5.565807819366455078e-01,6.220932006835937500e-01,6.593130826950073242e-01,6.437516212463378906e-01,6.283361911773681641e-01,6.130654811859130859e-01,5.979377031326293945e-01,5.938006639480590820e-01,6.215448379516601562e-01,6.585556268692016602e-01,6.964108943939208984e-01,7.351304292678833008e-01,7.834280729293823242e-01,8.572672605514526367e-01,9.440480470657348633e-01,1.060770750045776367e+00,1.179429054260253906e+00,1.190986394882202148e+00,1.113623857498168945e+00,9.933270215988159180e-01,8.787616491317749023e-01
5.813666582107543945e-01,7.056305408477783203e-01,7.124335765838623047e-01,6.973965167999267578e-01,6.814781427383422852e-01,6.657087802886962891e-01,6.500874757766723633e-01,6.346126794815063477e-01,6.504404544830322266e-01,6.844050884246826172e-01,7.180635929107666016e-01,7.523947954177856445e-01,7.969014644622802734e-01,8.724445104598999023e-01,9.594942331314086914e-01,1.067894220352172852e+00,1.184527635574340820e+00,1.203340768814086914e+00,1.126616239547729492e+00,1.008152246475219727e+00,9.267044067382812500e-01,8.067959547042846680e-01
7.550233602523803711e-01,7.578678131103515625e-01,7.524255514144897461e-01,7.363542318344116211e-01,7.162443399429321289e-01,6.938819885253906250e-01,6.718109846115112305e-01,6.759701967239379883e-01,6.963279247283935547e-01,7.302247285842895508e-01,7.647989988327026367e-01,8.102985620498657227e-01,8.864047527313232422e-01,9.657106399536132812e-01,1.081825971603393555e+00,1.189637899398803711e+00,1.215764522552490234e+00,1.139688730239868164e+00,1.023087501525878906e+00,9.410339593887329102e-01,8.579391241073608398e-01,7.596886157989501953e-01
7.756675481796264648e-01,7.716184854507446289e-01,7.633637189865112305e-01,7.474730014801025391e-01,7.247036695480346680e-01,7.023569345474243164e-01,7.104620933532714844e-01,7.186058759689331055e-01,7.424719333648681641e-01,7.772909402847290039e-01,8.237956762313842773e-01,8.981525897979736328e-01,9.741580486297607422e-01,1.076697826385498047e+00,1.197584390640258789e+00,1.228258609771728516e+00,1.152841567993164062e+00,1.038134098052978516e+00,9.554703235626220703e-01,8.761594295501708984e-01,8.013784885406494141e-01,7.239090204238891602e-01
7.671120166778564453e-01,7.697411775588989258e-01,7.619042396545410156e-01,7.503443956375122070e-01,7.373917102813720703e-01,7.456638813018798828e-01,7.539752721786499023e-01,7.620198726654052734e-01,7.861272096633911133e-01,8.300324678421020508e-01,9.033102989196777344e-01,9.795222282409667969e-01,1.064303159713745117e+00,1.191912651062011719e+00,1.242524385452270508e+00,1.166075468063354492e+00,1.053292512893676758e+00,9.700138568878173828e-01,8.901132345199584961e-01,8.200744390487670898e-01,7.647511959075927734e-01,6.888568401336669922e-01
7.532734870910644531e-01,7.678658962249755859e-01,7.604458332061767578e-01,7.568340301513671875e-01,7.770551443099975586e-01,7.847669124603271484e-01,7.898246049880981445e-01,7.948966026306152344e-01,8.350049257278442383e-01,9.084818363189697266e-01,9.849009513854980469e-01,1.064379930496215820e+00,1.178830146789550781e+00,1.243834733963012695e+00,1.179895877838134766e+00,1.068563461303710938e+00,9.846656322479248047e-01,9.041703939437866211e-01,8.269402980804443359e-01,7.921189069747924805e-01,7.288684844970703125e-01,6.545176506042480469e-01
7.392647266387939453e-01,7.564256191253662109e-01,7.698229551315307617e-01,7.909526824951171875e-01,8.041174411773681641e-01,8.162400722503662109e-01,8.232201337814331055e-01,8.415391445159912109e-01,9.136675596237182617e-01,9.902940988540649414e-01,1.069989204406738281e+00,1.165826082229614258e+00,1.237784385681152344e+00,1.182014942169189453e+00,1.083948373794555664e+00,9.994262456893920898e-01,9.183325767517089844e-01,8.405278921127319336e-01,7.973457574844360352e-01,7.645927667617797852e-01,6.937158107757568359e-01,6.208765506744384766e-01
