"Stim_1","Stim_2","Stim_3","Stim_4","Stim_5","Stim_6","Stim_7","Stim_8","Stim_9","Stim_10","Stim_11","Stim_12","Stim_13","Stim_14","Stim_15","Stim_16"
4.700875282287597656e-01,4.794937372207641602e-01,4.770570993423461914e-01,4.745312929153442383e-01,4.746392965316772461e-01,4.764487743377685547e-01,4.874694347381591797e-01,4.985722303390502930e-01,5.097579956054687500e-01,5.534489154815673828e-01,6.097173690795898438e-01,6.762053966522216797e-01,7.454396486282348633e-01,8.735737800598144531e-01,1.035227537155151367e+00,1.065896272659301758e+00
5.167534351348876953e-01,5.172551870346069336e-01,5.113550424575805664e-01,5.101984739303588867e-01,5.516798496246337891e-01,5.307042598724365234e-01,5.367674827575683594e-01,5.554113388061523438e-01,6.069498062133789062e-01,6.601960659027099609e-01,7.181713581085205078e-01,8.147258758544921875e-01,9.465250968933105469e-01,1.143822193145751953e+00,1.186151742935180664e+00,9.741771221160888672e-01
5.510772466659545898e-01,5.492064952850341797e-01,5.884131193161010742e-01,6.253540515899658203e-01,6.033824682235717773e-01,5.817079544067382812e-01,5.956050157546997070e-01,6.484752893447875977e-01,7.030974626541137695e-01,7.595295906066894531e-01,8.738954067230224609e-01,1.050364732742309570e+00,1.220962285995483398e+00,1.242273807525634766e+00,1.048227787017822266e+00,8.425651788711547852e-01
5.779117345809936523e-01,7.067904472351074219e-01,7.024794816970825195e-01,6.794855594635009766e-01,6.568021774291992188e-01,6.474936008453369141e-01,6.910738945007324219e-01,7.434555292129516602e-01,7.998360395431518555e-01,9.101451635360717773e-01,1.066313266754150391e+00,1.228471279144287109e+00,1.262210369110107422e+00,1.066438913345336914e+00,9.183726310729980469e-01,7.487239837646484375e-01
7.654567956924438477e-01,7.659761905670166016e-01,7.559829950332641602e-01,7.230504751205444336e-01,7.083275318145751953e-01,7.202199697494506836e-01,7.610538005828857422e-01,8.183192014694213867e-01,9.245536327362060547e-01,1.063492536544799805e+00,1.236005306243896484e+00,1.284794330596923828e+00,1.084812164306640625e+00,9.451189041137695312e-01,8.131403923034667969e-01,6.975973844528198242e-01
7.738559246063232422e-01,7.710360288619995117e-01,7.542974948883056641e-01,7.586104869842529297e-01,7.677451372146606445e-01,7.751413583755493164e-01,8.247499465942382812e-01,9.313601255416870117e-01,1.046132802963256836e+00,1.231231689453125000e+00,1.313805818557739258e+00,1.103525400161743164e+00,9.658813476562500000e-01,8.518893718719482422e-01,7.559956312179565430e-01,6.479655504226684570e-01
7.539038658142089844e-01,7.683207988739013672e-01,7.803725004196166992e-01,7.999771833419799805e-01,8.148753643035888672e-01,8.312046527862548828e-01,9.381906986236572266e-01,1.051428794860839844e+00,1.212482213973999023e+00,1.324609279632568359e+00,1.122670412063598633e+00,9.862627983093261719e-01,8.710887432098388672e-01,7.944791316986083984e-01,7.035552263259887695e-01,5.990343093872070312e-01
7.327114343643188477e-01,7.804434299468994141e-01,8.167930841445922852e-01,8.389111757278442383e-01,8.627104759216308594e-01,9.450454711914062500e-01,1.058683872222900391e+00,1.193890333175659180e+00,1.320404052734375000e+00,1.127019643783569336e+00,1.006855249404907227e+00,8.904870748519897461e-01,8.014118671417236328e-01,7.543003559112548828e-01,6.524465084075927734e-01,5.510611534118652344e-01
7.293438911437988281e-01,8.030924797058105469e-01,8.398830890655517578e-01,8.654919862747192383e-01,9.580821990966796875e-01,1.076024770736694336e+00,1.203351974487304688e+00,1.327122211456298828e+00,1.141869783401489258e+00,1.024553775787353516e+00,9.100866317749023438e-01,8.083713054656982422e-01,7.610778808593750000e-01,7.076429128646850586e-01,6.028709411621093750e-01,5.345388650894165039e-01
7.520037889480590820e-01,8.199753761291503906e-01,8.702915906906127930e-01,9.512194395065307617e-01,1.054929256439208984e+00,1.197011470794677734e+00,1.333765268325805664e+00,1.173032760620117188e+00,1.038688421249389648e+00,9.270238876342773438e-01,8.179843425750732422e-01,7.678815126419067383e-01,7.216470241546630859e-01,6.564114093780517578e-01,5.796939134597778320e-01,5.225918292999267578e-01
7.712962627410888672e-01,8.332648277282714844e-01,9.402420520782470703e-01,1.047727108001708984e+00,1.169589281082153320e+00,1.298239707946777344e+00,1.176417827606201172e+00,1.069611787796020508e+00,9.404774904251098633e-01,8.341397047042846680e-01,7.747114896774291992e-01,7.313520908355712891e-01,6.930570602416992188e-01,6.425749063491821289e-01,5.897580385208129883e-01,5.386393070220947266e-01
7.768344879150390625e-01,8.888602256774902344e-01,1.019486188888549805e+00,1.140099763870239258e+00,1.267985105514526367e+00,1.157327175140380859e+00,1.058486700057983398e+00,9.721091985702514648e-01,8.793575763702392578e-01,8.159844875335693359e-01,7.638651132583618164e-01,7.248511314392089844e-01,7.005594968795776367e-01,6.608541011810302734e-01,6.074492931365966797e-01,5.557618141174316406e-01
8.259607553482055664e-01,9.592863321304321289e-01,1.101966857910156250e+00,1.220412492752075195e+00,1.135226011276245117e+00,1.057151079177856445e+00,9.708294868469238281e-01,8.881301879882812500e-01,8.498221635818481445e-01,8.093236684799194336e-01,7.572422027587890625e-01,7.258269786834716797e-01,7.329759597778320312e-01,6.793367862701416016e-01,6.253377199172973633e-01,5.731170177459716797e-01
8.946623802185058594e-01,1.035991907119750977e+00,1.182398080825805664e+00,1.110778093338012695e+00,1.035308361053466797e+00,9.625369310379028320e-01,8.943560123443603516e-01,8.625977039337158203e-01,8.313719034194946289e-01,7.890499830245971680e-01,7.486456632614135742e-01,7.557879686355590820e-01,7.574102878570556641e-01,7.009968757629394531e-01,6.463942527770996094e-01,5.935444831848144531e-01
9.713596105575561523e-01,1.135722637176513672e+00,1.072559118270874023e+00,1.013318061828613281e+00,9.419994354248046875e-01,8.971866369247436523e-01,8.740618228912353516e-01,8.426438570022583008e-01,8.117524385452270508e-01,7.680231332778930664e-01,7.713881731033325195e-01,7.859057188034057617e-01,7.802307605743408203e-01,7.222878932952880859e-01,6.612409353256225586e-01,6.023576259613037109e-01
1.084859132766723633e+00,1.013033151626586914e+00,9.696991443634033203e-01,9.199603796005249023e-01,8.926244974136352539e-01,8.730310201644897461e-01,8.536405563354492188e-01,8.229035139083862305e-01,7.923431396484375000e-01,7.859581708908081055e-01,7.933121919631958008e-01,8.103011846542358398e-01,7.926453351974487305e-01,7.291045188903808594e-01,6.678158044815063477e-01,6.086996793746948242e-01
