"Stim_1","Stim_2","Stim_3","Stim_4","Stim_5","Stim_6","Stim_7","Stim_8","Stim_9","Stim_10","Stim_11","Stim_12","Stim_13","Stim_14","Stim_15","Stim_16"
4.450197219848632812e-01,4.542655944824218750e-01,4.520959854125976562e-01,4.496722221374511719e-01,4.497784376144409180e-01,4.535552263259887695e-01,4.644050598144531250e-01,4.753358364105224609e-01,4.863481521606445312e-01,5.229889154434204102e-01,5.791082382202148438e-01,6.421946287155151367e-01,7.100239992141723633e-01,8.232674598693847656e-01,9.385492801666259766e-01,9.472426176071166992e-01
4.916470050811767578e-01,4.921512603759765625e-01,4.865689277648925781e-01,4.854922294616699219e-01,5.032223463058471680e-01,5.027545690536499023e-01,5.137071609497070312e-01,5.321596860885620117e-01,5.829277038574218750e-01,6.353781223297119141e-01,6.928387880325317383e-01,7.847390174865722656e-01,9.104411602020263672e-01,1.049714326858520508e+00,1.048639774322509766e+00,8.851757049560546875e-01
5.264419317245483398e-01,5.237995386123657227e-01,5.703499317169189453e-01,5.745956897735595703e-01,5.533102750778198242e-01,5.503594875335693359e-01,5.717525482177734375e-01,6.238324642181396484e-01,6.776380538940429688e-01,7.332266569137573242e-01,8.443906307220458984e-01,9.727315902709960938e-01,1.170320987701416016e+00,1.181043863296508789e+00,9.786934852600097656e-01,7.909548282623291016e-01
5.583598613739013672e-01,6.701141595840454102e-01,6.493579149246215820e-01,6.270618438720703125e-01,6.050672531127929688e-01,6.123684644699096680e-01,6.657943725585937500e-01,7.209903001785278320e-01,7.884627580642700195e-01,8.980748653411865234e-01,1.018089771270751953e+00,1.194524526596069336e+00,1.223526954650878906e+00,1.031220197677612305e+00,8.833235502243041992e-01,7.174201011657714844e-01
7.368750572204589844e-01,7.267436981201171875e-01,7.043150663375854492e-01,6.801033020019531250e-01,6.653910875320434570e-01,6.942692995071411133e-01,7.433882951736450195e-01,8.077551126480102539e-01,9.185496568679809570e-01,1.045117139816284180e+00,1.205490350723266602e+00,1.250350713729858398e+00,1.053655862808227539e+00,9.344362020492553711e-01,7.875248193740844727e-01,6.775550842285156250e-01
7.608823776245117188e-01,7.542964220046997070e-01,7.244395017623901367e-01,7.151236534118652344e-01,7.269316911697387695e-01,7.612414360046386719e-01,8.272556066513061523e-01,9.387571811676025391e-01,1.051882028579711914e+00,1.220750093460083008e+00,1.277496814727783203e+00,1.075754642486572266e+00,9.552516937255859375e-01,8.417445421218872070e-01,7.352638244628906250e-01,6.285091638565063477e-01
7.425481081008911133e-01,7.541021108627319336e-01,7.757440805435180664e-01,7.869765758514404297e-01,7.937690019607543945e-01,8.420975208282470703e-01,9.465572834014892578e-01,1.059940099716186523e+00,1.200283765792846680e+00,1.310873508453369141e+00,1.098091125488281250e+00,9.762915372848510742e-01,8.615628480911254883e-01,7.911096811294555664e-01,6.845307350158691406e-01,5.808972120285034180e-01
7.219258546829223633e-01,7.855678796768188477e-01,8.361113071441650391e-01,8.653204441070556641e-01,8.844665288925170898e-01,9.803621768951416016e-01,1.092662811279296875e+00,1.211331605911254883e+00,1.320128917694091797e+00,1.118313312530517578e+00,9.975577592849731445e-01,8.815944194793701172e-01,7.986602783203125000e-01,7.424794435501098633e-01,6.352808475494384766e-01,5.346771478652954102e-01
7.206640243530273438e-01,8.246139287948608398e-01,8.778030872344970703e-01,9.265024662017822266e-01,1.038973331451416016e+00,1.147960186004638672e+00,1.266085624694824219e+00,1.363941669464111328e+00,1.160809516906738281e+00,1.020059823989868164e+00,9.018416404724121094e-01,8.062428236007690430e-01,7.588918209075927734e-01,6.915355920791625977e-01,5.874708890914916992e-01,5.217086076736450195e-01
7.537268400192260742e-01,8.510655164718627930e-01,9.169807434082031250e-01,1.018870592117309570e+00,1.158383607864379883e+00,1.319404125213623047e+00,1.428422212600708008e+00,1.230003595352172852e+00,1.082287073135375977e+00,9.443548917770385742e-01,8.138570785522460938e-01,7.663066387176513672e-01,7.200026512145996094e-01,6.420807838439941406e-01,5.674484968185424805e-01,5.106189250946044922e-01
