"Stim_1","Stim_2","Stim_3","Stim_4","Stim_5","Stim_6","Stim_7","Stim_8","Stim_9","Stim_10","Stim_11","Stim_12","Stim_13","Stim_14","Stim_15","Stim_16"
4.595129489898681641e-01,4.688345193862915039e-01,4.660344123840332031e-01,4.634780883789062500e-01,4.635685682296752930e-01,4.649703502655029297e-01,4.758923053741455078e-01,4.869086742401123047e-01,4.980074167251586914e-01,5.270930528640747070e-01,5.823692083358764648e-01,6.477276086807250977e-01,7.157856225967407227e-01,8.179037570953369141e-01,9.652720689773559570e-01,1.036615610122680664e+00
5.063176155090332031e-01,5.064263343811035156e-01,5.005490779876708984e-01,4.993501901626586914e-01,5.389366149902343750e-01,5.181514024734497070e-01,5.252829790115356445e-01,5.363821983337402344e-01,5.833976268768310547e-01,6.359499692916870117e-01,6.931276321411132812e-01,7.704902887344360352e-01,8.951888084411621094e-01,1.070414066314697266e+00,1.166154384613037109e+00,9.710748195648193359e-01
5.415982007980346680e-01,5.382261276245117188e-01,5.692743062973022461e-01,6.119004487991333008e-01,5.901297330856323242e-01,5.686531066894531250e-01,5.736820697784423828e-01,6.238462924957275391e-01,6.777410507202148438e-01,7.334246635437011719e-01,8.277060985565185547e-01,9.805182218551635742e-01,1.171803474426269531e+00,1.239190340042114258e+00,1.062996864318847656e+00,8.433705568313598633e-01
5.704621076583862305e-01,6.875950098037719727e-01,6.883237361907958984e-01,6.655209064483642578e-01,6.430259943008422852e-01,6.208349466323852539e-01,6.653285026550292969e-01,7.206000089645385742e-01,7.719573974609375000e-01,8.685289621353149414e-01,1.015818357467651367e+00,1.179723262786865234e+00,1.257920980453491211e+00,1.082391262054443359e+00,9.174017906188964844e-01,7.436896562576293945e-01
7.601368427276611328e-01,7.602857351303100586e-01,7.444864511489868164e-01,7.152508497238159180e-01,6.863894462585449219e-01,6.981290578842163086e-01,7.390743494033813477e-01,7.895870208740234375e-01,8.880684375762939453e-01,1.011690616607666016e+00,1.187548160552978516e+00,1.282441139221191406e+00,1.101343870162963867e+00,9.530613422393798828e-01,8.107386827468872070e-01,6.913768053054809570e-01
7.766566276550292969e-01,7.720924615859985352e-01,7.553441524505615234e-01,7.360266447067260742e-01,7.481118440628051758e-01,7.596700191497802734e-01,8.017811775207519531e-01,8.966441154479980469e-01,1.007454633712768555e+00,1.175239801406860352e+00,1.309834241867065430e+00,1.120469331741333008e+00,9.733093976974487305e-01,8.588867187500000000e-01,7.478735446929931641e-01,6.406333446502685547e-01
7.565912008285522461e-01,7.697263956069946289e-01,7.667784690856933594e-01,7.897197008132934570e-01,7.990576028823852539e-01,8.072446584701538086e-01,9.033517837524414062e-01,1.014554262161254883e+00,1.156960964202880859e+00,1.306246042251586914e+00,1.139768362045288086e+00,9.937678575515747070e-01,8.781585693359375000e-01,7.967877388000488281e-01,6.954350471496582031e-01,5.914121866226196289e-01
7.353663444519042969e-01,7.688796520233154297e-01,8.071913719177246094e-01,8.284319639205932617e-01,8.463670015335083008e-01,9.100832939147949219e-01,1.021679162979125977e+00,1.139794826507568359e+00,1.299475431442260742e+00,1.135431766510009766e+00,1.014438152313232422e+00,8.976303339004516602e-01,8.037294149398803711e-01,7.520672082901000977e-01,6.445698738098144531e-01,5.436676740646362305e-01
7.179241180419921875e-01,7.946465015411376953e-01,8.301594257354736328e-01,8.586083650588989258e-01,9.360663890838623047e-01,1.045578002929687500e+00,1.161698102951049805e+00,1.303379058837890625e+00,1.149196147918701172e+00,1.031478881835937500e+00,9.173039197921752930e-01,8.106977939605712891e-01,7.633434534072875977e-01,6.995031833648681641e-01,5.952305793762207031e-01,5.252619981765747070e-01
7.405389547348022461e-01,8.113799095153808594e-01,8.637287616729736328e-01,9.292807579040527344e-01,1.031824588775634766e+00,1.166785001754760742e+00,1.317656993865966797e+00,1.180764675140380859e+00,1.045661926269531250e+00,9.335759878158569336e-01,8.248535394668579102e-01,7.701559066772460938e-01,7.238618135452270508e-01,6.485158205032348633e-01,5.701440572738647461e-01,5.133872032165527344e-01
7.613836526870727539e-01,8.261572122573852539e-01,9.168813228607177734e-01,1.024703264236450195e+00,1.139740228652954102e+00,1.289547443389892578e+00,1.193594455718994141e+00,1.079673051834106445e+00,9.483301639556884766e-01,8.402950763702392578e-01,7.769944667816162109e-01,7.305217981338500977e-01,6.852643489837646484e-01,6.228723526000976562e-01,5.706890821456909180e-01,5.201834440231323242e-01
7.663011550903320312e-01,8.660260438919067383e-01,9.951713085174560547e-01,1.114077568054199219e+00,1.258517503738403320e+00,1.174353122711181641e+00,1.072432518005371094e+00,9.854695796966552734e-01,8.837090730667114258e-01,8.108850717544555664e-01,7.555627822875976562e-01,7.167323827743530273e-01,6.903805732727050781e-01,6.409323215484619141e-01,5.881681442260742188e-01,5.371006727218627930e-01
8.014104366302490234e-01,9.356008768081665039e-01,1.076659202575683594e+00,1.205418825149536133e+00,1.144894599914550781e+00,1.068009138107299805e+00,9.841811656951904297e-01,9.009215831756591797e-01,8.584961891174316406e-01,8.042889833450317383e-01,7.489708662033081055e-01,7.154966592788696289e-01,7.143170833587646484e-01,6.591932773590087891e-01,6.058419942855834961e-01,5.542062520980834961e-01
8.703485727310180664e-01,1.009864568710327148e+00,1.159787416458129883e+00,1.118739128112792969e+00,1.042984724044799805e+00,9.699387550354003906e-01,8.996763229370117188e-01,8.678288459777832031e-01,8.365153074264526367e-01,7.908858060836791992e-01,7.389771938323974609e-01,7.460798025131225586e-01,7.355501651763916016e-01,6.798385381698608398e-01,6.259151697158813477e-01,5.737227201461791992e-01
9.460614919662475586e-01,1.099246978759765625e+00,1.080524444580078125e+00,1.021155357360839844e+00,9.493238925933837891e-01,8.962041139602661133e-01,8.765738010406494141e-01,8.478188514709472656e-01,8.168406486511230469e-01,7.698372602462768555e-01,7.667310237884521484e-01,7.760311365127563477e-01,7.580869197845458984e-01,7.016518115997314453e-01,6.442521810531616211e-01,5.859712362289428711e-01
1.047635793685913086e+00,1.020770072937011719e+00,9.772691726684570312e-01,9.274344444274902344e-01,8.916442394256591797e-01,8.720610141754150391e-01,8.526805639266967773e-01,8.280230760574340820e-01,7.973768711090087891e-01,7.837715148925781250e-01,7.885974645614624023e-01,8.055416345596313477e-01,7.743128538131713867e-01,7.114218473434448242e-01,6.507599353790283203e-01,5.922483205795288086e-01
