"Stim_1","Stim_2","Stim_3","Stim_4","Stim_5","Stim_6","Stim_7","Stim_8","Stim_9","Stim_10","Stim_11","Stim_12","Stim_13","Stim_14","Stim_15","Stim_16","Stim_17","Stim_18","Stim_19","Stim_20","Stim_21","Stim_22"
4.694701433181762695e-01,4.759728908538818359e-01,4.752589464187622070e-01,4.714614152908325195e-01,4.692986011505126953e-01,4.693731069564819336e-01,4.783487319946289062e-01,4.778195619583129883e-01,4.853078126907348633e-01,4.927939176559448242e-01,5.003179311752319336e-01,5.107269287109375000e-01,5.452082157135009766e-01,5.804766416549682617e-01,6.181991100311279297e-01,6.583306789398193359e-01,7.035307884216308594e-01,7.764137983322143555e-01,8.621214628219604492e-01,9.436302185058593750e-01,1.028222560882568359e+00,1.030982494354248047e+00
5.000745058059692383e-01,5.001660585403442383e-01,4.976414442062377930e-01,4.936058521270751953e-01,4.923874139785766602e-01,5.284214019775390625e-01,5.140875577926635742e-01,5.101146697998046875e-01,5.177258253097534180e-01,5.253753662109375000e-01,5.376477241516113281e-01,5.727435350418090820e-01,6.086403131484985352e-01,6.453562974929809570e-01,6.846016645431518555e-01,7.327148914337158203e-01,8.163142204284667969e-01,9.039468765258789062e-01,9.949136972427368164e-01,1.110597372055053711e+00,1.121666908264160156e+00,9.984136819839477539e-01
5.233396291732788086e-01,5.224328041076660156e-01,5.194041728973388672e-01,5.473085641860961914e-01,5.783023834228515625e-01,5.635007619857788086e-01,5.488380193710327148e-01,5.430741310119628906e-01,5.508514642715454102e-01,5.650482177734375000e-01,6.007694005966186523e-01,6.373058557510375977e-01,6.746762990951538086e-01,7.128996849060058594e-01,7.767375707626342773e-01,8.571107387542724609e-01,9.467118978500366211e-01,1.062720537185668945e+00,1.210912942886352539e+00,1.246965646743774414e+00,1.066414356231689453e+00,9.258677959442138672e-01
5.509103536605834961e-01,5.450299978256225586e-01,6.270191669464111328e-01,6.298112869262695312e-01,6.145266294479370117e-01,5.993852615356445312e-01,5.843859910964965820e-01,5.767530202865600586e-01,5.929369926452636719e-01,6.292946338653564453e-01,6.664822101593017578e-01,7.045184373855590820e-01,7.434229850769042969e-01,8.215811252593994141e-01,9.022592306137084961e-01,9.808011054992675781e-01,1.099388122558593750e+00,1.249028444290161133e+00,1.279670000076293945e+00,1.095021247863769531e+00,9.928673505783081055e-01,8.611181974411010742e-01
6.112700700759887695e-01,6.956646442413330078e-01,6.821085214614868164e-01,6.672177314758300781e-01,6.515822410583496094e-01,6.360933780670166016e-01,6.207498311996459961e-01,6.213227510452270508e-01,6.583282947540283203e-01,6.961784362792968750e-01,7.302390336990356445e-01,7.674232721328735352e-01,8.417272567749023438e-01,9.191546440124511719e-01,9.970549345016479492e-01,1.106645107269287109e+00,1.258314371109008789e+00,1.303461313247680664e+00,1.123064994812011719e+00,1.021595716476440430e+00,9.270554780960083008e-01,7.985459566116333008e-01
7.567833662033081055e-01,7.522087097167968750e-01,7.213921546936035156e-01,7.054827213287353516e-01,6.894884109497070312e-01,6.688388586044311523e-01,6.602592468261718750e-01,6.748809814453125000e-01,7.083493471145629883e-01,7.424862384796142578e-01,7.806006669998168945e-01,8.554586172103881836e-01,9.334633350372314453e-01,1.014747381210327148e+00,1.121852397918701172e+00,1.265161275863647461e+00,1.320847511291503906e+00,1.140763044357299805e+00,1.036909580230712891e+00,9.542957544326782227e-01,8.572856187820434570e-01,7.482289075851440430e-01
7.973176240921020508e-01,7.817155122756958008e-01,7.582807540893554688e-01,7.334227561950683594e-01,7.089161872863769531e-01,7.021987438201904297e-01,7.083833217620849609e-01,7.244538068771362305e-01,7.569383382797241211e-01,7.940254211425781250e-01,8.692922592163085938e-01,9.478784799575805664e-01,1.029768705368041992e+00,1.131175756454467773e+00,1.277343750000000000e+00,1.338365316390991211e+00,1.158608913421630859e+00,1.052058935165405273e+00,9.688307046890258789e-01,8.889777660369873047e-01,7.896473407745361328e-01,7.126823663711547852e-01
7.765910625457763672e-01,7.686018943786621094e-01,7.681130170822143555e-01,7.641652822494506836e-01,7.594531774520874023e-01,7.639486789703369141e-01,7.684557437896728516e-01,7.862390279769897461e-01,8.226674795150756836e-01,8.935140371322631836e-01,9.670330286026000977e-01,1.043499946594238281e+00,1.124567508697509766e+00,1.287170410156250000e+00,1.359532117843627930e+00,1.176603555679321289e+00,1.067321062088012695e+00,9.834734201431274414e-01,9.030269384384155273e-01,8.258429765701293945e-01,7.532584667205810547e-01,6.778585910797119141e-01
7.511813640594482422e-01,7.606225013732910156e-01,7.727698087692260742e-01,8.057476282119750977e-01,8.301953077316284180e-01,8.348717689514160156e-01,8.363913297653198242e-01,8.600093126296997070e-01,9.302400350570678711e-01,1.003122329711914062e+00,1.078757047653198242e+00,1.157247066497802734e+00,1.298529148101806641e+00,1.398907661437988281e+00,1.197487115859985352e+00,1.082696437835693359e+00,9.982254505157470703e-01,9.171801805496215820e-01,8.394223451614379883e-01,7.932430505752563477e-01,7.176096439361572266e-01,6.437427997589111328e-01
7.259674072265625000e-01,7.543296813964843750e-01,8.051466941833496094e-01,8.471932411193847656e-01,8.813701868057250977e-01,8.963969945907592773e-01,9.039638042449951172e-01,9.676784276962280273e-01,1.041974544525146484e+00,1.119075775146484375e+00,1.199088335037231445e+00,1.319791793823242188e+00,1.432585716247558594e+00,1.256741285324096680e+00,1.112722635269165039e+00,1.013086795806884766e+00,9.314390420913696289e-01,8.531028032302856445e-01,7.984732389450073242e-01,7.583026885986328125e-01,6.826857328414916992e-01,6.103209257125854492e-01
7.069675922393798828e-01,7.697528600692749023e-01,8.326975107192993164e-01,8.833299875259399414e-01,9.161953926086425781e-01,9.545637369155883789e-01,1.010720729827880859e+00,1.081579923629760742e+00,1.160176753997802734e+00,1.241741180419921875e+00,1.352073907852172852e+00,1.466736793518066406e+00,1.306993246078491211e+00,1.167644739151000977e+00,1.054845809936523438e+00,9.458039999008178711e-01,8.668850660324096680e-01,8.037185668945312500e-01,7.708494663238525391e-01,7.225513458251953125e-01,6.484718322753906250e-01,5.775784254074096680e-01
7.114925384521484375e-01,7.906630039215087891e-01,8.550720214843750000e-01,9.060695171356201172e-01,9.440751075744628906e-01,1.027859210968017578e+00,1.114383935928344727e+00,1.201374769210815430e+00,1.284710407257080078e+00,1.394623279571533203e+00,1.504990339279174805e+00,1.358363628387451172e+00,1.215466260910034180e+00,1.112801074981689453e+00,9.999184608459472656e-01,8.919903039932250977e-01,8.089792728424072266e-01,7.760143280029296875e-01,7.436500787734985352e-01,6.875268220901489258e-01,6.149537563323974609e-01,5.538202524185180664e-01
