"Stim_1","Stim_2","Stim_3","Stim_4","Stim_5","Stim_6","Stim_7","Stim_8","Stim_9","Stim_10","Stim_11","Stim_12","Stim_13","Stim_14","Stim_15","Stim_16","Stim_17","Stim_18","Stim_19","Stim_20","Stim_21","Stim_22"
6.969101428985595703e-01,7.596721649169921875e-01,8.242777585983276367e-01,8.538208007812500000e-01,8.761258125305175781e-01,9.073884487152099609e-01,9.801074266433715820e-01,1.054747581481933594e+00,1.133200645446777344e+00,1.225009918212890625e+00,1.394540786743164062e+00,1.539296865463256836e+00,1.336702585220336914e+00,1.174511432647705078e+00,1.036065816879272461e+00,9.556847810745239258e-01,8.764578104019165039e-01,8.004401922225952148e-01,7.609885931015014648e-01,6.854627132415771484e-01,6.131758689880371094e-01,5.439893007278442383e-01
7.044768333435058594e-01,7.793247699737548828e-01,8.406609296798706055e-01,8.785148859024047852e-01,9.027577638626098633e-01,9.722139835357666016e-01,1.044205427169799805e+00,1.154149532318115234e+00,1.255930185317993164e+00,1.416002988815307617e+00,1.567734718322753906e+00,1.375125646591186523e+00,1.221240043640136719e+00,1.081034660339355469e+00,9.681500196456909180e-01,8.899044990539550781e-01,8.133423328399658203e-01,7.683658599853515625e-01,7.242416143417358398e-01,6.502915620803833008e-01,5.795133113861083984e-01,5.262094736099243164e-01
7.250533103942871094e-01,7.933003902435302734e-01,8.499627113342285156e-01,8.946208953857421875e-01,9.630794525146484375e-01,1.039242506027221680e+00,1.119577884674072266e+00,1.236445665359497070e+00,1.442394495010375977e+00,1.586508274078369141e+00,1.418274641036987305e+00,1.267008543014526367e+00,1.130836963653564453e+00,1.024771928787231445e+00,9.131422042846679688e-01,8.263369798660278320e-01,7.730927467346191406e-01,7.408593893051147461e-01,6.882615089416503906e-01,6.158546209335327148e-01,5.571620464324951172e-01,5.179735422134399414e-01
7.386026382446289062e-01,8.023027181625366211e-01,8.584004640579223633e-01,9.401738643646240234e-01,1.019013166427612305e+00,1.100570678710937500e+00,1.202612638473510742e+00,1.387052059173583984e+00,1.557779788970947266e+00,1.460781097412109375e+00,1.308194398880004883e+00,1.171689987182617188e+00,1.076052665710449219e+00,9.700310230255126953e-01,8.596721887588500977e-01,7.856166362762451172e-01,7.455126047134399414e-01,7.137804031372070312e-01,6.530319452285766602e-01,5.887423753738403320e-01,5.487591028213500977e-01,5.097819566726684570e-01
7.522584199905395508e-01,8.105232715606689453e-01,9.019320011138916016e-01,9.946947097778320312e-01,1.076540470123291016e+00,1.163816690444946289e+00,1.334172010421752930e+00,1.501002788543701172e+00,1.415151119232177734e+00,1.308752536773681641e+00,1.209382534027099609e+00,1.114568948745727539e+00,1.022676467895507812e+00,9.167696237564086914e-01,8.173491954803466797e-01,7.683681249618530273e-01,7.183614969253540039e-01,6.871229410171508789e-01,6.209632158279418945e-01,5.801689624786376953e-01,5.405192375183105469e-01,5.060534477233886719e-01
7.660256624221801758e-01,8.560906648635864258e-01,9.507486820220947266e-01,1.050234317779541016e+00,1.135706663131713867e+00,1.282584190368652344e+00,1.440664529800415039e+00,1.360871076583862305e+00,1.265941858291625977e+00,1.178551197052001953e+00,1.121831655502319336e+00,1.066975593566894531e+00,9.801828861236572266e-01,8.803510665893554688e-01,7.996760606765747070e-01,7.512862682342529297e-01,6.995619535446166992e-01,6.633508205413818359e-01,6.242318153381347656e-01,5.878932476043701172e-01,5.523675680160522461e-01,5.176366567611694336e-01
8.113539218902587891e-01,9.037307500839233398e-01,1.000818490982055664e+00,1.102857351303100586e+00,1.232136249542236328e+00,1.388171195983886719e+00,1.315192222595214844e+00,1.205333471298217773e+00,1.138061285018920898e+00,1.100736379623413086e+00,1.055615186691284180e+00,1.011463403701782227e+00,9.626293182373046875e-01,8.884481191635131836e-01,8.054798841476440430e-01,7.551541328430175781e-01,7.052927017211914062e-01,6.741801500320434570e-01,6.367239952087402344e-01,6.001058816909790039e-01,5.643069744110107422e-01,5.293090343475341797e-01
8.578459024429321289e-01,9.525935649871826172e-01,1.052173376083374023e+00,1.203479051589965820e+00,1.340289831161499023e+00,1.273727655410766602e+00,1.170090198516845703e+00,1.101601123809814453e+00,1.062054872512817383e+00,1.026673793792724609e+00,9.914658069610595703e-01,9.610931873321533203e-01,9.536672830581665039e-01,8.963252305984497070e-01,8.126140832901000977e-01,7.597190141677856445e-01,7.298327684402465820e-01,6.884495019912719727e-01,6.496952772140502930e-01,6.128499507904052734e-01,5.768275260925292969e-01,5.416097640991210938e-01
9.080858230590820312e-01,1.011495113372802734e+00,1.165745019912719727e+00,1.302191972732543945e+00,1.247280359268188477e+00,1.144118785858154297e+00,1.085659742355346680e+00,1.033744812011718750e+00,9.831218719482421875e-01,9.473704099655151367e-01,9.365705251693725586e-01,9.316575527191162109e-01,9.240777492523193359e-01,8.826104402542114258e-01,8.119817972183227539e-01,7.686917781829833984e-01,7.498584985733032227e-01,7.031475305557250977e-01,6.644964218139648438e-01,6.273205280303955078e-01,5.909748077392578125e-01,5.554410219192504883e-01
9.773174524307250977e-01,1.128946542739868164e+00,1.261532306671142578e+00,1.219830513000488281e+00,1.126827716827392578e+00,1.070524930953979492e+00,1.018986701965332031e+00,9.687311649322509766e-01,9.197267293930053711e-01,9.049670696258544922e-01,9.045286178588867188e-01,9.023864269256591797e-01,8.948435783386230469e-01,8.553429841995239258e-01,8.151736259460449219e-01,7.891672849655151367e-01,7.701159715652465820e-01,7.179737091064453125e-01,6.794302463531494141e-01,6.419208049774169922e-01,6.025353670120239258e-01,5.629929304122924805e-01
1.092772960662841797e+00,1.224282264709472656e+00,1.190119504928588867e+00,1.098361492156982422e+00,1.045536518096923828e+00,1.004335880279541016e+00,9.544450044631958008e-01,9.155453443527221680e-01,9.017944335937500000e-01,8.881422281265258789e-01,8.745880126953125000e-01,8.735587596893310547e-01,8.638328313827514648e-01,8.346896171569824219e-01,8.191150426864624023e-01,8.056700229644775391e-01,7.906082868576049805e-01,7.319972515106201172e-01,6.892602443695068359e-01,6.475777626037597656e-01,6.069238185882568359e-01,5.672730207443237305e-01
1.183321952819824219e+00,1.159620523452758789e+00,1.070276737213134766e+00,1.004682064056396484e+00,9.747059345245361328e-01,9.395871162414550781e-01,9.123553037643432617e-01,8.986272811889648438e-01,8.849977254867553711e-01,8.714661598205566406e-01,8.580316305160522461e-01,8.446936607360839844e-01,8.333292007446289062e-01,8.386727571487426758e-01,8.230645656585693359e-01,8.073482513427734375e-01,8.023377656936645508e-01,7.367401123046875000e-01,6.938861608505249023e-01,6.520894765853881836e-01,6.113241910934448242e-01,5.715649127960205078e-01
