"Stim_1","Stim_2","Stim_3","Stim_4","Stim_5","Stim_6","Stim_7","Stim_8","Stim_9","Stim_10","Stim_11","Stim_12","Stim_13","Stim_14","Stim_15","Stim_16","Stim_17","Stim_18","Stim_19","Stim_20","Stim_21","Stim_22"
4.999390840530395508e-01,5.065767765045166016e-01,5.061545372009277344e-01,5.020959377288818359e-01,4.996130466461181641e-01,4.995077848434448242e-01,5.211793184280395508e-01,5.157860517501831055e-01,5.139524936676025391e-01,5.215830802917480469e-01,5.292520523071289062e-01,5.451139211654663086e-01,5.803800821304321289e-01,6.164512634277343750e-01,6.549308300018310547e-01,6.957559585571289062e-01,7.419761419296264648e-01,8.240143060684204102e-01,9.120185375213623047e-01,1.026090383529663086e+00,1.153491973876953125e+00,1.126366138458251953e+00
5.300163030624389648e-01,5.307945013046264648e-01,5.280410051345825195e-01,5.239233970642089844e-01,5.225851535797119141e-01,5.800728797912597656e-01,5.652546882629394531e-01,5.505753755569458008e-01,5.469957590103149414e-01,5.547928810119628906e-01,5.726474523544311523e-01,6.085420846939086914e-01,6.452559232711791992e-01,6.828078031539916992e-01,7.228406667709350586e-01,7.791442871093750000e-01,8.649836778640747070e-01,9.645242691040039062e-01,1.100317478179931641e+00,1.236483812332153320e+00,1.196134567260742188e+00,1.070769071578979492e+00
5.517801046371459961e-01,5.535159111022949219e-01,5.502454042434692383e-01,5.777615308761596680e-01,6.316395998001098633e-01,6.163377761840820312e-01,6.011794805526733398e-01,5.861632823944091797e-01,5.807602405548095703e-01,6.006716489791870117e-01,6.372058391571044922e-01,6.745738983154296875e-01,7.127950191497802734e-01,7.518883943557739258e-01,8.247109651565551758e-01,9.068735837936401367e-01,1.036496162414550781e+00,1.154745340347290039e+00,1.270446062088012695e+00,1.220536708831787109e+00,1.085657835006713867e+00,9.565602540969848633e-01
5.702635049819946289e-01,5.744721889495849609e-01,6.590158939361572266e-01,6.848893165588378906e-01,6.690880060195922852e-01,6.534349918365478516e-01,6.379288434982299805e-01,6.225680112838745117e-01,6.291952133178710938e-01,6.663805246353149414e-01,7.044143676757812500e-01,7.433165311813354492e-01,7.821806669235229492e-01,8.571047782897949219e-01,9.413826465606689453e-01,1.045181035995483398e+00,1.159785985946655273e+00,1.275757551193237305e+00,1.234186887741088867e+00,1.098478794097900391e+00,9.831718206405639648e-01,8.816143274307250977e-01
6.011726856231689453e-01,7.291215658187866211e-01,7.349114418029785156e-01,7.235598564147949219e-01,7.073959112167358398e-01,6.913836002349853516e-01,6.755214929580688477e-01,6.729670763015747070e-01,6.888607740402221680e-01,7.226084470748901367e-01,7.570303678512573242e-01,7.954679727554321289e-01,8.709506988525390625e-01,9.531322717666625977e-01,1.060145854949951172e+00,1.164838552474975586e+00,1.281081199645996094e+00,1.247920513153076172e+00,1.111378192901611328e+00,9.979214668273925781e-01,9.168887138366699219e-01,8.095393180847167969e-01
7.643076181411743164e-01,7.672237157821655273e-01,7.630088329315185547e-01,7.517378330230712891e-01,7.315217256546020508e-01,7.089602947235107422e-01,7.073972225189208984e-01,7.155265808105468750e-01,7.348017692565917969e-01,7.694673538208007812e-01,8.077211380004882812e-01,8.801054954528808594e-01,9.553883075714111328e-01,1.062002182006835938e+00,1.174698829650878906e+00,1.286417484283447266e+00,1.261738538742065430e+00,1.124356985092163086e+00,1.012780666351318359e+00,9.311453104019165039e-01,8.528208732604980469e-01,7.660940885543823242e-01
7.734560966491699219e-01,7.696251869201660156e-01,7.618472576141357422e-01,7.502878904342651367e-01,7.388043403625488281e-01,7.425358295440673828e-01,7.508324384689331055e-01,7.565298080444335938e-01,7.759063243865966797e-01,8.126329183578491211e-01,8.852142095565795898e-01,9.607014656066894531e-01,1.049695014953613281e+00,1.176401853561401367e+00,1.295621395111083984e+00,1.280105113983154297e+00,1.137415647506713867e+00,1.027750492095947266e+00,9.455081224441528320e-01,8.666011095046997070e-01,8.079357147216796875e-01,7.301843166351318359e-01
7.596880197525024414e-01,7.677500247955322266e-01,7.603890895843505859e-01,7.488392591476440430e-01,7.666555643081665039e-01,7.792060375213623047e-01,7.842479944229125977e-01,7.893041372299194336e-01,8.175581693649291992e-01,8.903365135192871094e-01,9.660290479660034180e-01,1.044752359390258789e+00,1.163411855697631836e+00,1.297147989273071289e+00,1.303474903106689453e+00,1.150554418563842773e+00,1.042831897735595703e+00,9.599775075912475586e-01,8.804838657379150391e-01,8.146381378173828125e-01,7.711751461029052734e-01,6.950044631958007812e-01
7.459076642990112305e-01,7.627189159393310547e-01,7.602118253707885742e-01,7.804716825485229492e-01,7.942664623260498047e-01,8.063230514526367188e-01,8.175394535064697266e-01,8.288122415542602539e-01,8.954727649688720703e-01,9.713709354400634766e-01,1.050308227539062500e+00,1.150499582290649414e+00,1.283437728881835938e+00,1.319723367691040039e+00,1.165130615234375000e+00,1.058025121688842773e+00,9.745545387268066406e-01,8.944694995880126953e-01,8.199306726455688477e-01,7.867660522460937500e-01,7.351619005203247070e-01,6.605402231216430664e-01
7.320915460586547852e-01,7.499140501022338867e-01,7.908968925476074219e-01,8.093816041946411133e-01,8.215396404266357422e-01,8.337795734405517578e-01,8.495436906814575195e-01,9.039362668991088867e-01,9.767276048660278320e-01,1.055879116058349609e+00,1.138200521469116211e+00,1.269809007644653320e+00,1.315103769302368164e+00,1.174288511276245117e+00,1.073311805725097656e+00,9.892400503158569336e-01,9.085594415664672852e-01,8.311510086059570312e-01,7.919772863388061523e-01,7.593222856521606445e-01,6.998809576034545898e-01,6.267766952514648438e-01
7.176585197448730469e-01,7.679098844528198242e-01,8.072508573532104492e-01,8.310090303421020508e-01,8.484981060028076172e-01,8.616533279418945312e-01,9.170238971710205078e-01,9.858793020248413086e-01,1.071132659912109375e+00,1.151750326156616211e+00,1.261974573135375977e+00,1.310493469238281250e+00,1.169521570205688477e+00,1.085803270339965820e+00,1.004034757614135742e+00,9.227540493011474609e-01,8.447701930999755859e-01,7.972037792205810547e-01,7.644534111022949219e-01,7.322998046875000000e-01,6.653175354003906250e-01,5.936996936798095703e-01
7.227669954299926758e-01,7.829806804656982422e-01,8.201625347137451172e-01,8.476094007492065430e-01,8.679512739181518555e-01,9.229915142059326172e-01,9.930711984634399414e-01,1.076694726943969727e+00,1.170793771743774414e+00,1.269269943237304688e+00,1.326998949050903320e+00,1.183521509170532227e+00,1.096438884735107422e+00,1.016156673431396484e+00,9.370545148849487305e-01,8.584903478622436523e-01,8.024455308914184570e-01,7.695995569229125977e-01,7.373522520065307617e-01,7.047715187072753906e-01,6.314569711685180664e-01,5.753887891769409180e-01
7.410951852798461914e-01,7.949463129043579102e-01,8.331664800643920898e-01,8.719539642333984375e-01,9.189265966415405273e-01,9.888582229614257812e-01,1.063247442245483398e+00,1.162804603576660156e+00,1.267165422439575195e+00,1.335582494735717773e+00,1.215252637863159180e+00,1.114587306976318359e+00,1.026436805725097656e+00,9.488354921340942383e-01,8.723126649856567383e-01,8.077025413513183594e-01,7.747608423233032227e-01,7.424193620681762695e-01,7.106673717498779297e-01,6.701087951660156250e-01,6.080223321914672852e-01,5.674315690994262695e-01
7.566914558410644531e-01,8.043965101242065430e-01,8.505316972732543945e-01,9.123123884201049805e-01,9.846543073654174805e-01,1.056981325149536133e+00,1.144564390182495117e+00,1.248044967651367188e+00,1.312861680984497070e+00,1.225970029830932617e+00,1.141822338104248047e+00,1.047829389572143555e+00,9.587724208831787109e-01,8.837622404098510742e-01,8.129749298095703125e-01,7.799371480941772461e-01,7.475013732910156250e-01,7.163389921188354492e-01,6.898642778396606445e-01,6.513562202453613281e-01,6.142586469650268555e-01,5.779944658279418945e-01
7.714568376541137695e-01,8.138961791992187500e-01,8.929105997085571289e-01,9.752192497253417969e-01,1.052633285522460938e+00,1.127437591552734375e+00,1.229086160659790039e+00,1.290892839431762695e+00,1.212934255599975586e+00,1.138126134872436523e+00,1.063054561614990234e+00,9.833794832229614258e-01,8.980678319931030273e-01,8.271148204803466797e-01,7.940869331359863281e-01,7.664126157760620117e-01,7.391653060913085938e-01,7.123383283615112305e-01,6.863455772399902344e-01,6.647552251815795898e-01,6.273566484451293945e-01,5.907981395721435547e-01
7.807831764221191406e-01,8.522239923477172852e-01,9.496270418167114258e-01,1.040195465087890625e+00,1.122940778732299805e+00,1.210287332534790039e+00,1.276947975158691406e+00,1.199975728988647461e+00,1.125605344772338867e+00,1.058017492294311523e+00,9.977226257324218750e-01,9.303976297378540039e-01,8.626550436019897461e-01,8.220070600509643555e-01,7.899049520492553711e-01,7.622951269149780273e-01,7.351113557815551758e-01,7.083468437194824219e-01,7.086589336395263672e-01,6.782630681991577148e-01,6.405609846115112305e-01,6.037058830261230469e-01
8.197233676910400391e-01,9.061955213546752930e-01,1.003168821334838867e+00,1.099819183349609375e+00,1.185897588729858398e+00,1.262130737304687500e+00,1.187092304229736328e+00,1.119846582412719727e+00,1.057740449905395508e+00,9.974539279937744141e-01,9.389334917068481445e-01,8.790748119354248047e-01,8.459243774414062500e-01,8.190895318984985352e-01,7.857326269149780273e-01,7.581872940063476562e-01,7.310668230056762695e-01,7.263478040695190430e-01,7.307617664337158203e-01,6.918804645538330078e-01,6.538723707199096680e-01,6.167184114456176758e-01
8.623356819152832031e-01,9.565426111221313477e-01,1.056211948394775391e+00,1.160678386688232422e+00,1.230690717697143555e+00,1.173911571502685547e+00,1.119070291519165039e+00,1.056926727294921875e+00,9.966058731079101562e-01,9.380538463592529297e-01,8.889386653900146484e-01,8.668594360351562500e-01,8.358055353164672852e-01,8.088034391403198242e-01,7.795984745025634766e-01,7.520260810852050781e-01,7.429709434509277344e-01,7.478680610656738281e-01,7.461652755737304688e-01,7.070045471191406250e-01,6.687219142913818359e-01,6.312979459762573242e-01
9.140208959579467773e-01,1.011765241622924805e+00,1.114500999450683594e+00,1.204422473907470703e+00,1.157761096954345703e+00,1.105541467666625977e+00,1.052885293960571289e+00,9.945036172866821289e-01,9.360132217407226562e-01,8.975267410278320312e-01,8.753472566604614258e-01,8.534268140792846680e-01,8.274002075195312500e-01,7.957167625427246094e-01,7.669103145599365234e-01,7.588012218475341797e-01,7.637428045272827148e-01,7.686983346939086914e-01,7.625709772109985352e-01,7.230424880981445312e-01,6.844002008438110352e-01,6.466245651245117188e-01
9.675377607345581055e-01,1.067800045013427734e+00,1.167365550994873047e+00,1.128712892532348633e+00,1.088376998901367188e+00,1.038857698440551758e+00,9.881076812744140625e-01,9.339747428894042969e-01,9.061540365219116211e-01,8.838735818862915039e-01,8.618533611297607422e-01,8.400907516479492188e-01,8.185824155807495117e-01,7.866674661636352539e-01,7.646603584289550781e-01,7.761884927749633789e-01,7.847623825073242188e-01,7.897768020629882812e-01,7.791310548782348633e-01,7.392309904098510742e-01,7.002258300781250000e-01,6.620953083038330078e-01
1.022605180740356445e+00,1.138074398040771484e+00,1.086197137832641602e+00,1.055001974105834961e+00,1.020847320556640625e+00,9.734350442886352539e-01,9.301105737686157227e-01,9.143800735473632812e-01,8.921034336090087891e-01,8.700860738754272461e-01,8.483247756958007812e-01,8.268167972564697266e-01,8.054972887039184570e-01,7.821347713470458984e-01,7.798808813095092773e-01,7.915083169937133789e-01,8.032116889953613281e-01,8.111065626144409180e-01,7.958467006683349609e-01,7.555717229843139648e-01,7.127642631530761719e-01,6.702407598495483398e-01
1.120288848876953125e+00,1.044530391693115234e+00,1.013958454132080078e+00,9.838435649871826172e-01,9.541791677474975586e-01,9.220534563064575195e-01,9.130637645721435547e-01,8.993306159973144531e-01,8.780471086502075195e-01,8.561931848526000977e-01,8.345936536788940430e-01,8.132455348968505859e-01,7.948166131973266602e-01,8.006075620651245117e-01,7.951799631118774414e-01,8.069367408752441406e-01,8.187646865844726562e-01,8.306461572647094727e-01,8.072772026062011719e-01,7.624070644378662109e-01,7.186509370803833008e-01,6.759811639785766602e-01
