"Stim_1","Stim_2","Stim_3","Stim_4","Stim_5","Stim_6","Stim_7","Stim_8","Stim_9","Stim_10","Stim_11","Stim_12","Stim_13","Stim_14","Stim_15","Stim_16"
4.445856809616088867e-01,4.538286924362182617e-01,4.513963460922241211e-01,4.489842653274536133e-01,4.490906000137329102e-01,4.525011777877807617e-01,4.633430242538452148e-01,4.742658138275146484e-01,4.852701425552368164e-01,5.162307024002075195e-01,5.709980726242065430e-01,6.332066059112548828e-01,7.006648778915405273e-01,7.965831756591796875e-01,9.173922538757324219e-01,9.317922592163085938e-01
4.910378456115722656e-01,4.912602901458740234e-01,4.856920242309570312e-01,4.846267700195312500e-01,5.086219310760498047e-01,5.015023946762084961e-01,5.124459266662597656e-01,5.238218307495117188e-01,5.743136405944824219e-01,6.264784336090087891e-01,6.824452877044677734e-01,7.546708583831787109e-01,8.782552480697631836e-01,1.025004386901855469e+00,1.024901151657104492e+00,8.669643402099609375e-01
5.255324840545654297e-01,5.229007005691528320e-01,5.701689720153808594e-01,5.802516937255859375e-01,5.588898658752441406e-01,5.490677356719970703e-01,5.631991624832153320e-01,6.149957180023193359e-01,6.685086488723754883e-01,7.237946987152099609e-01,8.142759799957275391e-01,9.394960403442382812e-01,1.135934829711914062e+00,1.141226291656494141e+00,9.609727859497070312e-01,7.745440006256103516e-01
5.574314594268798828e-01,6.761194467544555664e-01,6.552823781967163086e-01,6.329063177108764648e-01,6.108326911926269531e-01,6.035941839218139648e-01,6.567292213439941406e-01,7.116249799728393555e-01,7.658258676528930664e-01,8.647687435150146484e-01,9.876933097839355469e-01,1.158788681030273438e+00,1.166612386703491211e+00,1.006213903427124023e+00,8.659262657165527344e-01,7.183555364608764648e-01
7.482070922851562500e-01,7.329525947570800781e-01,7.104370594024658203e-01,6.858116388320922852e-01,6.633700132369995117e-01,6.848033666610717773e-01,7.336480617523193359e-01,7.839087247848510742e-01,8.848842382431030273e-01,1.003023624420166016e+00,1.170004606246948242e+00,1.184281349182128906e+00,1.027801990509033203e+00,9.100832939147949219e-01,7.822165489196777344e-01,6.725733280181884766e-01
7.684054374694824219e-01,7.633906602859497070e-01,7.302983999252319336e-01,7.130423784255981445e-01,7.248358726501464844e-01,7.514011859893798828e-01,8.021765947341918945e-01,9.052168130874633789e-01,1.017887115478515625e+00,1.175879001617431641e+00,1.202093839645385742e+00,1.049622535705566406e+00,9.306367635726928711e-01,8.258854150772094727e-01,7.301108837127685547e-01,6.236732006072998047e-01
7.484368085861206055e-01,7.625027894973754883e-01,7.641980648040771484e-01,7.763437032699584961e-01,7.876468896865844727e-01,8.146489858627319336e-01,9.141242504119873047e-01,1.025811672210693359e+00,1.157145500183105469e+00,1.211427688598632812e+00,1.071677684783935547e+00,9.514118432998657227e-01,8.381274938583374023e-01,7.855150699615478516e-01,6.795284748077392578e-01,5.762026309967041016e-01
7.277652025222778320e-01,7.705428600311279297e-01,8.137122392654418945e-01,8.315417766571044922e-01,8.361901044845581055e-01,9.216413497924804688e-01,1.033767223358154297e+00,1.152435779571533203e+00,1.202819585800170898e+00,1.089867830276489258e+00,9.724100828170776367e-01,8.579068183898925781e-01,7.930420637130737305e-01,7.373050451278686523e-01,6.304248571395874023e-01,5.331163406372070312e-01
7.166451215744018555e-01,7.992908954620361328e-01,8.510305881500244141e-01,8.831423521041870117e-01,9.576445817947387695e-01,1.057510852813720703e+00,1.175162315368652344e+00,1.219873905181884766e+00,1.105277538299560547e+00,9.898238182067871094e-01,8.778990507125854492e-01,8.006007671356201172e-01,7.533979415893554688e-01,6.865124702453613281e-01,5.827567577362060547e-01,5.219435691833496094e-01
7.389117479324340820e-01,8.230469226837158203e-01,8.887083530426025391e-01,9.686739444732666016e-01,1.073311567306518555e+00,1.199635744094848633e+00,1.252046346664428711e+00,1.127979040145874023e+00,1.003197193145751953e+00,8.945688009262084961e-01,8.081915378570556641e-01,7.607896327972412109e-01,7.146301269531250000e-01,6.372046470642089844e-01,5.676906108856201172e-01,5.108522176742553711e-01
7.597370147705078125e-01,8.454959392547607422e-01,9.588598012924194336e-01,1.066045045852661133e+00,1.188945055007934570e+00,1.276615619659423828e+00,1.159580469131469727e+00,1.029597759246826172e+00,9.074381589889526367e-01,8.170490264892578125e-01,7.682121992111206055e-01,7.218585014343261719e-01,6.782213449478149414e-01,6.229159832000732422e-01,5.705174207687377930e-01,5.198106765747070312e-01
7.832694053649902344e-01,9.105776548385620117e-01,1.047468185424804688e+00,1.168231725692749023e+00,1.255407094955444336e+00,1.160381317138671875e+00,1.067963123321533203e+00,9.511592388153076172e-01,8.452372550964355469e-01,7.963044643402099609e-01,7.488255500793457031e-01,7.101441621780395508e-01,6.921790838241577148e-01,6.418057680130004883e-01,5.889573097229003906e-01,5.376551151275634766e-01
8.444194793701171875e-01,9.818136692047119141e-01,1.129442691802978516e+00,1.217387676239013672e+00,1.149160385131835938e+00,1.066621303558349609e+00,9.799023866653442383e-01,9.016000032424926758e-01,8.437647819519042969e-01,7.914505004882812500e-01,7.422590255737304688e-01,7.173221111297607422e-01,7.152295112609863281e-01,6.600763797760009766e-01,6.066966056823730469e-01,5.550334453582763672e-01
9.155263900756835938e-01,1.058412551879882812e+00,1.176141500473022461e+00,1.123533010482788086e+00,1.047607183456420898e+00,9.743961095809936523e-01,9.114296436309814453e-01,8.793851137161254883e-01,8.452918529510498047e-01,7.868652343750000000e-01,7.405377626419067383e-01,7.476469278335571289e-01,7.367570400238037109e-01,6.810065507888793945e-01,6.270456314086914062e-01,5.748169422149658203e-01
