"Stim_1","Stim_2","Stim_3","Stim_4","Stim_5","Stim_6","Stim_7","Stim_8","Stim_9","Stim_10","Stim_11","Stim_12","Stim_13","Stim_14","Stim_15","Stim_16","Stim_17","Stim_18","Stim_19","Stim_20","Stim_21","Stim_22"
4.777686595916748047e-01,4.843081235885620117e-01,4.839426279067993164e-01,4.801228046417236328e-01,4.778540134429931641e-01,4.777847528457641602e-01,4.966700077056884766e-01,4.854015111923217773e-01,4.928882122039794922e-01,5.004125833511352539e-01,5.079748630523681641e-01,5.155752897262573242e-01,5.463684797286987305e-01,5.816632509231567383e-01,6.190166473388671875e-01,6.587290763854980469e-01,7.019454240798950195e-01,7.558419704437255859e-01,8.405569791793823242e-01,9.293594360351562500e-01,9.889081716537475586e-01,9.876800775527954102e-01
5.078012943267822266e-01,5.084862709045410156e-01,5.059052705764770508e-01,5.018473863601684570e-01,5.005277395248413086e-01,5.455148220062255859e-01,5.310207605361938477e-01,5.178216695785522461e-01,5.254716873168945312e-01,5.331603288650512695e-01,5.408877134323120117e-01,5.739244222640991211e-01,6.098481416702270508e-01,6.465917825698852539e-01,6.854528188705444336e-01,7.267946004867553711e-01,7.952802181243896484e-01,8.818981647491455078e-01,9.831867218017578125e-01,1.075049161911010742e+00,1.066847324371337891e+00,9.726239442825317383e-01
5.315930843353271484e-01,5.308763980865478516e-01,5.277880430221557617e-01,5.565516948699951172e-01,5.959538221359252930e-01,5.809866189956665039e-01,5.661598443984985352e-01,5.514720678329467773e-01,5.587663650512695312e-01,5.666228532791137695e-01,6.019713878631591797e-01,6.385351419448852539e-01,6.759335994720458984e-01,7.141857147216796875e-01,7.600983381271362305e-01,8.373862504959106445e-01,9.241678714752197266e-01,1.055842399597167969e+00,1.150827169418334961e+00,1.133519411087036133e+00,1.017921924591064453e+00,9.044752120971679688e-01
5.536941289901733398e-01,5.535989999771118164e-01,6.367136240005493164e-01,6.480387449264526367e-01,6.325831413269042969e-01,6.172724962234497070e-01,6.021053791046142578e-01,5.870804786682128906e-01,5.941330194473266602e-01,6.305180788040161133e-01,6.677334308624267578e-01,7.057983875274658203e-01,7.447320222854614258e-01,8.021782636642456055e-01,8.759573698043823242e-01,9.584043025970458984e-01,1.073345661163330078e+00,1.165591955184936523e+00,1.145605325698852539e+00,1.036479711532592773e+00,9.538829326629638672e-01,8.400239944458007812e-01
6.037844419479370117e-01,7.146066427230834961e-01,7.008664608001708984e-01,6.858636140823364258e-01,6.700531244277954102e-01,6.543911695480346680e-01,6.388758420944213867e-01,6.266645193099975586e-01,6.594023704528808594e-01,6.925612688064575195e-01,7.263828516006469727e-01,7.608802318572998047e-01,8.156147003173828125e-01,8.919444084167480469e-01,9.824113845825195312e-01,1.081071853637695312e+00,1.180458545684814453e+00,1.157703876495361328e+00,1.051625728607177734e+00,9.684147834777832031e-01,8.885787725448608398e-01,7.824153900146484375e-01
7.526669502258300781e-01,7.537069320678710938e-01,7.405880689620971680e-01,7.245565652847290039e-01,7.030276060104370117e-01,6.808373928070068359e-01,6.655344963073730469e-01,6.734644174575805664e-01,7.045419216156005859e-01,7.386028766632080078e-01,7.733445167541503906e-01,8.291512727737426758e-01,9.060502052307128906e-01,9.912260770797729492e-01,1.106582641601562500e+00,1.195018291473388672e+00,1.169870376586914062e+00,1.066884279251098633e+00,9.830545186996459961e-01,9.026247262954711914e-01,8.246436119079589844e-01,7.461737394332885742e-01
7.708163261413574219e-01,7.677878141403198242e-01,7.569079399108886719e-01,7.340157032012939453e-01,7.114218473434448242e-01,6.998116970062255859e-01,7.079048156738281250e-01,7.166073322296142578e-01,7.509094476699829102e-01,7.858968973159790039e-01,8.427889347076416016e-01,9.202610254287719727e-01,9.975198507308959961e-01,1.107968568801879883e+00,1.216669321060180664e+00,1.182105541229248047e+00,1.082256555557250977e+00,9.978032112121582031e-01,9.167754650115966797e-01,8.390337228775024414e-01,7.875434160232543945e-01,7.106690406799316406e-01
7.592084407806396484e-01,7.659145593643188477e-01,7.588030099868774414e-01,7.425627708435058594e-01,7.347941398620605469e-01,7.430539131164550781e-01,7.513529062271118164e-01,7.633030414581298828e-01,7.972975969314575195e-01,8.516885042190551758e-01,9.258335828781127930e-01,1.002947330474853516e+00,1.095387220382690430e+00,1.222300529479980469e+00,1.202467918395996094e+00,1.097743034362792969e+00,1.012661695480346680e+00,9.310311079025268555e-01,8.527114391326904297e-01,8.076276779174804688e-01,7.511973381042480469e-01,6.758860349655151367e-01
7.454319000244140625e-01,7.634862661361694336e-01,7.572553157806396484e-01,7.649700641632080078e-01,7.789263725280761719e-01,7.846024036407470703e-01,7.896595001220703125e-01,8.015062808990478516e-01,8.567199707031250000e-01,9.310662746429443359e-01,1.008389711380004883e+00,1.088809251785278320e+00,1.211638927459716797e+00,1.207803249359130859e+00,1.112711429595947266e+00,1.027630567550659180e+00,9.453929662704467773e-01,8.664906024932861328e-01,8.128998279571533203e-01,7.798633575439453125e-01,7.155903577804565430e-01,6.418104171752929688e-01
7.317632436752319336e-01,7.499942779541015625e-01,7.765976190567016602e-01,7.982531785964965820e-01,8.103364706039428711e-01,8.179003000259399414e-01,8.230520486831665039e-01,8.617649078369140625e-01,9.363133907318115234e-01,1.013846874237060547e+00,1.094484806060791016e+00,1.198438882827758789e+00,1.201849937438964844e+00,1.125037908554077148e+00,1.042201757431030273e+00,9.598616361618041992e-01,8.803724050521850586e-01,8.181872367858886719e-01,7.850544452667236328e-01,7.525254487991333008e-01,6.807075738906860352e-01,6.084277629852294922e-01
7.174395322799682617e-01,7.521080970764160156e-01,7.968937158584594727e-01,8.229067325592041016e-01,8.398691415786743164e-01,8.566845655441284180e-01,8.875458240509033203e-01,9.457182884216308594e-01,1.021454334259033203e+00,1.100176095962524414e+00,1.185317754745483398e+00,1.197554826736450195e+00,1.135873317718505859e+00,1.054081201553344727e+00,9.740447998046875000e-01,8.943575620651245117e-01,8.234901428222656250e-01,7.902607917785644531e-01,7.576369047164916992e-01,7.205263376235961914e-01,6.465339660644531250e-01,5.757236480712890625e-01
7.073661088943481445e-01,7.670443058013916016e-01,8.113502264022827148e-01,8.463808298110961914e-01,8.684974908828735352e-01,9.112055301666259766e-01,9.790774583816528320e-01,1.045693874359130859e+00,1.125321388244628906e+00,1.208048343658447266e+00,1.220350265502929688e+00,1.146764039993286133e+00,1.064554929733276367e+00,9.854937791824340820e-01,9.081628322601318359e-01,8.310427665710449219e-01,7.954821586608886719e-01,7.627631425857543945e-01,7.306404113769531250e-01,6.855429410934448242e-01,6.130552291870117188e-01,5.636602640151977539e-01
