"Stim_1","Stim_2","Stim_3","Stim_4","Stim_5","Stim_6","Stim_7","Stim_8","Stim_9","Stim_10","Stim_11","Stim_12","Stim_13","Stim_14","Stim_15","Stim_16"
4.530011415481567383e-01,4.624150991439819336e-01,4.602328538894653320e-01,4.575978517532348633e-01,4.577046632766723633e-01,4.596329927444458008e-01,4.705281257629394531e-01,4.815045595169067383e-01,4.925628900527954102e-01,5.205947160720825195e-01,5.774800777435302734e-01,6.426365375518798828e-01,7.104842662811279297e-01,8.218538761138916016e-01,9.579558372497558594e-01,1.042359590530395508e+00
5.001014471054077148e-01,5.008322000503540039e-01,4.949940443038940430e-01,4.937086105346679688e-01,5.195276737213134766e-01,5.091339349746704102e-01,5.201330184936523438e-01,5.312123298645019531e-01,5.813773870468139648e-01,6.337761878967285156e-01,6.927677392959594727e-01,7.857124805450439453e-01,9.114831686019897461e-01,1.069604396820068359e+00,1.173435688018798828e+00,9.690324068069458008e-01
5.358182191848754883e-01,5.324356555938720703e-01,5.576976537704467773e-01,5.916750431060791016e-01,5.701588392257690430e-01,5.569409132003784180e-01,5.702130794525146484e-01,6.222419738769531250e-01,6.759948730468750000e-01,7.315289974212646484e-01,8.439359664916992188e-01,9.793822765350341797e-01,1.179257392883300781e+00,1.326624870300292969e+00,1.073692321777343750e+00,8.540803194046020508e-01
5.645703077316284180e-01,6.751933097839355469e-01,6.672482490539550781e-01,6.447104215621948242e-01,6.224771738052368164e-01,6.107891798019409180e-01,6.641626358032226562e-01,7.193048000335693359e-01,7.844234704971313477e-01,8.937879800796508789e-01,1.023399591445922852e+00,1.193150997161865234e+00,1.355756998062133789e+00,1.105124473571777344e+00,9.451217651367187500e-01,7.647166252136230469e-01
7.384656667709350586e-01,7.386009693145751953e-01,7.228016853332519531e-01,6.972844600677490234e-01,6.737594604492187500e-01,6.918268203735351562e-01,7.408751249313354492e-01,8.036723136901855469e-01,9.142166376113891602e-01,1.043600559234619141e+00,1.200565576553344727e+00,1.381484031677246094e+00,1.123841524124145508e+00,9.835122823715209961e-01,8.384221792221069336e-01,6.981643438339233398e-01
7.619332075119018555e-01,7.537586688995361328e-01,7.372474670410156250e-01,7.234759330749511719e-01,7.354737520217895508e-01,7.587002515792846680e-01,8.209466934204101562e-01,9.271972179412841797e-01,1.039647340774536133e+00,1.209512948989868164e+00,1.407491445541381836e+00,1.144936800003051758e+00,1.004855871200561523e+00,8.884692192077636719e-01,7.565820217132568359e-01,6.485159397125244141e-01
7.512700557708740234e-01,7.514528036117553711e-01,7.593961954116821289e-01,7.982977628707885742e-01,8.073693513870239258e-01,8.400424718856811523e-01,9.414985179901123047e-01,1.049263000488281250e+00,1.190613508224487305e+00,1.434612512588500977e+00,1.170811891555786133e+00,1.026429653167724609e+00,9.087903499603271484e-01,8.058775663375854492e-01,7.052257061004638672e-01,6.003190279006958008e-01
7.301093339920043945e-01,7.777090072631835938e-01,8.198814392089843750e-01,8.458625078201293945e-01,9.072034358978271484e-01,9.946427345275878906e-01,1.104623317718505859e+00,1.220667839050292969e+00,1.469543695449829102e+00,1.208169221878051758e+00,1.047660827636718750e+00,9.289265871047973633e-01,8.170772790908813477e-01,7.635957002639770508e-01,6.553708314895629883e-01,5.535311698913574219e-01
7.201293706893920898e-01,8.161584138870239258e-01,8.657062053680419922e-01,9.017139673233032227e-01,1.013738632202148438e+00,1.162232398986816406e+00,1.281453371047973633e+00,1.521580219268798828e+00,1.273227453231811523e+00,1.103535652160644531e+00,9.489246606826782227e-01,8.359159231185913086e-01,7.726658582687377930e-01,7.106856107711791992e-01,6.057270765304565430e-01,5.272239446640014648e-01
7.529132366180419922e-01,8.471988439559936523e-01,9.034471511840820312e-01,9.960372447967529297e-01,1.126448154449462891e+00,1.302105188369750977e+00,1.574712753295898438e+00,1.346979141235351562e+00,1.169283151626586914e+00,1.025719165802001953e+00,8.651895523071289062e-01,7.795143127441406250e-01,7.329754829406738281e-01,6.593630313873291016e-01,5.721637010574340820e-01,5.153338909149169922e-01
