"Stim_1","Stim_2","Stim_3","Stim_4","Stim_5","Stim_6","Stim_7","Stim_8","Stim_9","Stim_10","Stim_11","Stim_12","Stim_13","Stim_14","Stim_15","Stim_16","Stim_17","Stim_18","Stim_19","Stim_20","Stim_21","Stim_22"
4.721233844757080078e-01,4.786379337310791016e-01,4.775161743164062500e-01,4.737129211425781250e-01,4.716262817382812500e-01,4.717009067535400391e-01,4.908257722854614258e-01,4.796574115753173828e-01,4.871151447296142578e-01,4.946103096008300781e-01,5.021433830261230469e-01,5.097144842147827148e-01,5.438939332962036133e-01,5.791323184967041016e-01,6.153041124343872070e-01,6.550010442733764648e-01,7.001104354858398438e-01,7.583931684494018555e-01,8.432313203811645508e-01,9.321628808975219727e-01,1.011943817138671875e+00,1.004354000091552734e+00
5.024284124374389648e-01,5.020909309387207031e-01,4.996149539947509766e-01,4.955739974975585938e-01,4.944347143173217773e-01,5.394798517227172852e-01,5.250422954559326172e-01,5.119521617889404297e-01,5.195726156234741211e-01,5.272314548492431641e-01,5.363398790359497070e-01,5.714057683944702148e-01,6.072720289230346680e-01,6.439568996429443359e-01,6.815879344940185547e-01,7.233866453170776367e-01,7.978887557983398438e-01,8.846324682235717773e-01,9.793841838836669922e-01,1.100572824478149414e+00,1.090785741806030273e+00,9.806776046752929688e-01
5.252578258514404297e-01,5.243862867355346680e-01,5.214062929153442383e-01,5.549482107162475586e-01,5.897217988967895508e-01,5.748131275177001953e-01,5.600441694259643555e-01,5.454137325286865234e-01,5.527385473251342773e-01,5.637171268463134766e-01,5.994079113006591797e-01,6.359133720397949219e-01,6.732518672943115234e-01,7.114427089691162109e-01,7.593147754669189453e-01,8.382714986801147461e-01,9.269636869430541992e-01,1.051900386810302734e+00,1.191034317016601562e+00,1.167985439300537109e+00,1.046565055847167969e+00,9.087079763412475586e-01
5.472673177719116211e-01,5.470124483108520508e-01,6.350971460342407227e-01,6.416033506393432617e-01,6.262080669403076172e-01,6.109572649002075195e-01,5.958493947982788086e-01,5.808831453323364258e-01,5.915821790695190430e-01,6.279089450836181641e-01,6.650649309158325195e-01,7.030687332153320312e-01,7.419402599334716797e-01,8.012578487396240234e-01,8.811706304550170898e-01,9.649349451065063477e-01,1.082911491394042969e+00,1.207971811294555664e+00,1.189316511154174805e+00,1.072817325592041016e+00,9.742162227630615234e-01,8.445354700088500977e-01
6.023869514465332031e-01,7.079397439956665039e-01,6.943254470825195312e-01,6.792805194854736328e-01,6.635318994522094727e-01,6.479309797286987305e-01,6.324763298034667969e-01,6.240000724792480469e-01,6.569178104400634766e-01,6.934515237808227539e-01,7.272908687591552734e-01,7.618064880371093750e-01,8.188247680664062500e-01,8.952894210815429688e-01,9.827009439468383789e-01,1.090111494064331055e+00,1.215229272842407227e+00,1.201661586761474609e+00,1.085558891296386719e+00,9.924002885818481445e-01,9.039734601974487305e-01,7.806391716003417969e-01
7.478798627853393555e-01,7.472406625747680664e-01,7.338943481445312500e-01,7.178223133087158203e-01,7.011739015579223633e-01,6.790080070495605469e-01,6.670935153961181641e-01,6.750308275222778320e-01,7.054384946823120117e-01,7.395172119140625000e-01,7.742772102355957031e-01,8.323854207992553711e-01,9.094200134277343750e-01,9.896935224533081055e-01,1.106890439987182617e+00,1.220411539077758789e+00,1.217975616455078125e+00,1.098378896713256836e+00,1.007218599319458008e+00,9.258087873458862305e-01,8.310418128967285156e-01,7.421895265579223633e-01
7.666056156158447266e-01,7.683085203170776367e-01,7.549875974655151367e-01,7.321285009384155273e-01,7.095590829849243164e-01,7.014026641845703125e-01,7.095034122467041016e-01,7.176426649093627930e-01,7.518303394317626953e-01,7.868362665176391602e-01,8.460469245910644531e-01,9.236561059951782227e-01,1.004052877426147461e+00,1.099732875823974609e+00,1.229532241821289062e+00,1.234716892242431641e+00,1.111277818679809570e+00,1.022147178649902344e+00,9.401317834854125977e-01,8.614429235458374023e-01,7.834649085998535156e-01,7.067658901214599609e-01
7.526863813400268555e-01,7.663697004318237305e-01,7.588865756988525391e-01,7.406083345413208008e-01,7.361415624618530273e-01,7.444998025894165039e-01,7.528984546661376953e-01,7.642295360565185547e-01,7.994841337203979492e-01,8.577446937561035156e-01,9.321322441101074219e-01,1.009498119354248047e+00,1.089962244033813477e+00,1.216225624084472656e+00,1.255847930908203125e+00,1.124256134033203125e+00,1.037186622619628906e+00,9.545611143112182617e-01,8.752871751785278320e-01,8.141028881072998047e-01,7.472018003463745117e-01,6.720625162124633789e-01
7.388765811920166016e-01,7.581205368041992188e-01,7.573659420013427734e-01,7.679650783538818359e-01,7.798893451690673828e-01,7.882490158081054688e-01,7.934256792068481445e-01,8.047982454299926758e-01,8.624736070632934570e-01,9.371460676193237305e-01,1.014812469482421875e+00,1.095592737197875977e+00,1.202997922897338867e+00,1.249595642089843750e+00,1.138829708099365234e+00,1.052337884902954102e+00,9.690980911254882812e-01,8.892341852188110352e-01,8.193938732147216797e-01,7.862390279769897461e-01,7.116762399673461914e-01,6.380643844604492188e-01
7.251758575439453125e-01,7.433983087539672852e-01,7.744455337524414062e-01,8.069814443588256836e-01,8.241972923278808594e-01,8.297233581542968750e-01,8.330292701721191406e-01,8.717812299728393555e-01,9.447149038314819336e-01,1.020490407943725586e+00,1.100720643997192383e+00,1.190134525299072266e+00,1.244554281234741211e+00,1.149425506591796875e+00,1.067216634750366211e+00,9.836527109146118164e-01,9.032852649688720703e-01,8.260908126831054688e-01,7.914489507675170898e-01,7.522284984588623047e-01,6.768729686737060547e-01,6.047579050064086914e-01
7.110002040863037109e-01,7.458573579788208008e-01,8.003426790237426758e-01,8.344478607177734375e-01,8.565198183059692383e-01,8.780329227447509766e-01,9.090526103973388672e-01,9.676170349121093750e-01,1.044285058975219727e+00,1.123940229415893555e+00,1.206699132919311523e+00,1.253487348556518555e+00,1.159803390502929688e+00,1.077197551727294922e+00,9.977027177810668945e-01,9.169319868087768555e-01,8.392747640609741211e-01,7.964037656784057617e-01,7.637465000152587891e-01,7.163115739822387695e-01,6.427016258239746094e-01,5.721286535263061523e-01
7.012987136840820312e-01,7.609654664993286133e-01,8.232991695404052734e-01,8.600592613220214844e-01,8.824391365051269531e-01,9.286392927169799805e-01,9.971891641616821289e-01,1.062791585922241211e+00,1.143839597702026367e+00,1.228072166442871094e+00,1.278284311294555664e+00,1.185511589050292969e+00,1.088958501815795898e+00,1.007396697998046875e+00,9.304760694503784180e-01,8.524550199508666992e-01,8.012056350708007812e-01,7.684611082077026367e-01,7.363117933273315430e-01,6.804970502853393555e-01,6.084231138229370117e-01,5.540602207183837891e-01
7.189743518829345703e-01,7.817718982696533203e-01,8.435343503952026367e-01,8.860279321670532227e-01,9.239568710327148438e-01,9.941869974136352539e-01,1.066980600357055664e+00,1.160021066665649414e+00,1.244889497756958008e+00,1.301769971847534180e+00,1.207731485366821289e+00,1.114862203598022461e+00,1.022659301757812500e+00,9.399411678314208984e-01,8.655116558074951172e-01,8.060202598571777344e-01,7.731882333755493164e-01,7.409529685974121094e-01,7.093037366867065430e-01,6.454296112060546875e-01,5.855774879455566406e-01,5.456738471984863281e-01
7.333991527557373047e-01,8.008316755294799805e-01,8.597973585128784180e-01,9.168099164962768555e-01,9.893456697463989258e-01,1.061962604522705078e+00,1.144938945770263672e+00,1.248531103134155273e+00,1.325498104095458984e+00,1.230177640914916992e+00,1.136363744735717773e+00,1.046496391296386719e+00,9.584646224975585938e-01,8.747525215148925781e-01,8.111358880996704102e-01,7.779279947280883789e-01,7.456066608428955078e-01,7.138726711273193359e-01,6.827158927917480469e-01,6.177340745925903320e-01,5.770211219787597656e-01,5.374855995178222656e-01
7.519557476043701172e-01,8.161551952362060547e-01,8.899071216583251953e-01,9.793560504913330078e-01,1.056956529617309570e+00,1.132041692733764648e+00,1.229063987731933594e+00,1.310545682907104492e+00,1.241933584213256836e+00,1.158084154129028320e+00,1.067303180694580078e+00,9.803407192230224609e-01,8.963072299957275391e-01,8.181087970733642578e-01,7.830003499984741211e-01,7.502726316452026367e-01,7.184538841247558594e-01,6.901262998580932617e-01,6.581305265426635742e-01,6.210334300994873047e-01,5.847663879394531250e-01,5.493105649948120117e-01
7.726556062698364258e-01,8.487031459808349609e-01,9.430723190307617188e-01,1.038389921188354492e+00,1.123142719268798828e+00,1.209765195846557617e+00,1.287941694259643555e+00,1.228300571441650391e+00,1.153062105178833008e+00,1.086141824722290039e+00,1.016791582107543945e+00,9.321062564849853516e-01,8.543456792831420898e-01,8.071974515914916992e-01,7.672364711761474609e-01,7.387530803680419922e-01,7.120363712310791016e-01,6.857303380966186523e-01,6.708834171295166016e-01,6.335010528564453125e-01,5.969549417495727539e-01,5.612266063690185547e-01
8.042262792587280273e-01,8.962393999099731445e-01,9.929449558258056641e-01,1.094582557678222656e+00,1.183522224426269531e+00,1.256666421890258789e+00,1.211012125015258789e+00,1.148015737533569336e+00,1.085204601287841797e+00,1.024230241775512695e+00,9.770661592483520508e-01,9.072666168212890625e-01,8.648581504821777344e-01,8.185477256774902344e-01,7.686482667922973633e-01,7.342306375503540039e-01,7.075835466384887695e-01,7.058194875717163086e-01,6.837342977523803711e-01,6.460645198822021484e-01,6.092373132705688477e-01,5.732342004776000977e-01
8.505351543426513672e-01,9.449100494384765625e-01,1.044097900390625000e+00,1.148344039916992188e+00,1.224792957305908203e+00,1.188432216644287109e+00,1.133819341659545898e+00,1.080569267272949219e+00,1.023320913314819336e+00,9.641560316085815430e-01,9.181396961212158203e-01,9.108765125274658203e-01,8.754305839538574219e-01,8.299698829650878906e-01,7.743945121765136719e-01,7.295472621917724609e-01,7.231588363647460938e-01,7.280282974243164062e-01,6.969784498214721680e-01,6.590770483016967773e-01,6.220221519470214844e-01,5.857949256896972656e-01
9.003901481628417969e-01,9.974384307861328125e-01,1.099442481994628906e+00,1.201310396194458008e+00,1.169565916061401367e+00,1.117286205291748047e+00,1.064584016799926758e+00,1.013193607330322266e+00,9.617315530776977539e-01,9.172413349151611328e-01,8.949314355850219727e-01,8.825855255126953125e-01,8.751982450485229492e-01,8.330751657485961914e-01,7.653068304061889648e-01,7.386552095413208008e-01,7.435685396194458008e-01,7.484956979751586914e-01,7.122037410736083984e-01,6.739623546600341797e-01,6.365748643875122070e-01,6.000226736068725586e-01
9.533227682113647461e-01,1.053074121475219727e+00,1.170542716979980469e+00,1.133507966995239258e+00,1.099410295486450195e+00,1.049602031707763672e+00,9.985845088958740234e-01,9.488369226455688477e-01,9.240052700042724609e-01,9.029982089996337891e-01,8.808540105819702148e-01,8.589675426483154297e-01,8.467824459075927734e-01,8.360383510589599609e-01,7.705383300781250000e-01,7.592486143112182617e-01,7.642199993133544922e-01,7.670315504074096680e-01,7.275655269622802734e-01,6.889810562133789062e-01,6.512583494186401367e-01,6.143780946731567383e-01
1.007729768753051758e+00,1.140039920806884766e+00,1.090896368026733398e+00,1.059631109237670898e+00,1.028833150863647461e+00,9.838609695434570312e-01,9.346951246261596680e-01,9.208009243011474609e-01,9.070123434066772461e-01,8.888608217239379883e-01,8.668812513351440430e-01,8.451573848724365234e-01,8.236862421035766602e-01,8.176139593124389648e-01,7.990051507949829102e-01,7.800856828689575195e-01,7.851159572601318359e-01,7.828854322433471680e-01,7.430652379989624023e-01,7.041345834732055664e-01,6.660734415054321289e-01,6.288622617721557617e-01
1.113651990890502930e+00,1.060577392578125000e+00,1.018495321273803711e+00,9.883124828338623047e-01,9.585812091827392578e-01,9.267408847808837891e-01,9.176020622253417969e-01,9.038364887237548828e-01,8.901695013046264648e-01,8.748286962509155273e-01,8.530123233795166016e-01,8.314498662948608398e-01,8.141150474548339844e-01,8.240902423858642578e-01,8.075574636459350586e-01,8.011697530746459961e-01,8.062595129013061523e-01,7.988812923431396484e-01,7.587040662765502930e-01,7.194240093231201172e-01,6.810213327407836914e-01,6.434764862060546875e-01
