"Stim_1","Stim_2","Stim_3","Stim_4","Stim_5","Stim_6","Stim_7","Stim_8","Stim_9","Stim_10","Stim_11","Stim_12","Stim_13","Stim_14","Stim_15","Stim_16"
4.487514495849609375e-01,4.580044746398925781e-01,4.547921419143676758e-01,4.525214433670043945e-01,4.526112079620361328e-01,4.557955265045166016e-01,4.666451215744018555e-01,4.775756597518920898e-01,4.885876178741455078e-01,5.234824419021606445e-01,5.771940946578979492e-01,6.420520544052124023e-01,7.099660634994506836e-01,8.139458894729614258e-01,9.522819519042968750e-01,9.748506546020507812e-01
4.953128099441528320e-01,4.946990013122558594e-01,4.891434907913208008e-01,4.882262945175170898e-01,5.190466642379760742e-01,5.048828125000000000e-01,5.158336162567138672e-01,5.296198129653930664e-01,5.803873538970947266e-01,6.328396797180175781e-01,6.879006624221801758e-01,7.684521675109863281e-01,8.931205272674560547e-01,1.059719324111938477e+00,1.095013856887817383e+00,8.964408636093139648e-01
5.293285846710205078e-01,5.265340805053710938e-01,5.774105787277221680e-01,5.910675525665283203e-01,5.695781707763671875e-01,5.526347160339355469e-01,5.686948299407958984e-01,6.207591295242309570e-01,6.745513677597045898e-01,7.301291227340698242e-01,8.255168199539184570e-01,9.705594778060913086e-01,1.170185327529907227e+00,1.201089859008789062e+00,9.903136491775512695e-01,7.938903570175170898e-01
5.613867044448852539e-01,6.875575780868530273e-01,6.665030717849731445e-01,6.439948081970214844e-01,6.217907667160034180e-01,6.087679862976074219e-01,6.621624231338500977e-01,7.173289060592651367e-01,7.719378471374511719e-01,8.718552589416503906e-01,1.017350912094116211e+00,1.192260742187500000e+00,1.228808403015136719e+00,1.028829336166381836e+00,8.711363077163696289e-01,7.163352966308593750e-01
7.526435852050781250e-01,7.446854114532470703e-01,7.219398021697998047e-01,6.973390579223632812e-01,6.756191253662109375e-01,6.899689435958862305e-01,7.390551567077636719e-01,7.895672321319580078e-01,8.914295434951782227e-01,1.011952400207519531e+00,1.200130462646484375e+00,1.258107423782348633e+00,1.047294616699218750e+00,9.247238636016845703e-01,7.736656665802001953e-01,6.648430824279785156e-01
7.640590667724609375e-01,7.709101438522338867e-01,7.420164346694946289e-01,7.249393463134765625e-01,7.369472980499267578e-01,7.563575506210327148e-01,8.073722124099731445e-01,9.078291654586791992e-01,1.019293308258056641e+00,1.180621147155761719e+00,1.287791013717651367e+00,1.065927982330322266e+00,9.446781873703002930e-01,8.319156169891357422e-01,7.204533815383911133e-01,6.148957014083862305e-01
7.440176010131835938e-01,7.640340328216552734e-01,7.732670307159423828e-01,7.874358892440795898e-01,7.949144840240478516e-01,8.146520853042602539e-01,9.145765304565429688e-01,1.026434659957885742e+00,1.162297248840332031e+00,1.277231216430664062e+00,1.085784673690795898e+00,9.648396968841552734e-01,8.509078025817871094e-01,7.779214382171630859e-01,6.688376665115356445e-01,5.664467811584472656e-01
7.233591079711914062e-01,7.657868862152099609e-01,8.069717884063720703e-01,8.384596109390258789e-01,8.446668386459350586e-01,9.211827516555786133e-01,1.032104730606079102e+00,1.151803255081176758e+00,1.267019748687744141e+00,1.101728200912475586e+00,9.852100610733032227e-01,8.700971603393554688e-01,7.929348945617675781e-01,7.245814800262451172e-01,6.187704801559448242e-01,5.222240686416625977e-01
7.095705270767211914e-01,7.922418117523193359e-01,8.435244560241699219e-01,8.756493330001831055e-01,9.612166881561279297e-01,1.053342580795288086e+00,1.170885562896728516e+00,1.268189191818237305e+00,1.110821723937988281e+00,1.000480651855468750e+00,8.894852399826049805e-01,7.998616695404052734e-01,7.527908086776733398e-01,6.728420257568359375e-01,5.702050924301147461e-01,5.103729963302612305e-01
7.312192916870117188e-01,8.138686418533325195e-01,8.802253007888793945e-01,9.577844142913818359e-01,1.061843156814575195e+00,1.194593667984008789e+00,1.302040338516235352e+00,1.137875795364379883e+00,1.009199380874633789e+00,9.041104316711425781e-01,8.068151473999023438e-01,7.595624923706054688e-01,7.135455608367919922e-01,6.226544380187988281e-01,5.548169612884521484e-01,4.986141920089721680e-01
7.455780506134033203e-01,8.258310556411743164e-01,9.347401857376098633e-01,1.049289703369140625e+00,1.173134326934814453e+00,1.312709331512451172e+00,1.169342756271362305e+00,1.038772344589233398e+00,9.160608053207397461e-01,8.191133737564086914e-01,7.663601636886596680e-01,7.201654911041259766e-01,6.751788854598999023e-01,6.022502183914184570e-01,5.507299900054931641e-01,5.008664131164550781e-01
7.582777738571166992e-01,8.766126632690429688e-01,1.013759613037109375e+00,1.134161472320556641e+00,1.265519857406616211e+00,1.158568143844604492e+00,1.065988302230834961e+00,9.631222486495971680e-01,8.498959541320800781e-01,7.999742031097412109e-01,7.398657798767089844e-01,7.013826370239257812e-01,6.739050149917602539e-01,6.200807094573974609e-01,5.679872035980224609e-01,5.175685882568359375e-01
8.116303682327270508e-01,9.465820789337158203e-01,1.091586351394653320e+00,1.206228971481323242e+00,1.126695156097412109e+00,1.050462245941162109e+00,9.769620895385742188e-01,8.956793546676635742e-01,8.484197854995727539e-01,7.934176921844482422e-01,7.333328723907470703e-01,7.103939056396484375e-01,6.925330162048339844e-01,6.381096839904785156e-01,5.854362249374389648e-01,5.344566106796264648e-01
