"Stim_1","Stim_2","Stim_3","Stim_4","Stim_5","Stim_6","Stim_7","Stim_8","Stim_9","Stim_10","Stim_11","Stim_12","Stim_13","Stim_14","Stim_15","Stim_16","Stim_17","Stim_18","Stim_19","Stim_20","Stim_21","Stim_22"
4.710140228271484375e-01,4.775238037109375000e-01,4.766356945037841797e-01,4.728347063064575195e-01,4.706549644470214844e-01,4.706459045410156250e-01,4.922672510147094727e-01,4.782724380493164062e-01,4.856756925582885742e-01,4.931635856628417969e-01,5.006893873214721680e-01,5.082530975341796875e-01,5.325070619583129883e-01,5.674854516983032227e-01,6.032621860504150391e-01,6.424405574798583984e-01,6.851454973220825195e-01,7.310765981674194336e-01,8.041131496429443359e-01,8.911572694778442383e-01,9.395345449447631836e-01,9.415013790130615234e-01
5.010033845901489258e-01,5.010465383529663086e-01,4.985512495040893555e-01,4.945131540298461914e-01,4.932789802551269531e-01,5.409684181213378906e-01,5.265167951583862305e-01,5.122008323669433594e-01,5.181016921997070312e-01,5.257531404495239258e-01,5.334432125091552734e-01,5.598160028457641602e-01,5.954176187515258789e-01,6.318320035934448242e-01,6.690773963928222656e-01,7.098376750946044922e-01,7.597328424453735352e-01,8.446358442306518555e-01,9.358390569686889648e-01,1.013150453567504883e+00,1.005697965621948242e+00,9.443318843841552734e-01
5.240727663040161133e-01,5.233262777328491211e-01,5.203270912170410156e-01,5.519869327545166016e-01,5.912588834762573242e-01,5.763357877731323242e-01,5.615526437759399414e-01,5.469080209732055664e-01,5.512355566024780273e-01,5.590540170669555664e-01,5.876114368438720703e-01,6.238476037979125977e-01,6.609108448028564453e-01,6.988201141357421875e-01,7.375944852828979492e-01,8.011500835418701172e-01,8.860684633255004883e-01,1.006760120391845703e+00,1.093991518020629883e+00,1.080066442489624023e+00,9.956283569335937500e-01,8.777068853378295898e-01
5.460652112960815430e-01,5.459368228912353516e-01,6.319301128387451172e-01,6.431906223297119141e-01,6.277805566787719727e-01,6.125148534774780273e-01,5.973923206329345703e-01,5.824116468429565430e-01,5.850925445556640625e-01,6.159023046493530273e-01,6.527841091156005859e-01,6.905077695846557617e-01,7.290925979614257812e-01,7.685579061508178711e-01,8.427822589874267578e-01,9.208343029022216797e-01,1.033185958862304688e+00,1.110688924789428711e+00,1.094819545745849609e+00,1.019639253616333008e+00,9.375709295272827148e-01,8.163691759109497070e-01
5.990978479385375977e-01,7.095519304275512695e-01,6.959085464477539062e-01,6.809042692184448242e-01,6.651403903961181641e-01,6.495243310928344727e-01,6.340547800064086914e-01,6.187303066253662109e-01,6.446973085403442383e-01,6.799103021621704102e-01,7.134791612625122070e-01,7.477186918258666992e-01,7.826423645019531250e-01,8.565214872360229492e-01,9.420260190963745117e-01,1.041148424148559570e+00,1.125178337097167969e+00,1.109200000762939453e+00,1.034660100936889648e+00,9.521372318267822266e-01,8.696914911270141602e-01,7.726525068283081055e-01
7.566726207733154297e-01,7.486536502838134766e-01,7.355145215988159180e-01,7.194833755493164062e-01,7.014057636260986328e-01,6.792367696762084961e-01,6.573566198348999023e-01,6.646360158920288086e-01,6.918014287948608398e-01,7.256077527999877930e-01,7.600897550582885742e-01,7.952606678009033203e-01,8.703629970550537109e-01,9.489945173263549805e-01,1.063414096832275391e+00,1.139767646789550781e+00,1.121550321578979492e+00,1.049792528152465820e+00,9.666559696197509766e-01,8.868913650512695312e-01,8.146494626998901367e-01,7.366093397140502930e-01
7.751109600067138672e-01,7.744017839431762695e-01,7.552348375320434570e-01,7.323644161224365234e-01,7.097920179367065430e-01,6.908441781997680664e-01,6.988946199417114258e-01,7.069833278656005859e-01,7.378224134445190430e-01,7.725484371185302734e-01,8.082863092422485352e-01,8.843078613281250000e-01,9.635255336761474609e-01,1.059781551361083984e+00,1.164494752883911133e+00,1.133513212203979492e+00,1.065037727355957031e+00,9.812828302383422852e-01,9.009249210357666016e-01,8.323801755905151367e-01,7.777523994445800781e-01,7.012990713119506836e-01
7.612098455429077148e-01,7.747915983200073242e-01,7.638864517211914062e-01,7.409033775329589844e-01,7.256422042846679688e-01,7.338583469390869141e-01,7.421134710311889648e-01,7.504080533981323242e-01,7.850950956344604492e-01,8.217681646347045898e-01,8.957682847976684570e-01,9.716781377792358398e-01,1.050627708435058594e+00,1.158658027648925781e+00,1.150374412536621094e+00,1.080396175384521484e+00,9.960184097290039062e-01,9.150626659393310547e-01,8.377245664596557617e-01,8.042358160018920898e-01,7.416054010391235352e-01,6.667066812515258789e-01
7.474175691604614258e-01,7.667627334594726562e-01,7.660415172576904297e-01,7.611563205718994141e-01,7.695415019989013672e-01,7.779667377471923828e-01,7.858628034591674805e-01,7.937104701995849609e-01,8.277336359024047852e-01,9.009193181991577148e-01,9.770356416702270508e-01,1.056199789047241211e+00,1.152837038040161133e+00,1.144575834274291992e+00,1.094720602035522461e+00,1.010863542556762695e+00,9.293059110641479492e-01,8.510558605194091797e-01,8.094979524612426758e-01,7.765235900878906250e-01,7.061935663223266602e-01,6.328177452087402344e-01
7.337334156036376953e-01,7.521668672561645508e-01,7.732361555099487305e-01,8.006201982498168945e-01,8.089176416397094727e-01,8.140437602996826172e-01,8.191844224929809570e-01,8.326997756958007812e-01,9.060844182968139648e-01,9.824074506759643555e-01,1.061786651611328125e+00,1.147032499313354492e+00,1.145446538925170898e+00,1.105401515960693359e+00,1.024776220321655273e+00,9.436547756195068359e-01,8.648229837417602539e-01,8.147754669189453125e-01,7.817049026489257812e-01,7.466162443161010742e-01,6.715017557144165039e-01,5.996179580688476562e-01
7.195310592651367188e-01,7.450237274169921875e-01,7.925996780395507812e-01,8.194338083267211914e-01,8.368122577667236328e-01,8.463667631149291992e-01,8.552778959274291992e-01,9.108743667602539062e-01,9.877941608428955078e-01,1.067389011383056641e+00,1.150171041488647461e+00,1.151849985122680664e+00,1.113283872604370117e+00,1.035100460052490234e+00,9.571672677993774414e-01,8.786925077438354492e-01,8.200684785842895508e-01,7.869014739990234375e-01,7.543387413024902344e-01,7.111024856567382812e-01,6.375153064727783203e-01,5.670928955078125000e-01
7.052025794982910156e-01,7.598994970321655273e-01,8.080841302871704102e-01,8.359292745590209961e-01,8.537939786911010742e-01,8.789048194885253906e-01,9.282830953598022461e-01,9.873443841934204102e-01,1.065342426300048828e+00,1.148597717285156250e+00,1.153283357620239258e+00,1.115398645401000977e+00,1.041501760482788086e+00,9.671468734741210938e-01,8.918160200119018555e-01,8.253768682479858398e-01,7.921130657196044922e-01,7.594554424285888672e-01,7.273930311203002930e-01,6.763106584548950195e-01,6.042200326919555664e-01,5.580190420150756836e-01
7.187994718551635742e-01,7.749022245407104492e-01,8.210017681121826172e-01,8.568955659866333008e-01,8.801177740097045898e-01,9.432616233825683594e-01,1.014080047607421875e+00,1.081402063369750977e+00,1.163091659545898438e+00,1.166874408721923828e+00,1.118911743164062500e+00,1.043544769287109375e+00,9.721577167510986328e-01,9.014620780944824219e-01,8.305689096450805664e-01,7.973400354385375977e-01,7.645872831344604492e-01,7.324310541152954102e-01,7.008610963821411133e-01,6.422264575958251953e-01,5.902926921844482422e-01,5.501495599746704102e-01
