"Stim_1","Stim_2","Stim_3","Stim_4","Stim_5","Stim_6","Stim_7","Stim_8","Stim_9","Stim_10","Stim_11","Stim_12","Stim_13","Stim_14","Stim_15","Stim_16","Stim_17","Stim_18","Stim_19","Stim_20","Stim_21","Stim_22"
4.910235404968261719e-01,4.976217746734619141e-01,4.975860118865966797e-01,4.937311410903930664e-01,4.912538528442382812e-01,4.911493062973022461e-01,5.044696331024169922e-01,4.995639324188232422e-01,5.054843425750732422e-01,5.130722522735595703e-01,5.206983089447021484e-01,5.301897525787353516e-01,5.651153326034545898e-01,6.008380651473999023e-01,6.398512125015258789e-01,6.800746917724609375e-01,7.258440256118774414e-01,8.021854162216186523e-01,8.891364336013793945e-01,9.815585613250732422e-01,1.118529319763183594e+00,1.107641935348510742e+00
5.214227437973022461e-01,5.224344730377197266e-01,5.196404457092285156e-01,5.155456066131591797e-01,5.140979290008544922e-01,5.631628036499023438e-01,5.485031604766845703e-01,5.339809656143188477e-01,5.383427143096923828e-01,5.460962057113647461e-01,5.574574470520019531e-01,5.930052995681762695e-01,6.293646097183227539e-01,6.665536165237426758e-01,7.071422338485717773e-01,7.578524351119995117e-01,8.426644802093505859e-01,9.315688610076904297e-01,1.054154396057128906e+00,1.196143150329589844e+00,1.195826768875122070e+00,1.066946744918823242e+00
5.455484390258789062e-01,5.450316667556762695e-01,5.417228937149047852e-01,5.603694915771484375e-01,6.141777038574218750e-01,5.990395545959472656e-01,5.840435028076171875e-01,5.691879987716674805e-01,5.719183683395385742e-01,5.852109193801879883e-01,6.213922500610351562e-01,6.583994626998901367e-01,6.962512731552124023e-01,7.349671125411987305e-01,8.032964468002319336e-01,8.840529918670654297e-01,9.917355775833129883e-01,1.126455545425415039e+00,1.243045330047607422e+00,1.241562128067016602e+00,1.096163988113403320e+00,9.661145210266113281e-01
5.639578104019165039e-01,5.679643154144287109e-01,6.407281160354614258e-01,6.668574810028076172e-01,6.512252092361450195e-01,6.357398033142089844e-01,6.203994750976562500e-01,6.052030324935913086e-01,6.134589910507202148e-01,6.502850055694580078e-01,6.879516839981079102e-01,7.264779806137084961e-01,7.680237293243408203e-01,8.425395488739013672e-01,9.159206151962280273e-01,1.012946605682373047e+00,1.133720874786376953e+00,1.248292684555053711e+00,1.260248184204101562e+00,1.109049320220947266e+00,9.969993829727172852e-01,8.908023834228515625e-01
5.888279676437377930e-01,7.156237363815307617e-01,7.202216386795043945e-01,7.051142454147338867e-01,6.891232728958129883e-01,6.732823848724365234e-01,6.575899124145507812e-01,6.512522697448730469e-01,6.760089397430419922e-01,7.094998359680175781e-01,7.436597347259521484e-01,7.813861370086669922e-01,8.562769889831542969e-01,9.343160390853881836e-01,1.031587362289428711e+00,1.138712406158447266e+00,1.253552198410034180e+00,1.279089689254760742e+00,1.122013807296752930e+00,1.011852025985717773e+00,9.302541017532348633e-01,8.183755874633789062e-01
7.512053251266479492e-01,7.540560960769653320e-01,7.519780397415161133e-01,7.403736114501953125e-01,7.176969051361083984e-01,6.953157186508178711e-01,6.864330768585205078e-01,6.944624185562133789e-01,7.216002941131591797e-01,7.560021877288818359e-01,7.946676015853881836e-01,8.701168298721313477e-01,9.464662075042724609e-01,1.046363592147827148e+00,1.149074077606201172e+00,1.258824110031127930e+00,1.298088312149047852e+00,1.135057687759399414e+00,1.026814699172973633e+00,9.446101188659667969e-01,8.657397031784057617e-01,7.664705514907836914e-01
7.652781009674072266e-01,7.612651586532592773e-01,7.534657716751098633e-01,7.419613599777221680e-01,7.261636257171630859e-01,7.211402654647827148e-01,7.293349504470825195e-01,7.375687360763549805e-01,7.682186365127563477e-01,8.043621778488159180e-01,8.766121864318847656e-01,9.517550468444824219e-01,1.034149885177612305e+00,1.159895420074462891e+00,1.269562482833862305e+00,1.315718412399291992e+00,1.148182392120361328e+00,1.041888952255249023e+00,9.590729475021362305e-01,8.796159029006958008e-01,8.083209991455078125e-01,7.305530309677124023e-01
7.602550983428955078e-01,7.593989372253417969e-01,7.520143985748291016e-01,7.405195236206054688e-01,7.507804632186889648e-01,7.631701231002807617e-01,7.681665420532226562e-01,7.731772661209106445e-01,8.092648983001708984e-01,8.817111253738403320e-01,9.570583105087280273e-01,1.035422563552856445e+00,1.147004127502441406e+00,1.287225723266601562e+00,1.338733673095703125e+00,1.161387443542480469e+00,1.057075262069702148e+00,9.736433029174804688e-01,8.935953378677368164e-01,8.187986612319946289e-01,7.715525627136230469e-01,6.953657865524291992e-01
7.464703321456909180e-01,7.575345039367675781e-01,7.505643367767333984e-01,7.644723653793334961e-01,7.815164327621459961e-01,7.934873104095458984e-01,8.011580705642700195e-01,8.141809701919555664e-01,8.868241310119628906e-01,9.623758792877197266e-01,1.040953159332275391e+00,1.134189844131469727e+00,1.270615577697753906e+00,1.367210865020751953e+00,1.176665306091308594e+00,1.072374582290649414e+00,9.883220195770263672e-01,9.076784849166870117e-01,8.303061723709106445e-01,7.908627986907958984e-01,7.355316877365112305e-01,6.608941555023193359e-01
7.325458526611328125e-01,7.490723133087158203e-01,7.767688035964965820e-01,7.965241670608520508e-01,8.085957765579223633e-01,8.249717950820922852e-01,8.469378948211669922e-01,9.005144834518432617e-01,9.744911193847656250e-01,1.051347017288208008e+00,1.131194591522216797e+00,1.254614353179931641e+00,1.360650300979614258e+00,1.195332288742065430e+00,1.087710142135620117e+00,1.003109931945800781e+00,9.218667745590209961e-01,8.439188003540039062e-01,7.960858345031738281e-01,7.633559703826904297e-01,7.002433538436889648e-01,6.271234750747680664e-01
