5.657	0.992	0.91	0.844	0.805	0.779	0.761	0.728	0.696	0.662	0.629	0.612	0.596	0.573	0.506	0.471
0.991	6.252	0.943	0.893	0.821	0.796	0.761	0.712	0.696	0.662	0.629	0.612	0.596	0.556	0.506	0.453
0.879	0.992	5.358	0.959	0.869	0.828	0.761	0.744	0.696	0.679	0.629	0.612	0.596	0.573	0.488	0.471
0.847	0.86	0.943	4.895	0.934	0.86	0.81	0.76	0.728	0.695	0.662	0.612	0.596	0.573	0.524	0.471
0.799	0.81	0.877	0.943	4.962	0.942	0.842	0.809	0.744	0.695	0.694	0.629	0.612	0.59	0.524	0.471
0.783	0.744	0.81	0.844	0.918	5.059	0.939	0.841	0.793	0.743	0.694	0.661	0.612	0.59	0.524	0.471
0.735	0.728	0.777	0.794	0.837	0.925	5.345	0.938	0.841	0.776	0.726	0.693	0.628	0.59	0.542	0.489
0.719	0.728	0.744	0.761	0.789	0.844	0.939	5.241	0.922	0.84	0.791	0.725	0.66	0.607	0.542	0.489
0.655	0.678	0.678	0.728	0.74	0.796	0.842	0.922	5.435	0.937	0.839	0.758	0.692	0.624	0.56	0.489
0.639	0.662	0.662	0.662	0.692	0.731	0.761	0.841	0.938	5.526	0.936	0.822	0.724	0.641	0.56	0.525
0.623	0.629	0.662	0.645	0.676	0.698	0.729	0.793	0.841	0.937	5.125	0.886	0.789	0.691	0.597	0.543
0.623	0.612	0.629	0.629	0.628	0.633	0.696	0.728	0.76	0.824	0.888	5.988	0.869	0.725	0.633	0.561
0.591	0.595	0.612	0.595	0.612	0.617	0.615	0.663	0.696	0.727	0.791	0.87	5.644	0.826	0.651	0.597
0.559	0.562	0.562	0.562	0.58	0.584	0.599	0.615	0.615	0.63	0.694	0.741	0.837	4.007	0.759	0.634
0.479	0.529	0.546	0.546	0.547	0.552	0.567	0.566	0.582	0.598	0.613	0.629	0.692	0.809	3.905	0.706
0.479	0.496	0.513	0.529	0.515	0.52	0.518	0.55	0.55	0.565	0.581	0.596	0.628	0.691	0.777	4.236
